"station_id","year","n_rain","R5mm","R10mm","R20mm","SDII","PRCPTOT","CDD","CWD","Rx1day","Rx5day","R95pTOT","R99pTOT","n_maxdy","n_mindy","FD","TR","SU","ID","TNn","TNx","TXn","TXx","DTR","TN10p","TN90p","TX10p","TX90p","WSDI","CSDI","GSL"
"CORK AIRPORT",2021,365,80,46,13,7.526,1211.7,43,82.7,212.1,43,14,12,365,365,18,0,2,0,-2.7,17.4,1.4,25.7,5.949,5.753,16.712,4.384,18.082,11,0,349
"CORK AIRPORT",2022,365,77,35,7,7.157,1123.6,54.8,99.7,198.1,93.2,17,12,365,365,17,0,6,0,-5.4,17.5,0.6,28.3,6.458,3.836,18.904,3.562,23.836,17,11,334
"CORK AIRPORT",2023,365,90,48,13,8.469,1490.5,65,147.4,422,210.8,18,30,365,365,5,0,0,0,-2.5,18,3.2,24.4,5.819,1.918,21.37,2.74,21.644,17,0,331
"DUBLIN AIRPORT",1941,365,47,16,2,5.28,702.3,36.9,61.1,76.9,36.9,21,7,61,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUBLIN AIRPORT",1942,365,46,15,4,5.479,690.4,26,56.7,135.9,0,20,12,365,365,48,0,0,1,-6.1,15,-0.1,24.1,7.253,17.808,5.753,12.603,9.589,0,8,289
"DUBLIN AIRPORT",1943,365,45,15,1,5.271,627.2,22.1,49.2,77.3,0,18,8,365,365,23,0,0,0,-2.8,14.4,3.8,24.5,7.214,14.521,7.945,4.932,9.589,0,0,337
"DUBLIN AIRPORT",1944,366,43,18,4,5.714,685.7,36.8,88.7,182.2,36.8,15,8,366,366,36,0,0,0,-3.1,16.4,2.1,24.2,7.374,14.754,6.831,10.383,13.934,15,0,330
"DUBLIN AIRPORT",1945,365,35,10,1,5.096,555.5,45.6,65.4,97.5,45.6,18,10,365,365,33,0,0,3,-7.7,16.7,-1.3,23.2,7.115,11.507,9.315,7.671,18.63,20,19,317
"DUBLIN AIRPORT",1946,365,52,26,4,6.277,891.3,57.5,72.7,244.3,57.5,14,10,365,365,30,0,0,0,-6.8,13.9,0.7,23.1,6.681,12.329,4.932,13.973,7.945,0,6,345
"DUBLIN AIRPORT",1947,365,62,27,7,6.564,886.2,31.8,80.5,285.4,92.2,35,7,365,365,58,0,0,2,-10.9,15,-1.4,25,6.426,13.151,6.027,20.822,11.507,0,12,328
"DUBLIN AIRPORT",1948,366,57,22,7,5.717,800.4,29.3,63.2,196.1,86.6,24,8,366,366,22,0,1,0,-2.8,15.4,1.4,25.9,7.035,12.568,10.109,10.383,15.847,8,0,326
"DUBLIN AIRPORT",1949,365,37,11,3,5.08,558.8,35.2,62.1,128.3,67,19,7,365,365,19,0,2,0,-3.9,16.7,3.3,26.2,7.005,10.411,15.89,5.205,18.63,18,0,347
"DUBLIN AIRPORT",1950,365,53,12,4,5.095,759.2,29.3,57.4,159.8,58.5,17,8,365,365,36,0,1,0,-5.1,16.7,0,25.9,6.731,13.699,9.589,12.329,9.315,0,7,344
"DUBLIN AIRPORT",1951,365,49,15,4,5.35,711.6,32.6,72.9,150.3,32.6,19,7,365,365,47,0,0,0,-5.2,15.6,1.4,22.8,6.727,16.164,4.932,11.781,5.753,0,0,339
"DUBLIN AIRPORT",1952,366,45,16,3,5.336,651,28.6,57.7,159.5,28.6,19,7,366,366,48,0,0,0,-5.1,16.8,1,23.7,6.764,15.574,6.284,14.208,8.743,12,0,355
"DUBLIN AIRPORT",1953,365,40,14,2,5.291,550.3,22.9,35.6,82,0,34,8,365,365,26,0,0,0,-3.2,16.1,1.9,23.4,6.752,10.959,11.781,5.479,11.233,7,0,350
"DUBLIN AIRPORT",1954,365,45,20,4,5.391,781.7,32,68.2,185.9,63.6,27,8,365,365,29,0,0,0,-3.8,15.9,0.1,24,6.558,13.973,7.123,14.795,7.671,0,0,326
"DUBLIN AIRPORT",1955,365,46,17,4,5.725,681.3,53.2,75.7,164.8,82.7,29,10,365,365,48,0,1,0,-5.4,16.6,0.1,25.9,6.721,18.082,11.233,13.151,15.616,0,26,335
"DUBLIN AIRPORT",1956,366,52,23,3,5.92,751.8,29.1,53,173.7,56.9,12,7,366,366,41,0,0,1,-8.2,15,-1.3,23.5,6.414,17.76,9.836,16.94,8.47,0,13,302
"DUBLIN AIRPORT",1957,365,55,19,5,5.846,800.9,37.5,79.5,206.5,37.5,17,7,365,365,17,0,0,0,-3.8,16.2,2.8,23.3,6.368,7.671,11.507,8.767,10.137,0,0,358
"DUBLIN AIRPORT",1958,365,63,30,7,6.911,995.2,44.5,63,320,77,16,8,365,365,25,0,1,1,-7,14.4,-1.7,25.1,6.036,9.589,7.397,13.151,4.384,0,13,334
"DUBLIN AIRPORT",1959,365,47,15,3,5.903,637.5,31.3,48.2,158.3,61.3,28,8,365,365,26,0,0,1,-4.6,18.2,-0.8,25,6.701,7.945,13.425,4.384,15.342,6,7,316
"DUBLIN AIRPORT",1960,366,70,33,7,6.851,1000.3,33.9,69.5,307.9,33.9,15,6,366,366,30,0,0,0,-4.9,16.1,2.5,24.9,6.35,11.749,9.836,6.557,8.197,0,0,331
"DUBLIN AIRPORT",1961,365,48,15,3,5.674,641.2,32.4,46.2,103.1,60.3,29,5,365,365,25,0,0,0,-10.1,15.7,0.6,22.1,6.615,11.195,11.715,8.625,15.201,6,0,314
"DUBLIN AIRPORT",1962,365,40,13,3,5.191,617.7,26.1,72.7,139.8,0,22,6,365,365,32,0,0,1,-9.4,14.1,-0.4,21.4,6.34,14.303,3.713,20.35,3.212,0,0,332
"DUBLIN AIRPORT",1963,365,40,11,2,4.983,607.9,44.8,61.7,89,44.8,17,5,365,365,39,0,0,1,-6.7,14.7,-1.7,22.9,6.026,15.418,5.054,18.744,3.373,0,8,289
"DUBLIN AIRPORT",1964,366,46,18,3,5.616,651.4,24.3,45.2,159.5,0,16,8,366,366,19,0,0,0,-3.4,15.4,2.2,22.8,6.024,9.996,11.749,8.724,8.395,0,6,357
"DUBLIN AIRPORT",1965,365,55,19,4,5.715,817.3,46,92.4,175.2,111.4,15,6,365,365,38,0,0,0,-6.7,15.3,1.8,21.3,6.154,13.718,5.65,17.194,4.544,0,0,353
"DUBLIN AIRPORT",1966,365,60,28,7,6.658,978.7,48.4,67.6,316.2,48.4,15,6,365,365,15,0,0,0,-2.1,15.6,1.5,23.5,6.133,10.194,8.077,12.612,9.731,0,0,356
"DUBLIN AIRPORT",1967,365,46,20,6,5.489,746.5,29,47,182.9,29,13,12,365,365,21,0,0,0,-4.5,15,1.5,22.7,6.303,10.931,7.548,11.261,4.601,0,0,325
"DUBLIN AIRPORT",1968,366,48,20,5,6.408,756.1,47.7,79.7,237.1,116.9,30,9,366,366,35,0,0,0,-3.9,15.6,2,23.9,6.177,10.109,7.547,8.988,9.685,0,0,346
"DUBLIN AIRPORT",1969,365,54,19,4,5.934,670.5,26.3,37.9,108,0,17,7,365,365,42,0,1,1,-6.2,17.4,-0.3,25.2,6.157,11.063,11.639,13.425,9.428,0,0,339
"DUBLIN AIRPORT",1970,365,46,17,2,5.061,683.2,31.3,43,111.1,31.3,16,9,365,365,35,0,0,1,-6.5,15.3,-1.1,24.1,6.347,13.462,11.393,7.114,11.715,0,0,340
"DUBLIN AIRPORT",1971,365,38,20,3,5.975,555.7,36.8,54.3,112,36.8,21,6,365,365,15,0,0,0,-3.7,15.2,2.5,23.8,6.079,5.593,12.234,7.246,11.242,0,0,354
"DUBLIN AIRPORT",1972,366,39,17,2,5.432,635.5,31.6,49.1,92.3,31.6,30,6,366,366,16,0,0,0,-8.8,14.3,0,22.8,6.148,10.09,5.201,12.663,4.739,0,0,311
"DUBLIN AIRPORT",1973,365,47,19,2,5.589,653.9,29.2,44.1,89.9,29.2,21,6,365,365,23,0,0,0,-4.4,16.6,2.1,24.2,6.238,10.543,12.537,8.446,8.682,0,0,359
"DUBLIN AIRPORT",1974,365,43,18,3,5.282,660.2,37.8,45.9,124.1,66.3,18,7,365,365,9,0,0,0,-2.4,14.3,4.3,22.3,6.273,10.08,6.764,12.508,6.887,0,6,359
"DUBLIN AIRPORT",1975,365,32,9,5,5.346,545.3,40,74.4,164,101.5,22,5,365,365,12,0,2,0,-2.8,16.4,3.6,26.4,6.223,8.739,12.385,8.002,12.981,0,0,345
"DUBLIN AIRPORT",1976,366,43,22,4,6.083,699.6,30.2,99.3,220.9,30.2,22,6,366,366,22,0,2,0,-2.9,16.9,0.8,25.1,6.029,8.847,16.233,10.533,13.322,14,0,356
"DUBLIN AIRPORT",1977,365,41,14,1,5.008,651,30.8,40.6,65.9,30.8,21,6,365,365,28,0,0,0,-6.9,17.6,0.9,23.8,5.822,9.06,7.076,13.51,6.207,0,0,308
"DUBLIN AIRPORT",1978,365,49,21,4,5.994,755.2,39.8,71.1,196,39.8,14,11,365,365,30,0,0,1,-4.8,15.6,-0.9,23.2,6.118,9.891,11.856,10.808,14.237,7,6,297
"DUBLIN AIRPORT",1979,365,54,19,8,5.635,805.8,31.1,56.1,198.3,31.1,17,7,365,365,44,0,0,1,-8.1,16.9,-3.8,24.4,6.416,14.88,8.597,14.313,10.581,6,0,252
"DUBLIN AIRPORT",1980,366,55,21,6,5.556,794.5,35.2,61.6,155.3,64.4,34,12,366,366,25,0,0,0,-3.6,15.6,2.6,22.2,6.205,10.401,12.399,10.778,11.824,7,0,323
"DUBLIN AIRPORT",1981,365,53,25,6,6.097,810.9,31.7,75.4,183.4,61.4,20,10,365,365,19,0,0,0,-6.4,16.4,0.1,24.7,6.169,11.979,10.874,11.507,11.516,0,12,338
"DUBLIN AIRPORT",1982,365,45,16,3,5.386,721.7,36,80.2,169.5,36,25,6,365,365,25,0,0,1,-7.2,15.6,-1.3,23.7,6.714,9.202,11.62,6.084,11.214,0,8,300
"DUBLIN AIRPORT",1983,365,46,19,1,5.063,678.5,33.1,46,72.5,33.1,13,8,365,365,16,0,5,0,-2.1,19,2.8,27.6,6.221,5.083,16.108,5.961,15.796,6,0,338
"DUBLIN AIRPORT",1984,366,45,17,5,5.822,727.7,43.7,53.4,149.6,43.7,25,7,366,366,18,0,1,0,-3.7,16.9,2.4,26,6.823,7.339,10.232,7.971,14.858,0,6,255
"DUBLIN AIRPORT",1985,365,48,16,7,5.62,741.8,29.2,58.9,192.2,29.2,22,9,365,365,44,0,0,0,-5.1,15.5,0.5,23.9,6.466,15.588,9.835,13.17,10.836,14,0,330
"DUBLIN AIRPORT",1986,365,48,17,5,5.686,790.4,72.2,81.2,236.6,137.3,31,7,365,365,43,0,1,0,-5.4,17.8,1.3,25.2,6.636,18.101,6.736,16.693,9.542,0,0,343
"DUBLIN AIRPORT",1987,365,48,17,6,5.655,706.9,39.1,55.4,187.2,69.5,19,7,365,365,31,0,1,2,-5.2,16.7,-2.3,26.6,6.451,14.681,10.354,9.315,10.751,0,0,327
"DUBLIN AIRPORT",1988,366,47,17,1,5.472,656.6,22.4,49.2,94.4,0,18,7,366,366,14,0,0,0,-2.7,15,3.2,23.5,6.33,5.747,9.911,4.748,10.232,0,0,317
"DUBLIN AIRPORT",1989,365,34,11,1,4.724,524.4,27.7,34.9,46.1,0,16,8,365,365,10,0,4,0,-2.1,18.2,3.6,27.5,6.725,6.462,17.884,4.223,23.118,14,0,359
"DUBLIN AIRPORT",1990,365,47,17,3,5.542,692.7,25.7,66.1,141.5,0,18,6,365,365,10,0,2,0,-2.9,18.2,3,28.7,6.683,5.423,18.583,2.4,21.672,0,0,345
"DUBLIN AIRPORT",1991,365,44,17,4,5.598,643.8,25,44.6,130.2,0,23,10,365,365,16,0,0,0,-5.3,16.6,1.9,24.3,6.134,6.027,13.425,8.767,10.411,9,0,343
"DUBLIN AIRPORT",1992,366,34,13,3,4.939,587.7,23.8,45,104.4,0,24,10,366,366,16,0,0,0,-4.1,16.6,2.9,23.8,6.287,8.743,18.033,7.104,12.842,7,0,353
"DUBLIN AIRPORT",1993,365,47,19,6,5.911,839.4,73.9,122,264.3,138.9,20,10,365,365,10,0,0,0,-1.5,15.5,2.1,22.9,5.902,8.219,12.329,8.767,8.493,0,0,353
"DUBLIN AIRPORT",1994,365,56,14,1,4.824,747.7,22.8,38.8,22.8,0,15,8,365,365,11,0,0,0,-2.1,14.6,1.4,22.1,6.49,9.315,7.945,10.137,7.945,0,0,351
"DUBLIN AIRPORT",1995,365,48,18,5,5.725,681.3,38.8,84.9,139.9,69,29,10,365,365,33,0,7,0,-7.9,17.4,1.2,27.1,7.663,15.89,15.342,6.849,24.932,17,0,354
"DUBLIN AIRPORT",1996,366,51,21,6,5.616,752.6,34.7,63.1,160.5,34.7,27,6,366,366,50,0,0,0,-5.4,15.7,2.3,24.3,7.043,22.678,5.738,9.563,6.011,0,13,355
"DUBLIN AIRPORT",1997,365,43,14,4,5.423,694.1,39.6,60.9,202.4,39.6,27,10,365,365,31,0,0,0,-4.2,16.4,2.4,24.1,7.17,12.329,13.425,7.397,17.26,21,0,350
"DUBLIN AIRPORT",1998,365,52,20,3,5.004,790.6,26.2,43.8,120.2,0,16,9,365,365,29,0,0,0,-4.8,15.3,3.5,24.1,6.978,12.329,13.151,4.932,16.712,10,8,353
"DUBLIN AIRPORT",1999,365,46,16,1,5.498,676.3,48.4,71.1,102.2,48.4,16,5,365,365,30,0,1,0,-5.1,17.3,2.6,25.6,6.94,10.959,15.616,5.479,14.247,13,6,332
"DUBLIN AIRPORT",2000,366,51,15,4,5.323,803.7,62.8,93,167.6,105.2,14,7,366,366,31,0,1,2,-7.4,16.2,-2,25.7,7.244,17.486,7.65,5.191,10.383,0,8,358
"DUBLIN AIRPORT",2001,365,35,15,2,4.843,586,33.3,49.2,71.4,33.3,16,5,365,365,50,0,1,1,-7.9,18.1,-0.1,26.9,7.424,18.63,7.671,6.575,13.973,9,7,287
"DUBLIN AIRPORT",2002,365,69,30,8,6.706,1073,53.2,87.6,319.9,181.1,20,8,365,365,18,0,0,0,-6.6,16,5.3,23.7,6.892,11.781,11.781,3.562,12.877,0,0,349
"DUBLIN AIRPORT",2003,365,38,15,4,5.699,609.8,31.3,66.4,166.1,62.5,20,7,365,365,35,0,2,0,-5.2,16.2,2.6,25.7,7.509,13.973,11.781,3.562,15.89,6,8,347
"DUBLIN AIRPORT",2004,366,39,19,6,5.241,660.4,23,82.1,201.5,0,21,6,366,366,29,0,0,0,-6.4,16.4,2.8,24.3,7.364,14.754,10.383,3.005,13.388,6,7,358
"DUBLIN AIRPORT",2005,365,35,15,5,5.303,647,37.8,65.4,174,66.3,18,9,365,365,32,0,0,0,-3.4,16.2,3.8,24.8,6.905,11.507,12.603,2.74,17.808,0,0,357
"DUBLIN AIRPORT",2006,365,49,20,3,5.582,703.3,26.9,41.2,128.2,0,23,7,365,365,32,0,5,0,-5.8,17.6,2.8,26.5,7.412,11.233,13.973,3.014,20.822,22,6,343
"DUBLIN AIRPORT",2007,365,52,21,3,5.236,733,23.8,48.2,84.6,0,23,10,365,365,23,0,0,0,-4.8,14.8,3.5,22.8,7.342,13.151,14.521,3.836,17.534,9,7,347
"DUBLIN AIRPORT",2008,366,53,25,5,6.407,903.4,68.3,110.7,307.2,144.7,17,10,366,366,33,0,0,0,-6.7,15.3,0.2,22.3,7.102,15.574,8.743,7.923,10.656,6,12,344
"DUBLIN AIRPORT",2009,365,57,24,8,6.239,879.7,39.2,56.2,232.1,123.5,24,10,365,365,45,0,0,0,-6.6,15.9,1.2,24.5,7.084,16.164,8.219,6.575,11.233,0,14,302
"DUBLIN AIRPORT",2010,365,52,15,0,5.392,636.3,19.5,45.4,56.7,0,21,8,365,365,98,0,0,7,-12.2,15.6,-4.7,24,7.936,33.699,7.671,13.699,11.233,6,40,275
"DUBLIN AIRPORT",2011,365,36,10,3,5.048,631,71.3,96.9,173.7,113.4,21,8,365,365,38,0,0,0,-6.8,15.8,2.5,24.1,7.378,16.986,15.068,6.301,19.726,21,0,336
"DUBLIN AIRPORT",2012,366,51,20,5,5.515,810.7,38.7,62.3,177.1,69,15,8,366,366,31,0,0,0,-6.1,17.2,3.8,23.7,6.785,17.486,13.115,10.929,12.568,13,0,325
"DUBLIN AIRPORT",2013,365,55,21,1,5.772,733,21.9,51.4,128,0,20,7,365,365,41,0,4,0,-5.6,16.5,1.7,26.2,7.156,16.986,9.589,9.863,14.795,0,13,322
"DUBLIN AIRPORT",2014,365,52,21,6,6.292,887.2,50.5,109.8,321.1,122.6,20,8,365,365,19,0,0,0,-3.9,16.1,3.7,24.1,7.434,14.795,10.411,1.918,13.151,0,0,338
"DUBLIN AIRPORT",2015,365,62,22,5,6.018,848.5,30.8,56.7,199.8,59,20,10,365,365,34,0,0,0,-7.9,15.3,3.4,24.7,7.678,19.452,8.219,6.575,15.342,0,0,296
"DUBLIN AIRPORT",2016,366,41,19,4,5.093,682.4,37,44.7,125.7,37,18,7,366,366,39,0,3,0,-5.5,19.1,3.1,26.3,7.149,14.208,13.934,3.552,12.022,6,0,340
"DUBLIN AIRPORT",2017,365,38,17,2,5.269,627,38.9,55.4,113.5,75.2,17,6,365,365,29,0,2,0,-4.8,15,2.8,26.3,7.045,10.685,15.616,4.384,14.521,0,0,337
"DUBLIN AIRPORT",2018,365,41,21,4,5.341,667.6,22.3,45.3,106.5,0,29,6,365,365,38,0,8,2,-5.1,17.1,-0.5,26.7,7.749,19.726,11.781,7.671,19.178,12,13,339
"DUBLIN AIRPORT",2019,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,32,0,0,0,-5.8,17.2,3.7,24.9,7.278,16.164,11.507,5.205,16.438,6,0,307
"DUBLIN AIRPORT",2020,366,46,20,1,5.168,713.2,24.7,43.5,97.3,0,15,9,366,366,31,0,0,0,-4.4,16.4,1,25,7.327,14.481,9.016,6.011,17.76,17,0,317
"DUBLIN AIRPORT",2021,365,43,17,1,5.558,628.1,26.1,52.9,137.8,0,25,7,365,365,41,0,3,0,-5.9,15.8,1.5,26.8,7.353,16.438,12.877,4.384,20,10,14,315
"DUBLIN AIRPORT",2022,365,44,16,2,5.129,656.5,40.8,69.1,99.9,40.8,18,10,365,365,32,0,8,1,-4.4,18.2,-0.3,29.1,7.681,12.329,15.89,3.288,20.822,15,0,314
"DUBLIN AIRPORT",2023,365,68,25,7,6.391,965.1,52.4,74.1,261.1,116.4,30,11,365,365,26,0,3,0,-4.8,17.6,2,26.1,6.964,10.137,22.74,3.836,23.562,26,0,330
"DUNSANY",1941,361,52,21,3,6.032,784.1,44.5,54.4,212.6,44.5,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1942,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1943,365,57,16,2,5.439,750.6,21.6,49.8,126.5,0,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1944,366,59,27,8,6.576,861.4,29.5,80.3,324.4,29.5,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1945,365,53,20,4,5.515,728,31.8,50.4,131.9,31.8,23,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1946,365,67,28,7,6.145,946.4,41.4,71.9,258.6,41.4,24,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1947,362,63,31,10,7.096,993.4,34.5,88.6,379,169.9,35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1948,365,68,27,4,6.328,942.8,31.5,77.5,254.6,88.6,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1949,363,35,12,2,5.037,564.1,34.8,53.3,97,64,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1950,363,56,16,2,5.068,785.5,29,40.9,110.3,29,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1951,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1952,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1953,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1954,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1955,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1956,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1957,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1958,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1959,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1960,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1961,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1963,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1964,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1965,351,65,22,3,5.697,888.7,42.8,61.4,144.7,70.5,14,12,92,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1966,363,64,22,3,5.655,921.8,41,64.6,232.5,67.2,13,10,330,361,36,0,NA,NA,-4.7,14.3,NA,NA,NA,7.705,10.762,NA,NA,NA,0,NA
"DUNSANY",1967,365,48,16,5,5.077,781.8,28.1,55.7,188,82.3,13,9,365,364,39,0,0,0,-7.2,14.4,0.1,22.1,7.343,8.15,9.31,10.198,5.256,0,0,325
"DUNSANY",1968,366,58,24,8,6.461,859.3,37,57.5,264,124.6,27,8,274,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1969,356,50,19,3,5.499,720.4,28.6,41.9,184.9,28.6,13,8,364,364,72,0,1,1,-10.2,16.2,-0.8,25.9,7.304,10.073,11.121,13.991,9.33,0,0,338
"DUNSANY",1970,358,52,16,3,5.161,774.2,32.5,48.2,110,32.5,15,11,365,334,NA,NA,1,0,NA,NA,0,26.7,NA,NA,NA,10.685,11.832,0,NA,NA
"DUNSANY",1971,365,38,12,2,4.978,597.3,26.5,42.4,129.9,26.5,21,8,365,324,NA,NA,0,0,NA,NA,0.7,24,NA,NA,NA,7.255,13.404,7,NA,NA
"DUNSANY",1972,364,61,19,3,5.433,793.2,42.1,48.1,140.3,69.6,20,10,275,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1973,365,45,20,3,5.262,741.9,29.5,45.5,215.6,57.7,17,8,287,365,47,0,NA,NA,-8.3,15.4,NA,NA,NA,14.926,10.208,NA,NA,NA,12,NA
"DUNSANY",1974,361,54,19,0,5.075,766.4,19.2,50.1,151.3,0,22,10,356,365,34,0,0,0,-4,13.6,4.5,22.5,7.505,9.964,7.336,12.568,7.709,0,0,318
"DUNSANY",1975,365,42,16,6,5.875,716.7,40.1,79.8,258.4,132.7,22,10,365,365,44,0,3,0,-4.9,15.7,3.5,29.6,7.938,12.136,13.384,7.164,13.628,6,0,341
"DUNSANY",1976,362,52,15,4,5.567,718.2,24.9,70,161,0,17,7,366,366,45,0,8,0,-4.6,16,0.3,27.2,7.648,9.664,13.489,10.393,12.629,17,0,356
"DUNSANY",1977,363,48,19,2,5.021,768.2,41,56,127.6,41,22,17,365,365,45,0,0,0,-9,15,0,25,7.418,12.207,7.204,11.892,7.996,0,0,292
"DUNSANY",1978,365,54,17,2,5.457,774.9,31.8,81.9,109.4,31.8,19,11,365,335,NA,NA,0,0,NA,NA,0.2,24.2,NA,NA,NA,12.095,12.826,6,NA,NA
"DUNSANY",1979,357,55,20,3,5.165,841.9,26.6,41.8,123.6,26.6,17,13,365,365,87,0,0,3,-16,16.2,-6.9,24,7.628,16.58,5.51,18.326,7.002,0,0,246
"DUNSANY",1980,366,68,21,7,5.573,919.6,35,59.5,171.7,64.6,26,9,262,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1981,357,63,26,3,5.718,829.1,22.6,58.4,116.2,0,13,11,340,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1982,357,65,18,3,5.491,878.5,22.5,65.3,185,0,24,9,365,365,56,0,0,4,-14,16,-1,24,7.79,8.747,12.106,7.894,11.02,0,0,322
"DUNSANY",1983,365,61,19,2,5.505,787.2,44.7,49.8,81.7,44.7,15,12,365,365,48,0,6,0,-5,18,1.7,30.3,7.35,6.626,14.389,7.925,15.028,6,0,337
"DUNSANY",1984,363,53,20,3,5.813,779,30.6,56,192.8,60.2,25,11,366,366,69,0,1,0,-8.9,16,0.7,25.3,8.447,14.106,10.16,9.765,15.331,0,0,285
"DUNSANY",1985,365,54,15,4,5.197,826.3,37.6,58.6,208.2,37.6,21,10,365,334,NA,NA,0,2,NA,NA,-1,24.8,NA,NA,NA,16.986,10.208,7,NA,NA
"DUNSANY",1986,359,55,21,4,5.528,862.4,59.4,67.3,166.8,59.4,35,9,365,365,66,0,0,0,-7.7,17.1,0.4,23.5,7.111,13.729,8.615,20.538,7.255,0,0,282
"DUNSANY",1987,362,46,19,3,4.949,717.6,30.2,43,135.4,58.5,19,8,365,365,56,0,0,2,-8.5,16.5,-3.7,24.5,7.368,12.532,11.05,10.705,10.218,0,6,248
