"station_id","year","n_rain","R5mm","R10mm","R20mm","SDII","PRCPTOT","CDD","CWD","Rx1day","Rx5day","R95pTOT","R99pTOT","n_maxdy","n_mindy","FD","TR","SU","ID","TNn","TNx","TXn","TXx","DTR","TN10p","TN90p","TX10p","TX90p","WSDI","CSDI","GSL"
"MARKREE",1964,366,75,25,5,5.906,1057.2,37.5,86.4,244.5,72.6,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1965,365,92,33,8,6.521,1297.7,49.6,63.8,395.8,114.3,16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1966,365,85,33,1,5.54,1146.8,29.3,63.1,111.1,29.3,13,12,274,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1967,365,96,26,2,5.718,1218,38.8,65.5,182.3,65.3,12,37,303,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1968,366,83,31,8,6.693,1224.8,58.4,113.3,362.8,247.1,11,17,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1969,365,78,18,3,5.326,1006.7,29.4,55.4,147.7,56.7,9,28,273,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1970,365,71,23,6,5.183,1114.3,53,73.2,193.5,109,18,22,365,365,61,0,2,0,-8.5,14.9,2.3,26,7.592,7.215,11.781,14.064,7.546,0,0,325
"MARKREE",1971,365,61,16,3,5.024,879.2,30.9,71.3,112.3,59.9,16,8,365,365,56,0,1,0,-6,15.1,3.1,25.5,8.358,10.4,14.304,7.432,15.32,0,0,354
"MARKREE",1972,366,79,26,7,5.794,1083.4,28.4,64.9,213.7,28.4,15,17,366,366,47,0,3,0,-8,14.2,0.4,26.3,8.19,10.496,6.398,14.401,8.026,0,0,252
"MARKREE",1973,365,85,29,6,5.476,1177.4,31.3,81,243.1,88.7,17,13,365,365,53,0,3,0,-7,15.7,1.6,27.2,7.876,8.288,14.623,9.167,9.418,6,0,337
"MARKREE",1974,365,93,32,1,5.456,1243.9,25,54.6,189.7,0,16,22,365,365,49,0,0,0,-6.5,14.7,4,25,8.335,10.377,6.187,11.176,9.852,7,0,303
"MARKREE",1975,365,66,25,3,5.064,957.1,25,65.7,135.9,0,19,19,365,365,46,0,6,0,-6,16.9,5,27.5,8.741,9.201,12.751,5.559,14.635,0,0,342
"MARKREE",1976,362,68,23,2,5.182,1000.2,31.2,57.3,145.5,60.5,19,18,366,366,57,0,11,0,-5,15.8,1.2,29.5,8.405,7.98,13.912,11.27,15.312,22,0,355
"MARKREE",1977,363,80,22,4,4.972,1143.5,25,58.8,162,0,12,29,365,365,41,0,3,0,-9,14.2,1.2,26.3,8.282,12.123,8.858,7.226,9.315,0,0,290
"MARKREE",1978,365,86,25,3,5.363,1158.4,31,65.1,161.5,31,9,17,181,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1979,365,90,29,2,5.352,1295.3,40,70.2,168.3,40,9,17,182,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1980,366,86,36,4,5.63,1328.7,57.5,60.1,251.8,85.7,16,19,366,366,55,0,0,0,-7,14.3,2.1,22.3,7.863,7.434,12.477,10.735,8.163,0,0,323
"MARKREE",1981,365,100,40,4,6.262,1402.6,42.3,69.2,329.9,96.3,13,17,365,365,52,0,0,0,-9.5,15.2,0,24.2,8.01,10.057,7.797,12.854,13.413,0,0,323
"MARKREE",1982,365,98,33,2,5.724,1316.5,23,62.4,185.6,0,9,20,365,365,53,0,1,0,-13.5,14.8,0.2,25.2,8.519,8.162,12.614,7.523,10.08,0,0,327
"MARKREE",1983,365,93,28,2,6.287,1219.6,27,64.2,199.6,27,21,17,365,365,45,0,9,0,-8,16.3,3.3,30,8.082,6.872,21.187,3.79,17.774,9,0,338
"MARKREE",1984,366,93,33,6,6.355,1277.3,28.4,71,270.3,54.4,12,13,366,366,73,0,4,0,-9,15.8,1.7,26.3,9.01,14.094,9.722,6.888,10.485,11,0,254
"MARKREE",1985,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1986,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,305,NA,NA,0,0,NA,NA,1.1,24.4,NA,NA,NA,23.938,5.822,0,NA,NA
"MARKREE",1987,365,73,28,3,6.277,1004.3,45.3,67.9,218.6,80.7,12,12,362,322,NA,NA,0,2,NA,NA,-3,23.3,NA,NA,NA,11.027,7.93,6,NA,NA
"MARKREE",1988,353,94,33,7,6.505,1216.4,37.1,93.4,259.8,63.8,13,14,366,329,NA,NA,0,0,NA,NA,3.6,24.3,NA,NA,NA,9.495,9.062,0,NA,NA
"MARKREE",1989,365,82,29,6,5.934,1157.1,49.6,108.2,259.5,101.4,23,34,307,365,70,0,NA,NA,-7.1,17,NA,NA,NA,10.959,12.591,NA,NA,NA,0,NA
"MARKREE",1990,365,106,46,4,6.695,1365.8,35.6,75.9,319.1,35.6,12,19,357,357,30,0,4,0,-5.7,15.4,3.1,26.2,8.08,7.633,14.764,7.82,14.613,0,0,311
"MARKREE",1991,365,87,41,5,6.66,1145.5,25.8,67.9,303.1,25.8,21,20,332,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1992,366,101,38,5,6.397,1304.9,35.3,75.5,277.1,35.3,15,20,365,365,47,0,0,0,-6,15.2,1.3,24.5,7.756,13.151,14.521,11.233,6.575,0,6,320
"MARKREE",1993,365,75,36,5,6.052,1113.5,24.4,64,227.9,0,17,19,365,365,56,0,0,0,-6.1,14.3,2.5,22.7,7.867,12.603,14.247,10.959,6.027,0,6,320
"MARKREE",1994,354,98,27,1,5.719,1218.2,23.7,52.8,214.4,0,13,15,365,365,36,0,0,0,-6.4,15,0.9,23.5,7.478,2.74,9.589,8.767,8.219,6,0,299
"MARKREE",1995,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,56,0,19,3,-9.6,16.8,-3.2,29.6,8.493,6.849,16.438,7.671,22.192,34,6,334
"MARKREE",1996,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1997,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1998,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",1999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",2000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",2001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",2002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",2003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",2004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKREE",2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,364,40,0,4,0,-8.21,16.62,1.987,29.57,7.386,6.044,20.33,5.769,12.363,0,0,334
"MARKREE",2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,47,0,2,0,-8.17,14.56,2.909,25.44,7.575,7.123,23.288,5.479,14.247,7,6,350
"MARKREE",2008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,47,0,0,0,-6.514,16.32,2.176,23.95,7.466,6.831,19.945,6.831,11.202,13,0,317
"MARKREE",2009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,53,0,1,1,-10.24,16.95,-1.409,25.76,7.187,6.849,17.808,7.671,10.685,13,0,321
"MARKREE",2010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,114,0,0,8,-17.34,15.19,-5.512,24.76,8.545,20.822,13.151,14.795,7.671,0,15,331
"MARKREE",2011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,48,0,0,1,-8.45,16.18,-0.13,22.55,7.232,7.945,20.822,12.055,16.164,9,6,312
"MARKREE",2012,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,48,0,2,0,-4.607,15.4,1.025,26.64,7.062,8.197,22.404,13.115,9.836,7,0,341
"MARKREE",2013,365,79,29,4,6.182,1088,31.9,58.2,275.5,31.9,19,18,365,365,58,0,5,0,-7.59,15.68,2.209,28.59,7.083,6.301,16.986,15.068,12.055,0,0,357
"MARKREE",2014,365,86,40,5,6.136,1233.3,29.1,63.8,336.2,29.1,25,28,365,365,35,0,1,0,-6.229,16.6,2.027,27.3,7.409,5.205,20.274,4.11,9.589,0,0,310
"MARKREE",2015,365,107,43,7,7.228,1510.7,48.8,118.3,438,162.6,9,18,365,364,51,0,0,0,-4.53,15.25,1.373,22.45,7.508,7.967,12.637,16.438,11.233,0,0,285
"MARKREE",2016,366,89,33,2,6.189,1157.4,41.6,78.9,185,41.6,17,21,366,366,56,0,1,0,-7.277,16.93,3.066,27.99,7.254,6.011,19.945,9.016,11.202,0,6,314
"MARKREE",2017,365,83,31,2,5.603,1154.3,25.6,58.4,203.2,25.6,16,16,359,359,40,0,1,0,-5.504,16.15,3.576,25.12,7.004,5.571,24.791,4.735,14.485,15,0,338
"MARKREE",2018,365,83,33,5,6.073,1087.1,23.5,63.4,241.2,0,24,13,365,365,55,0,7,0,-6.944,15.95,0.338,29.91,7.554,10.685,21.918,9.589,14.247,7,0,339
"MARKREE",2019,365,90,37,10,6.44,1320.1,32.6,73.5,380,177.2,10,18,365,365,46,0,1,0,-4.991,18.39,2.964,25.19,7.074,6.301,23.836,7.123,14.247,14,0,357
"MARKREE",2020,366,100,42,9,6.881,1376.3,52.4,80.3,343,131.5,22,25,366,366,38,0,5,0,-5.322,15.69,1.362,25.61,7.276,4.645,16.12,6.831,12.842,6,0,359
"MARKREE",2021,365,89,42,4,6.841,1293,42.3,105.9,337.6,98.8,14,13,365,365,42,0,6,0,-6.369,16.58,1.807,29.53,7.116,4.384,26.027,7.397,15.616,6,0,316
"MARKREE",2022,365,89,34,2,6.345,1186.6,22.5,52.8,236.4,0,14,16,365,365,41,0,3,1,-7.431,16.1,-1.184,28.26,7.463,4.932,27.123,4.384,15.616,16,9,321
"MARKREE",2023,365,94,40,6,6.418,1328.5,34.5,77.3,322.4,99.3,20,14,365,365,42,0,5,0,-5.015,16.95,1.617,26.87,7.154,4.658,29.863,3.836,20,20,0,328
"MOORE PARK",1961,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1962,360,57,25,7,6.171,851.6,33,68.7,181.2,33,23,9,365,365,57,0,0,0,-8.8,14.2,0.1,23.3,8.81,16.703,3.63,11.487,10.685,0,0,335
"MOORE PARK",1963,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1964,361,56,27,7,7.017,961.3,63.6,106.5,267.8,129.3,14,7,235,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1965,359,75,25,3,6.141,1025.5,45.6,100.8,132.6,112.6,19,14,213,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1966,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1967,351,60,18,7,5.937,801.5,38.3,75.3,177.8,38.3,21,9,183,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1968,366,66,28,8,7.119,1039.4,49,89.9,246.5,131.1,30,9,337,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1969,362,48,19,3,5.906,732.3,56.5,86.5,124.5,56.5,17,12,330,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1970,361,56,31,0,5.688,830.4,19.8,70.9,58.9,0,28,10,365,365,57,0,3,0,-6.9,16,0.8,25.8,7.498,9.892,16.184,10.959,11.683,0,0,336
"MOORE PARK",1971,358,51,17,4,6.207,782.1,71.1,94.3,160.7,71.1,19,9,365,365,33,0,1,0,-6.9,16.3,0.7,25.5,7.374,5.959,14.521,5.822,15.744,0,0,355
"MOORE PARK",1972,366,62,29,5,6.17,968.7,37.7,72.7,138.9,37.7,24,9,366,361,40,0,6,0,-5.2,17.1,1.9,26,7.681,9.082,7.173,10.958,7.309,6,0,354
"MOORE PARK",1973,365,61,32,8,7.047,909,27.5,87.4,211,0,25,11,365,365,49,0,3,0,-5.5,15.9,1.8,26.7,7.62,9.501,12.838,7.143,6.918,0,0,359
"MOORE PARK",1974,365,65,26,11,6.708,939.1,30.8,86.5,300.7,30.8,17,15,365,365,38,0,0,0,-5.8,14.9,5.3,22.4,7.902,11.438,6.36,11.497,7.661,0,0,358
"MOORE PARK",1975,363,43,21,7,6,732,42.1,78.7,206.5,74.7,20,8,365,365,41,0,3,0,-4.5,15.9,2.5,27.4,8.264,9.638,11.076,7.603,11.438,0,0,337
"MOORE PARK",1976,366,59,28,7,6.64,863.2,27.9,61.4,193.3,0,23,8,366,366,59,0,11,0,-5.5,16,1.2,29,8.395,11.739,10.802,9.446,14.374,18,0,359
"MOORE PARK",1977,365,69,29,7,6.424,1008.6,33.3,62.1,207.2,33.3,18,11,365,365,45,0,2,0,-5.7,15.6,1,26.9,7.716,10.988,9.609,9.08,8.757,6,0,295
"MOORE PARK",1978,361,60,29,10,7.21,1031.1,38.1,117,292.4,138.3,15,15,365,365,49,0,0,1,-8.8,16.1,-0.5,24,7.745,8.728,10.89,9.912,13.845,0,0,297
"MOORE PARK",1979,355,61,31,6,6.059,939.2,28.7,74,189,0,19,13,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1980,358,80,30,3,6.023,999.8,24.5,61.2,65.2,0,14,12,366,366,50,0,0,0,-7.5,14.5,2.6,23.6,7.701,12.354,7.719,13.144,6.811,0,0,319
"MOORE PARK",1981,365,70,34,6,6.777,1003,28.1,56,152.7,0,17,14,365,365,36,0,2,0,-6.4,16.9,0,25.7,7.486,9.276,10.871,12.211,10.9,6,6,330
"MOORE PARK",1982,365,78,36,7,7.144,1178.8,76.3,91.5,279.4,177.1,24,8,365,365,48,0,2,0,-10,16.5,0.1,25.1,7.811,8.62,10.832,7.28,7.994,0,0,332
"MOORE PARK",1983,365,63,26,8,6.38,1008,34.7,77.9,241.7,69.1,22,14,365,365,34,0,8,0,-6,17.9,3,30.3,7.414,6.145,19.706,8.777,15.362,0,0,351
"MOORE PARK",1984,366,70,35,7,7.03,942,29.9,57.4,160.4,0,21,8,365,365,55,0,7,0,-6.6,17,2.5,26.5,8.538,12.838,11.243,11.712,15.489,8,6,287
"MOORE PARK",1985,365,64,34,8,6.795,1005.7,37.6,74.1,222,102,25,10,365,365,66,0,0,1,-7.6,15.5,-1.2,23.1,7.405,14.384,13.004,19.452,10.597,0,0,330
"MOORE PARK",1986,365,67,32,7,6.797,1026.4,48.4,86.2,208.3,91.6,27,10,357,365,65,0,1,0,-7.8,17.2,1.4,26.1,7.796,15.832,5.068,18.117,8.353,0,0,352
"MOORE PARK",1987,365,59,28,3,5.864,885.4,24.4,60.7,106.6,0,19,7,365,365,54,0,0,2,-7.4,17.3,-1.9,24,7.656,12.652,10.519,12.143,7.661,0,0,342
"MOORE PARK",1988,366,73,29,12,6.928,1108.5,51.7,80.4,331.5,145.5,17,13,365,365,44,0,0,0,-7,14.5,2.2,24.6,7.422,6.947,12.505,10.098,8.601,0,0,254
"MOORE PARK",1989,362,60,23,5,5.85,859.9,24.4,64.5,134.3,0,20,10,365,365,54,0,16,0,-5.5,19,3.5,30.1,8.555,9.432,16.84,4.061,20.685,18,6,334
"MOORE PARK",1990,365,60,27,5,6.147,915.9,31,71.3,122.7,31,13,13,365,365,43,0,1,0,-4.1,17.5,3.3,25.7,8.505,7.378,11.546,5.01,20.978,6,0,346
"MOORE PARK",1991,365,62,21,4,6.239,848.5,42.3,71.1,148.5,77.1,25,21,334,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOORE PARK",1992,366,60,19,7,5.921,823,25.5,42.8,163.1,0,19,11,366,366,41,0,0,0,-7,15.9,3.8,23.5,7.773,10.929,13.115,10.109,10.109,0,0,357
"MOORE PARK",1993,365,70,34,11,7.692,1069.2,42.3,66.4,295.8,82.5,19,19,365,365,48,0,0,0,-4.6,16,2.5,23.5,7.646,10.685,9.863,10.685,10.411,0,6,341
"MOORE PARK",1994,365,75,31,6,6.564,1089.6,36,69.6,210,36,16,10,365,365,32,0,0,0,-4.5,15.2,0.1,22.2,7.497,4.384,10.959,6.849,8.767,0,0,351
"MOORE PARK",1995,365,65,31,11,7.278,1040.8,36.7,62.9,306.3,172.7,23,19,365,365,48,0,14,0,-7,18.5,2.5,28.5,8.418,6.575,17.26,7.397,25.479,26,0,354
"MOORE PARK",1996,366,74,36,13,8.421,1128.4,54.7,98.7,406.4,159.8,28,11,366,366,55,0,1,0,-5.2,16.8,2.5,25.9,7.751,10.383,9.836,10.656,5.464,0,0,356
"MOORE PARK",1997,365,65,31,10,7.348,1050.7,52.4,115.1,342.1,181.5,27,11,365,365,35,0,0,0,-4.9,17.6,0.2,24.4,7.525,4.11,19.452,6.849,16.712,7,0,350
"MOORE PARK",1998,365,80,40,5,6.987,1103.9,26.6,62.6,139.1,0,14,13,365,365,28,0,1,0,-4.2,15.1,3.5,25.8,7.257,3.288,16.712,4.932,15.068,14,0,353
"MOORE PARK",1999,365,68,30,5,6.323,942.1,46.8,85.2,166.3,46.8,15,17,365,365,29,0,3,0,-4.5,16.9,0,26.2,7.51,5.753,15.89,3.836,12.329,0,0,359
"MOORE PARK",2000,364,68,27,7,6.307,1021.8,63.9,84.1,202.5,63.9,13,9,366,366,40,0,0,1,-5.6,15.8,-0.6,23.9,7.832,6.011,10.656,6.011,10.929,0,0,331
"MOORE PARK",2001,364,50,23,4,5.862,826.6,36.8,53.9,200.3,100.5,13,8,365,365,52,0,2,0,-7.7,17.7,3.8,25.2,8.168,9.315,9.863,3.836,12.329,0,6,318
"MOORE PARK",2002,365,85,33,9,6.914,1168.5,33.6,68.3,221.6,66.6,18,13,365,365,24,0,0,0,-4,16.3,5.1,24.8,7.782,7.123,13.973,3.836,15.068,0,0,337
"MOORE PARK",2003,364,53,21,5,6.326,828.7,39.7,60.8,178.8,104,26,8,365,365,45,0,1,0,-6.2,17.5,4,27.7,8.002,9.041,16.438,2.466,14.795,0,0,347
"MOORE PARK",2004,366,67,33,8,7.404,999.6,50,83.3,286.8,124,21,8,366,366,40,0,0,0,-7.2,15.6,3.4,25,7.704,7.377,15.027,4.098,11.749,0,0,356
"MOORE PARK",2005,365,59,25,12,7.202,1001.1,54,84.9,360.4,126.6,16,9,365,365,29,0,4,0,-3.7,17.6,3.9,28.4,7.36,3.288,17.808,3.288,13.699,0,0,359
"MOORE PARK",2006,365,67,35,6,7.019,1066.9,38.3,92.6,198.3,108.4,18,12,365,365,42,0,6,0,-6.6,18,2.7,28.7,8.042,8.493,16.438,3.562,16.712,16,0,345
"MOORE PARK",2007,365,62,19,6,6.231,884.8,46,57.2,208,89.2,26,9,365,365,26,0,0,0,-3.9,15.5,3,24.2,7.82,3.562,15.342,2.74,21.644,19,0,358
"MOORE PARK",2008,366,69,24,10,6.236,985.3,41.4,70.4,256.7,80.1,17,9,366,366,34,0,0,0,-5.4,16.2,3.9,23.2,7.219,3.279,14.754,5.738,12.022,7,0,321
"MOORE PARK",2009,365,90,38,11,7.531,1295.3,36.6,80.1,352.3,72.3,27,23,365,365,41,0,1,0,-7,16.7,0,25.6,7.299,4.11,12.329,4.932,10.137,0,6,304
"MOORE PARK",2010,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,93,0,0,5,-12.32,16.53,-4.665,23.67,8.464,18.904,11.781,12.329,9.041,6,20,276
"MOORE PARK",2011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,365,56,0,0,0,-7.58,15.45,2.141,24.59,7.71,9.315,17.26,9.589,17.808,13,6,336
"MOORE PARK",2012,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,366,27,0,0,0,-4.613,16.05,3.505,24.42,6.752,7.377,19.126,9.016,9.836,6,0,323
"MOORE PARK",2013,365,64,26,4,6.438,927,32.7,61.4,173.3,64.6,21,9,365,365,54,0,11,0,-5.066,17.37,2.433,28.91,7.545,6.301,14.521,10.137,12.603,8,0,357
"MOORE PARK",2014,365,86,39,8,6.811,1191.9,28.4,69.4,223.3,0,20,8,365,365,35,0,3,0,-3.754,16.99,5.004,25.97,7.919,5.205,14.795,1.37,12.877,6,0,312
"MOORE PARK",2015,365,84,36,5,6.803,1176.9,47.6,90.8,182.2,119,13,14,365,365,36,0,0,0,-4.018,15.35,2.833,22,7.658,5.205,10.959,6.301,17.534,8,0,359
"MOORE PARK",2016,366,72,32,4,6.84,957.6,38.2,113.5,116,38.2,18,25,366,366,50,0,0,0,-5.895,17.48,3.472,24.94,7.626,6.011,12.568,4.372,14.208,6,0,306
"MOORE PARK",2017,365,67,30,4,5.993,970.8,28.9,68.9,154.5,0,12,14,365,365,28,0,3,0,-5.68,16.55,3.888,26.9,7.426,4.932,19.452,2.466,17.26,15,0,337
"MOORE PARK",2018,365,66,30,10,6.393,1042,34.6,64.3,270.1,34.6,27,13,365,365,47,0,16,1,-5.916,17.95,-0.132,30.06,8.013,8.493,18.082,6.575,21.096,20,0,340
"MOORE PARK",2019,365,74,28,6,6.479,1043.1,48.8,68.1,224.7,84.8,16,10,365,365,27,0,1,0,-3.753,17.56,4.253,26.99,7.374,5.205,17.26,5.479,13.973,12,0,316
"MOORE PARK",2020,366,74,32,6,6.262,1070.8,33.5,60,163,33.5,18,23,366,366,34,0,0,0,-5.203,17.93,2.426,24.41,7.627,3.825,13.115,3.279,15.574,7,0,356
"MOORE PARK",2021,365,70,29,7,6.328,980.9,26.1,69.5,161.9,0,14,10,365,365,35,0,12,0,-5.297,17.18,2.232,27.92,7.353,3.836,18.63,5.479,18.904,10,0,333
"MOORE PARK",2022,365,80,31,7,6.838,1073.5,36.8,73.3,232.6,36.8,24,19,365,365,44,0,8,0,-6.884,16.85,0.875,30.58,8.186,4.658,19.452,4.11,23.014,24,0,319
"MOORE PARK",2023,365,80,32,9,7.104,1186.4,46.2,95.6,309.3,184.2,19,10,365,365,24,0,5,0,-3.206,17.75,3.821,26.05,7.205,1.37,26.027,3.288,24.658,25,0,329
"MT DILLON",1952,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1953,365,50,18,2,5.357,717.8,27.7,73.6,88.5,27.7,26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1954,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1955,365,59,21,4,5.788,781.4,26.7,47.4,114.1,26.7,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1956,361,57,23,7,5.965,900.7,30.3,61.4,264.6,110.6,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1957,365,64,24,8,6.114,929.3,32.9,60.6,290.7,90.6,22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1958,363,70,32,4,5.731,1008.6,21.7,51.3,156.2,0,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1959,361,66,23,4,5.873,898.5,32.4,65.7,126.7,62.4,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1960,366,85,35,6,6.414,1135.3,25.2,59,188.2,0,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1961,365,64,26,6,5.934,937.5,35.8,91.9,242.7,116.7,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1962,365,59,24,4,5.98,843.2,35.5,62.2,182.2,88.8,24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1963,365,54,19,4,5.317,824.2,27.4,44.5,153.9,54.4,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1964,364,55,19,5,5.515,876.9,48.6,85.7,232.9,76.8,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1965,365,67,25,5,5.824,1025.1,37.9,91.8,198.4,104.3,19,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MT DILLON",1966,365,73,24,3,5.623,978.4,35.2,55.4,187.3,35.2,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
