Stations_id,Stationsname,Latitude,Longitude,Direction
1080,Düsseldorf-Gerresheim,51.2312,6.8662,North-west
1081,Düsseldorf-Heerdt,51.2362,6.7187,North-west
1082,Duingen-Capellenhagen,52.0061,9.6916,North-west
1083,Duisburg-Beeck,51.4833,6.7333,North-west
1084,Duisburg-Friemersheim,51.394,6.7026,North-west
1085,Duisburg-Hamborn,51.5,6.8,North-west
1086,Duisburg-Hochfeld,51.4101,6.7521,North-west
1087,Duisburg-Laar,51.4634,6.7321,North-west
1088,Duisburg-Meiderich (A),51.4667,6.8,North-west
1089,Durbach-Ebersweier,48.5017,7.9943,South-west
1090,Laußig-Durchwehna,51.6223,12.66,North-east
1091,Ebeleben,51.2806,10.7362,North-east
1092,Ebensfeld-Döringstadt,50.0863,10.9234,South-east
1093,Eberbach,49.4593,8.9595,South-west
1094,Eberfing,47.7958,11.1991,South-east
1095,Krebeck-Renshausen,51.6001,10.1105,North-west
1096,Ebermannsdorf-Pittersberg,49.3697,12.0302,South-east
1097,Pretzfeld-Hagenbach,49.7505,11.1888,South-east
1098,Ebern-Eyrichshof,50.1121,10.7862,South-east
1099,Ebern-Jesserndorf,50.0881,10.6893,South-east
1100,Ebernach,50.1333,7.1833,South-west
1101,"Lausick, Bad-Ebersbach",51.1015,12.6992,North-east
1102,Ebersbach/Fils,48.7201,9.5328,South-west
1103,Ebersberg-Halbing,48.1003,11.9872,South-east
1104,Ebersburg-Ried,50.4616,9.7674,South-west
1105,"Ebersdorf, Kreis Coburg",50.2163,11.0779,South-east
1106,Eberswalde,52.8239,13.7979,North-east
1107,Ebrach,49.852,10.4991,South-east
1108,Ebsdorfergrund-Ebsdorf,50.735,8.813,South-west
1109,Ebstorf,53.0179,10.4012,North-east
1110,Echterspfhal,49.9167,9.35,South-west
1111,Echzell,50.3832,8.9021,South-west
1112,Eckartsberg,50.9169,14.8023,North-east
1113,Eckartsberga,51.1195,11.5555,North-east
1114,Eckental-Eckenhaid,49.5739,11.2261,South-east
1115,Eckernförde,54.4844,9.843,North-west
1116,Eckersdorf-Busbach,49.9411,11.4028,South-east
1117,Eckertal,51.8833,10.65,North-east
1118,Eckertalsperre,51.8421,10.577,North-east
1119,Edelsfeld,49.5767,11.6975,South-east
1120,Edemissen-Wipshausen,52.3892,10.3537,North-east
1121,Edermünde-Bilstein,51.2256,9.3664,North-west
1122,Edertal-Edersee,51.1806,9.0581,North-west
1123,Edertal-Gellershausen,51.1295,9.0108,North-west
1124,Edewecht,53.1257,7.9805,North-west
1125,Effelder,51.2333,10.25,North-west
1127,Egenhofen,48.2813,11.1651,South-east
1128,Egestorf-Sahrendorf,53.1999,10.0227,North-west
1129,Eggebek (A),54.6167,9.3667,North-west
1130,Eggebek,54.6282,9.3649,North-west
1132,Eggenfelden,48.3956,12.7287,South-east
1133,Eggenstedt,52.1014,11.2322,North-east
1134,Eggenstein-Leopoldshafen,49.099,8.3927,South-west
1135,Eggermühlen-Sussum,52.5667,7.8,North-west
1136,Eggestedt,53.2333,8.6333,North-west
1137,Egglham,48.5318,13.0473,South-east
1138,Eggolsheim,49.7661,11.057,South-east
1139,Eging am See-Burgstall,48.6846,13.2512,South-east
1140,Egling/Isar-Attenham,47.932,11.5588,South-east
1141,Egloffstein-Bieberbach,49.7317,11.2978,South-east
1142,Erfurt-Egstedt,50.9177,11.0542,North-east
1143,"Ehingen, Kreis Ansbach",49.089,10.5386,South-east
1144,Ehingen/Donau,48.273,9.7247,South-west
1145,Ehingen/Donau-Frankenhofen,48.3326,9.6028,South-west
1146,Ehningen,48.6593,8.9121,South-west
1147,Ehra-Lessien,52.5819,10.754,North-east
1148,Ehrenberg-Wüstensachsen,50.4932,9.9882,South-west
1149,Ehrenburg-Stocksdorf,52.7593,8.6918,North-west
1150,Ehringshausen-Kölschhausen,50.6352,8.3951,South-west
1151,Eibelstadt,49.7258,9.9969,South-west
1152,Eibenstock,50.4957,12.594,South-east
1153,Eibenstock-Neidhardtsthal,50.5312,12.5997,South-east
1154,Eiberg,48.3416,12.882,South-east
1155,Eich,50.548,12.3541,South-east
1156,Eichelscheiderhof,49.3833,7.3833,South-west
1157,Elend,51.7433,10.6832,North-east
1158,Eichendorf,48.6346,12.8492,South-east
1159,Eichigt,50.3669,12.2024,South-east
1160,Eichow,51.7667,14.1333,North-east
1161,Eichstätt-Landershofen,48.8778,11.2349,South-east
1162,Eichstetten,48.0918,7.7377,South-west
1165,Eigenrieden,51.2167,10.3167,North-east
1166,Eilenburg,51.4603,12.6687,North-east
1167,Eilsleben,52.1564,11.2108,North-east
1168,Eime,52.0758,9.7219,North-west
1169,Eimeldingen,47.6288,7.5959,South-west
1170,Eimen-Vorwohle,51.8873,9.728,North-west
1171,Eimke,52.9649,10.3156,North-east
1172,Einbeck,51.8189,9.8871,North-west
1174,Einsiedel/Zwönitz,50.776,12.9806,North-east
1175,Eisenach (Ost),50.9833,10.3667,North-east
1176,Eisenbach,47.9634,8.2693,South-west
1177,Eisenberg,50.9649,11.9274,North-east
1178,Eisenhüttenstadt,52.1277,14.5907,North-east
1179,Eisfeld,50.4346,10.9162,South-east
1180,Eisingen,49.7572,9.836,South-west
1181,Eisleben,51.5368,11.5489,North-east
1182,Eisleben-Helfta,51.5029,11.5705,North-east
1183,Eiterfeld,50.7669,9.7977,North-west
1184,Eitting,48.3583,11.8839,South-east
1186,Oberharz am Brocken-Elend,51.7437,10.687,North-east
1187,Elend (Kalte Bode),51.7487,10.7409,North-east
1188,Elgersburg,50.7041,10.8576,South-east
1189,Elisendorf,54.4667,10.05,North-west
1190,Ellefeld,50.4827,12.3827,South-east
1191,Ellenberg,49.0173,10.218,South-west
1192,Ellern (Forsthaus Thiergarten ),49.955,7.642,South-west
1193,Ellersleben,51.1434,11.3186,North-east
1194,Ellgau,48.5968,10.8781,South-east
1195,Ellingen-Stopfenheim,49.0687,10.8879,South-east
1196,Ellrich,51.5854,10.6687,North-east
1197,Ellwangen-Rindelbach,48.9895,10.1312,South-west
1199,Elmenhorst-Lichtenhagen,54.1392,12.0323,North-east
1200,Elpersbüttel,54.0691,9.0105,North-west
1201,Elsdorf/Erftkreis,50.9281,6.5646,North-west
1202,Elsdorf-Ehestorf,53.2451,9.3779,North-west
1203,Elsenfeld-Rück,49.832,9.2083,South-west
1204,Elsfleth,53.2346,8.4612,North-west
1205,Elsfleth-Moorhausen,53.1738,8.3221,North-west
1206,Elsnigk,51.7945,12.0588,North-east
1207,"Elster, Bad-Sohl",50.2705,12.2742,South-east
1208,Elsterberg,50.5985,12.1604,South-east
1209,Elstertrebnitz,51.1609,12.2452,North-east
1210,Elsterwerda,51.4505,13.5046,North-east
1211,Elterlein,50.5821,12.8684,South-east
1212,Eltville,50.0285,8.1358,South-west
1213,Eltville (Steinberg),50.0333,8.05,South-west
1214,Elzach-Fisnacht,48.2012,8.1088,South-west
1215,Elzach-Oberprechtal,48.2147,8.1435,South-west
1216,Elztal-Rittersbach,49.4251,9.243,South-west
1219,Emden-Nesserland,53.3449,7.1909,North-west
1220,Emden-Widdelswehr,53.3402,7.2598,North-west
1221,Emden-Wolthusen,53.3707,7.2236,North-west
1223,Ringe-Großringe,52.5983,6.9449,North-west
1224,Emmendingen-Mundingen,48.1378,7.8351,South-west
1225,Emmerichsthal,50.2167,9.5667,South-west
1226,Emmerthal-Grohnde,52.0167,9.4167,North-west
1227,Emmingen-Liptingen,47.9317,8.8584,South-west
1229,"Ems, Bad",50.3324,7.6975,South-west
1230,Emsbüren-Ahlde,52.3683,7.2942,North-west
1231,Emsbüren-Venhaus,52.4061,7.4092,North-west
1232,Emsdetten,52.1703,7.5637,North-west
1233,Emseloh,51.5004,11.3922,North-east
1234,"Endbach, Bad-Wommelshaus",50.763,8.4998,North-west
1235,"Endorf, Bad-Jolling",47.9229,12.283,South-east
1236,"Endorf, Bad-Teisenham",47.9172,12.3185,South-east
1237,Tacherting-Spreit,48.089,12.5073,South-east
1238,Engelskirchen,50.9884,7.425,North-west
1239,Engen/Hegau,47.8516,8.7673,South-west
1240,Engen-Stetten,47.8741,8.7176,South-west
1241,Enger,52.15,8.5226,North-west
1242,Englmannsberg,48.55,11.3833,South-east
1243,Eningen,48.4734,9.3028,South-west
1244,Mehlingen/Pfalz,49.4949,7.851,South-west
1245,Ennepetal-Milspe,51.3037,7.3145,North-west
1246,Ennigerloh-Ostenfelde,51.8418,8.0607,North-west
1247,Ensdorf/Oberpfalz,49.345,11.9332,South-east
1248,Ensdorf/Oberpfalz -Hirschwald,49.353,11.8712,South-east
1250,Epfendorf-Butschhof,48.25,8.6333,South-west
1251,"Schweix, Kr. Südwestpfalz",49.1313,7.5081,South-west
1252,Eppendorf,50.8036,13.2407,North-east
1253,Nentershausen (KA),50.426,7.9395,South-west
1254,Eppingen,49.1307,8.9165,South-west
1255,Eppingen-Elsenz,49.1661,8.8483,South-west
1256,Eppishausen-Haselbach,48.1994,10.5108,South-east
1257,Eppstein,50.1438,8.3982,South-west
1258,Erbach-Ringingen,48.3457,9.8133,South-west
1259,Krummennaab-Sassenhof,49.8286,12.0622,South-east
1262,München-Flughafen,48.3477,11.8134,South-east
1264,Erdweg,48.3324,11.2982,South-east
1265,Eresing (Sankt Ottilien),48.0941,11.0437,South-east
1266,Erfde,54.2992,9.3162,North-west
1267,Erftstadt-Bliesheim,50.7813,6.819,North-west
1268,Erfurt-Löbervorstadt,50.9644,11.033,North-east
1269,Erfurt (Süd),50.9667,11.0167,North-east
1270,Erfurt-Weimar,50.9829,10.9608,North-east
1271,Erfurt-Frienstedt,50.956,10.9065,North-east
1272,Erfurt (Nord),51.0087,11.0098,North-east
1273,Ergolding-Pfarrkofen,48.5993,12.0971,South-east
1274,Ergoldsbach-Kläham,48.6662,12.1766,South-east
1275,Ering,48.3008,13.1398,South-east
1276,Eriskirch-Mariabrunn,47.6358,9.5392,South-west
1277,Erkelenz,51.0713,6.3278,North-west
1278,Cremlingen-Destedt,52.2449,10.7182,North-east
1279,Möhrendorf-Kleinseebach,49.6497,11.0075,South-east
1280,Erlangen-Bruck,49.5692,10.9929,South-east
1282,Erlbach-Eubabrunn,50.3043,12.3834,South-east
1283,Erndtebrück-Birkelbach,51.0149,8.2824,North-west
1284,Ernsthof,49.7,9.5,South-west
1285,Erstetten,48.3333,9.8333,South-west
1286,Erxleben,52.2175,11.2483,North-east
1287,Eschau-Hobbach,49.8589,9.2861,South-west
1288,Eschau-Wildensee,49.8306,9.3564,South-west
1290,Eschbronn-Mariazell,48.1868,8.4672,South-west
1291,Eschede,52.7388,10.2301,North-west
1292,Eschenbach/Oberpfalz,49.7522,11.8222,South-east
1293,Eschenburg-Hirzenhain,50.8013,8.3807,North-west
1294,Eschenlohe,47.601,11.1879,South-east
1296,Escherode,51.3333,9.6667,North-west
1297,Eschwege,51.2041,10.0138,North-west
1298,Eschweiler-Weisweiler,50.8306,6.333,North-west
1299,Esens,53.6476,7.6085,North-west
1300,Eslohe,51.254,8.1565,North-west
1301,Espenau-Mönchehof,51.3945,9.46,North-west
1302,Essen (Ruhrhaus),51.4484,7.0211,North-west
1303,Essen-Bredeney,51.4041,6.9677,North-west
1304,"Essen-Brockhausen, Bad",52.3345,8.3877,North-west
1305,"Essen-Calhorn, Kreis Cloppenburg",52.7584,8.0223,North-west
1307,Essen-Dellwig,51.5,6.9167,North-west
1308,Essen-Steele-Haferfeld,51.45,7.1167,North-west
1309,Essenbach,48.6118,12.2163,South-east
1310,Essern,52.4667,8.7667,North-west
1311,Esslingen/Neckar,48.7447,9.3251,South-west
1312,Ettal,47.5647,11.1009,South-east
1313,Ettal-Linderhof,47.5665,10.9583,South-east
1314,Ettersburg,51.0334,11.2753,North-east
1315,Ettlingen-Ettlingenweier,48.9246,8.3824,South-west
1317,Friedrichsthal,51.4945,10.5881,North-east
1318,Etzelwang,49.5275,11.585,South-east
1319,Etzenborn,51.4667,10.1667,North-west
1320,Etzleben,51.261,11.1754,North-east
1321,Eudorf,50.7667,9.2833,North-west
1322,Euerbach-Sömmersdorf,50.0601,10.0918,South-west
1323,Euerdorf,50.1496,10.0216,South-west
1325,Eurasburg-Freienried,48.3299,11.1325,South-east
1326,Eurasburg/Oberbayern-Quarzbichl,47.7947,11.4036,South-east
1327,Weilerswist-Lommersum,50.7119,6.7905,South-west
1328,Eußenheim-Hundsbach,50.0167,9.8802,South-west
1329,Eutin,54.134,10.5865,North-east
1330,Extertal-Meierberg,52.1011,9.1345,North-west
1332,"Falkenberg,Kr.Rottal-Inn",48.4832,12.7241,South-east
1333,Falkenstein/Weiße Göltzsch,50.4683,12.3783,South-east
1334,"Falkenstein, Kreis Cham",49.0979,12.4868,South-east
1335,Falkenstein/Pfalz,49.6097,7.8741,South-west
1336,"Fallingbostel, Bad",52.8568,9.6756,North-west
1337,Fallingbostel-Dorfmark,52.9068,9.7805,North-west
1340,Faulungen,51.1945,10.2591,North-east
1342,Fehrbellin,52.8053,12.7839,North-east
1343,"Feilnbach,Bad",47.7956,12.0161,South-east
1345,Feldberg,53.3346,13.4371,North-east
1346,Feldberg/Schwarzwald,47.8748,8.0038,South-west
1347,Feldberg-Altglashütten,47.8555,8.1155,South-west
1349,Feldkirchen-Westerham -Vagen,47.8744,11.8705,South-east
1350,Felgentreu,52.0997,13.0016,North-east
1351,Fellbach,48.8122,9.2721,South-west
1352,Felsberg-Beuern,51.1145,9.4622,North-west
1353,Ferch,52.3255,12.8991,North-east
1356,Feuchtwangen,49.1673,10.3352,South-east
1357,Fichtelberg/Oberfranken-Hüttstadl,49.9807,11.8376,South-east
1358,Fichtelberg,50.4283,12.9536,South-east
1360,Fichtenwalde,52.2767,12.8952,North-east
1361,Fienstedt,51.554,11.7846,North-east
1362,Finkenthal,53.9401,12.7819,North-east
1363,Finnentrop-Weringhausen,51.1723,7.988,North-west
1364,Finnentrop-Lenhausen,51.1959,7.9597,North-west
1365,Finningen (Brunnenmühle),48.6414,10.4895,South-east
1366,Finsing,48.2213,11.7989,South-east
1368,Finsterbergen (Spießberg),50.8333,10.55,North-east
1369,Finsterwalde,51.6319,13.7168,North-east
1370,Fischbachau-Birkenstein,47.7147,11.9644,South-east
1371,Fischbachau-Schreiern,47.7613,11.9169,South-east
1372,Fischen,47.4608,10.2696,South-east
1373,Fischhausen bei Schliersee,47.7,11.8833,South-east
1374,Fladungen-Heufurt,50.505,10.1668,South-west
1375,Flechtingen,52.33,11.2422,North-east
1376,Fleestedt,53.4185,9.9916,North-west
1377,Fleetmark,52.7916,11.3797,North-east
1378,Flensburg,54.8086,9.4182,North-west
1379,Flensburg (Schäferhaus),54.7737,9.3753,North-west
1380,Flensburg-Mürwik,54.8147,9.458,North-west
1381,Flieth,53.1667,13.8167,North-east
1382,Flintsbach/Inn-Asten,47.6997,12.1163,South-east
1383,Flöha,50.8544,13.0714,North-east
1384,Flörsbachtal-Flörsbach,50.1346,9.4084,South-west
1385,Flörsbachtal-Lohrhaupte,50.1188,9.4728,South-west
1386,Flörsbachtal-Mosborn,50.1085,9.4039,South-west
1387,Flößberg,51.1231,12.5862,North-east
1388,Floh,50.7555,10.4915,North-east
1390,Flonheim,49.782,8.0363,South-west
1391,Floß,49.7209,12.2916,South-east
1392,Flossenbürg,49.7316,12.3489,South-east
1393,Fluorn-Winzeln,48.299,8.4904,South-west
1394,Föhrden,54.3333,9.5,North-west
1395,Forbach-Herrenwies,48.658,8.2682,South-west
1396,Weisenbach,48.7273,8.3558,South-west
1397,Pockau-Forchheim,50.724,13.2687,South-east
1398,Forchheim/Oberfranken,49.7225,11.0554,South-east
1399,Forchtenberg-Sindringen,49.2808,9.48,South-west
1400,Forst/Lausitz,51.7359,14.6384,North-east
1401,Forstinning,48.1723,11.9061,South-east
1403,Frammersbach,50.0616,9.455,South-west
1404,Frankenau,51.1061,8.9209,North-west
1405,Frankenberg/Eder -Schreufa,51.0909,8.7993,North-west
1406,Frankenberg/Eder -Willersdorf,51.0262,8.8501,North-west
1408,Frankenhain/Lütsche,50.7369,10.7658,South-east
1409,Frankenhardt-Gründelhardt,49.0826,9.9788,South-west
1410,"Frankenhausen, Bad/Kyffhäuser",51.3512,11.0958,North-east
1411,Birx/Rhön,50.5309,10.0479,South-west
1412,Frankenstein,50.8969,13.2205,North-east
1413,Frankenthal-Studernheim,49.5036,8.362,South-west
1414,Frankenwinheim-Weinbergsmühle,49.8847,10.2957,South-east
1417,Frankfurt/Main-Goldstein,50.0833,8.6,South-west
1418,Frankfurt/M-Praunheim,50.1519,8.6212,South-west
1419,Frankfurt/Main-Sindlingen,50.0782,8.5268,South-west
1420,Frankfurt/Main,50.0259,8.5213,South-west
1421,Frankfurt/Main (Stadt),50.1474,8.6746,South-west
1424,Frankfurt/Main-Westend,50.1269,8.6694,South-west
1425,Frankfurt/Main (Feldbergstr.),50.1214,8.6604,South-west
1426,Frankfurt/Oder,52.3397,14.508,North-east
1427,Frankleben,51.3123,11.9404,North-east
1428,Frankweiler,49.2275,8.0585,South-west
1429,Franzburg,54.1867,12.88,North-east
1430,Frasdorf,47.7997,12.2813,South-east
1431,Frauenau,48.9907,13.3109,South-east
1432,Frauenneuharting,48.0378,12.0499,South-east
1433,Frauensee,50.8833,10.1333,North-west
1435,Ilmenau-Frauenwald,50.5921,10.8575,South-east
1436,Fraureuth,50.7157,12.3338,South-east
1437,Frechen-Benzelrath,50.9,6.8,North-west
1438,Freiahorn,49.85,11.4333,South-east
1439,Freiamt-Keppenbach,48.1447,7.9194,South-west
1440,Freiamt-Ottoschwanden,48.2018,7.9336,South-west
1441,Freiberg,50.9263,13.2711,North-east
1443,Freiburg,48.0232,7.8343,South-west
1444,Freiburg im Breisgau (Hauptbahnhof),48.0,7.8333,South-west
1445,Freiburg im Breisgau-Ebnet,47.9849,7.9058,South-west
1446,Freiburg im Breisgau-Haslach,47.9947,7.8244,South-west
1447,Freiburg im Breisgau-Herdern,48.013,7.8588,South-west
1448,Freiburg im Breisgau-Mooswald,48.0147,7.8208,South-west
1449,Freiburg im Breisgau-Schlierberg,47.9735,7.8338,South-west
1450,Freiburg im Breisgau-Sankt Georgen,47.981,7.8147,South-west
1451,Freiburg/Elbe,53.8277,9.2493,North-west
1452,Freiburg/Elbe (A),53.8167,9.2667,North-west
1453,Freienorla,50.7649,11.5428,North-east
1454,Freiensteinau,50.4241,9.4042,South-west
1456,"Freienwalde/Oder, Bad",52.7797,14.0338,North-east
1457,Freigericht-Altenmittlau,50.1412,9.137,South-west
1458,Freihung-Großschönbrunn,49.5747,11.8859,South-east
1459,Freilassing,47.8454,12.988,South-east
1460,Freisen/Saar,49.5508,7.2539,South-west
1461,Freisen/Saar-Oberkirchen,49.5258,7.2681,South-west
1462,Freist-Reidewitz,51.5998,11.6996,North-east
1463,Fremdingen,48.9745,10.4615,South-east
1464,Frensdorf-Herrnsdorf,49.7922,10.887,South-east
1465,Frenshof-Grub,49.8667,10.7333,South-east
1466,Freudenberg/Oberpfalz,49.481,11.9786,South-east
1467,Freudenstadt-Kurgarten,48.4607,8.4141,South-west
1468,Freudenstadt,48.4538,8.409,South-west
1469,Freudenstadt-Igelsberg,48.5418,8.4358,South-west
1470,Freudenstadt-Kniebis,48.472,8.305,South-west
1472,Freudental,49.0167,9.0667,South-west
1473,Freystadt-Michelbach,49.1869,11.308,South-east
1474,Freyung-Kreuzberg,48.8393,13.5502,South-east
1475,Frickenhofen,48.9167,9.7833,South-west
1476,Fridingen,48.0202,8.9207,South-west
1477,Fridolfing,48.0077,12.8228,South-east
1478,Friedberg/Hessen,50.3288,8.7482,South-west
1479,Friedeburg-Horsten,53.45,7.9333,North-west
1480,Friedeburg-Wiesedermeer,53.4818,7.7274,North-west
1481,Friedenweiler,47.9216,8.2547,South-west
1482,Friedersdorf,51.647,12.3709,North-east
1483,Friedersreuth,49.7833,12.0333,South-east
1484,Friedewald,50.8849,9.8569,North-west
1486,Friedland/Nieder Lausitz,52.1064,14.2623,North-east
1488,Friedrichsbrunn,51.6884,11.0394,North-east
1489,"Friedrichsbrunn, Viktorshöhe",51.6833,11.0833,North-east
1490,Friedrichshafen,47.6454,9.4795,South-west
1492,Malsburg-Marzell-Friedrichsheim,47.7819,7.7348,South-west
1493,Friedrichshöhe,50.4788,11.0159,South-east
1494,Friedrichskoog,53.9709,8.9167,North-west
1495,Goldenbow,53.5389,11.7607,North-east
1496,Friedrichstadt,54.3833,9.1,North-west
1497,Friedrichswalde,53.0238,13.7088,North-east
1498,Frielendorf-Verna,51.0002,9.3325,North-west
1500,Friesack,52.7405,12.5851,North-east
1501,Friesoythe,53.0216,7.8663,North-west
1502,Friesoythe-Augustendorf,52.9266,7.8933,North-west
1503,Friesoythe-Altenoythe,53.0643,7.902,North-west
1504,Fritzlar/Eder,51.119,9.2799,North-west
1506,Fröndenberg,51.4693,7.733,North-west
1507,Frohndorf/Scherkonde,51.1454,11.2064,North-east
1508,"Fronau, Kreis Cham",49.2667,12.4333,South-east
1509,Fronhausen,50.7027,8.6976,South-west
1510,Fronreute-Blitzenreute,47.8667,9.5833,South-west
1511,Marklkofen (Betriebsstelle Vilstalsee),48.5587,12.5719,South-east
1512,Fuchshain,51.2848,12.5242,North-east
1513,Fuchskauten,50.6588,8.1027,South-west
1514,Fürstenberg/Havel,53.1986,13.1513,North-east
1516,Fürstenwalde,50.7582,13.8749,North-east
1517,Fürstenwalde/Spree,52.3539,14.0654,North-east
1518,"Fürstenzell-Höhenstadt,Bad",48.4997,13.3184,South-east
1519,Luckau-Fürstlich Drehna,51.7566,13.8057,North-east
1520,Fürth an der Saar,49.4167,7.2333,South-west
1521,Fürth-Stadeln,49.5,10.9833,South-east
1522,Fürth/Bayern (A),49.4811,10.964,South-east
1523,Fürth/Bayern,49.4861,10.9612,South-east
1524,Füssen-Weißensee,47.5774,10.6296,South-east
1525,"Füssing,Bad-Voglöd",48.3763,13.3673,South-east
1526,Fulda-Horas,50.5668,9.6532,South-west
1527,Fulda-Gläserzell,50.5738,9.6411,South-west
1528,Furth im Wald,49.3025,12.834,South-east
1529,Furtwangen,48.0613,8.198,South-west
1530,Stollberg-Gablenz,50.6686,12.7609,South-east
1531,Gablingen-Lützelburg,48.4621,10.7879,South-east
1532,Gadebusch-Ganzow,53.6865,11.0608,North-east
1533,Gadow,53.1071,12.6198,North-east
1534,Gädheim-Greßhausen,50.0368,10.3855,South-east
1536,Gager-Groß Zicker,54.2966,13.6904,North-east
1537,"Gaggenau-Rotenfels,Bad",48.8248,8.2916,South-west
1538,Gaildorf-Hägenau,49.0182,9.7414,South-west
1539,Gaimersheim,48.8023,11.3814,South-east
1540,Ganderkesee-Sethe,52.9872,8.5506,North-west
1541,"Gandersheim, Bad",51.8667,10.0333,North-west
1542,Gangkofen (Kläranlage),48.4327,12.5714,South-east
1543,Ganzlin-Twietfort,53.3996,12.2806,North-east
1544,Gardelegen,52.5129,11.3942,North-east
1546,Garding,54.3282,8.7904,North-west
1547,Garmisch-Partenkirchen (Kreuzeckhaus),47.45,11.0667,South-east
1548,Garmisch-Partenkirchen -Eckbauer,47.4667,11.1333,South-east
1549,Garmisch-Partenkirchen -Kaltenbrunn,47.4886,11.1751,South-east
1550,Garmisch-Partenkirchen,47.483,11.0621,South-east
1551,Garrel-Nikolausdorf,52.9813,8.0868,North-west
1552,Gartz/Oder,53.2066,14.3817,North-east
1554,Garz/Rügen,54.3201,13.3557,North-east
1555,Gatersleben,51.8231,11.278,North-east
1556,Querfurt-Gatterstädt,51.4001,11.5442,North-east
1557,Geba,50.5774,10.2591,South-east
1558,Hohendubrau-Gebelzig,51.226,14.6662,North-east
1559,Gebhardshain,50.7421,7.8163,South-west
1560,Gebra-Niedergebra,51.4198,10.5987,North-east
1561,Gedern-Schönhausen,50.4034,9.2076,South-west
1562,Geesthacht,53.4354,10.3343,North-east
1563,Gefell,50.4369,11.8613,South-east
1564,Gefell-Rottmar,50.3333,11.1667,South-east
1565,Gefrees,50.0867,11.7225,South-east
1566,Gehlberg Glöckchen im Tal,50.6832,10.782,South-east
1568,Gehlberg-Schmücke,50.6549,10.7743,South-east
1569,Gehrden-Lemmie,52.3,9.6,North-west
1570,Gehren,50.643,11.0029,South-east
1571,Elsterheide-Geierswalde,51.4948,14.1226,North-east
1573,Geisa,50.7133,9.9539,South-west
1574,Geisa (A),50.7167,9.95,South-west
1575,Geiselhöring,48.8271,12.3907,South-east
1576,Geiselhöring-Pönning,48.8359,12.4732,South-east
1577,Geiselwind,49.774,10.4677,South-east
1578,Geisenfeld-Engelbrechtsmünster,48.6894,11.6353,South-east
1579,Geisenhausen,48.4798,12.2604,South-east
1580,Geisenheim,49.9859,7.9548,South-west
1581,Geisenheim-Johannisberg,50.0033,7.9835,South-west
1582,Geising,50.7635,13.7874,North-east
1583,Geisingberg,50.7719,13.7732,North-east
1584,Geisingen,47.9242,8.6474,South-west
1585,Geislingen an der Steige,48.6279,9.8495,South-west
1586,Traunstein-Geißing,47.8774,12.6279,South-east
1587,Gelbelsee,48.9481,11.4289,South-east
1588,Gelchsheim,49.5734,10.0205,South-west
1589,Geldern-Kapellen,51.5695,6.3687,North-west
1590,Geldern-Walbeck,51.4942,6.2463,North-west
1593,Gelnhausen,50.2027,9.1989,South-west
1595,Gelsenkirchen-Buer,51.5762,7.0652,North-west
1597,Gelsenkirchen-Heßler,51.5333,7.05,North-west
1598,Oberbachheim,50.248,7.7456,South-west
1599,Gemünden/Felda-Burggemünden,50.6827,9.0353,South-west
1600,Gemünden/Felda-Rülfenrod,50.7,9.1167,South-west
1601,Gemünden/Main-Adelsberg,50.0329,9.7365,South-west
1602,Ohlsbach,48.433,7.993,South-west
1603,Genhofen Bezirk Sonth/Allgäu,47.5667,10.0167,South-west
1604,Gentha,51.8551,12.894,North-east
1605,Genthin,52.3875,12.1602,North-east
1607,Georgensgmünd,49.1934,11.0267,South-east
1608,Georgsdorf,52.5667,7.05,North-west
1609,Georgsmarienhütte,52.1947,8.0599,North-west
1610,Gera-Untermhaus,50.891,12.0641,North-east
1611,Gera-Langenberg,50.9263,12.0599,North-east
1612,Gera-Leumnitz,50.8812,12.1289,North-east
1613,Gera-Zwötzen,50.8488,12.0971,North-east
1614,Gerabronn,49.2514,9.9338,South-west
1615,Gerdshagen,53.2382,12.1867,North-east
1616,Germersheim,49.2136,8.3741,South-west
1617,Gernrode,51.7259,11.1317,North-east
1618,Gernrode-Sternhaus,51.6906,11.1361,North-east
1619,Gernsheim,49.7622,8.4887,South-west
1620,Geroda,50.2833,9.9,South-west
1621,Geroda-Platz,50.2777,9.9144,South-west
1622,Geroldsgrün-Steinbach,50.3499,11.5883,South-east
1623,Gersfeld,50.4477,9.9174,South-west
1624,Gersfeld-Dalherda,50.4167,9.8333,South-west
1625,Gersheim,49.1503,7.2034,South-west
1626,Gerstetten,48.6226,10.0321,South-west
1627,Gerstetten-Dettingen,48.5995,10.1313,South-west
1628,Gersthofen,48.45,10.8833,South-east
1629,Gerstungen,50.9615,10.071,North-west
1631,Gerwisch,52.1833,11.75,North-east
1632,Gescher,51.9408,6.9929,North-west
1633,Geseke-Eringerfeld,51.5829,8.4707,North-west
1634,Gessertshausen-Wollishausen,48.3244,10.7062,South-east
1635,Gibacht,49.3333,12.7833,South-east
1636,Giebelstadt,49.6556,9.9449,South-west
1637,Gieboldehausen,51.6,10.2167,North-west
1638,Gießen (Lahntal),50.591,8.6551,South-west
1639,Gießen/Wettenberg,50.6017,8.6439,South-west
1640,Gifhorn,52.4833,10.55,North-east
1641,Gifhorn-Kästorf,52.5319,10.5182,North-east
1642,Gilching,48.1085,11.2781,South-east
1643,Gillersheim,51.6351,10.0888,North-west
1644,Gilmerdingen,53.0333,9.7333,North-west
1645,Gilserberg-Moischeid,50.9656,9.05,North-west
