Stations_id,Stationsname,Latitude,Longitude,Direction
1,Aach,47.8413,8.8493,South-west
2,Aachen (Kläranlage),50.8066,6.0996,North-west
3,Aachen,50.7827,6.0941,North-west
4,Aachen-Brand,50.7683,6.1207,North-west
6,Aalen-Unterrombach,48.8361,10.0598,South-west
7,Aalen-Unterkochen,48.814,10.1285,South-west
8,Aarbergen-Panrod,50.2546,8.131,South-west
9,Aarbergen-Rückershausen,50.2655,8.0516,South-west
10,"Abbach,Bad-Dünzling",48.8857,12.1079,South-east
12,Abbensen,52.3814,10.186,North-west
13,Abberode,51.6154,11.2892,North-east
14,Abelitzmoor,53.5333,7.5,North-west
15,Abenberg,49.2346,10.9667,South-east
16,Abenberg-Wassermungenau,49.2193,10.8845,South-east
17,Abensberg-Sandharlanden,48.8421,11.8194,South-east
18,Abentheuerhütte,49.65,7.0833,South-west
19,Abtsgmünd-Neubronn,48.8795,9.971,South-west
20,Abtsgmünd-Untergröningen,48.9219,9.9129,South-west
21,Achberg-Doberatsweiler,47.6104,9.6981,South-west
22,Achern-Fautenbach,48.6317,8.0466,South-west
23,Achim-Embsen,53.0311,9.0232,North-west
24,Achthal,47.8333,12.7833,South-east
25,Adelberg,48.7667,9.6,South-west
26,Adelheidsdorf,52.5503,10.0544,North-west
27,"Adelholzen, Bad",47.8167,12.6167,South-east
28,Adelmannsfelden,48.954,10.006,South-west
29,Adelsdorf (Kläranlage),49.7175,10.9101,South-east
30,Adelsheim,49.4064,9.3914,South-west
31,Adendorf,53.2833,10.4333,North-east
32,Adenstedt,52.0,9.9333,North-west
33,Aderstedt,52.0286,10.9994,North-east
34,Adolzfurt,49.1667,9.45,South-west
35,Adorf,50.312,12.2875,South-east
36,Aerzen-Reher,52.0308,9.235,North-west
37,Affing,48.4612,10.9795,South-east
38,Ahaus (Wieselweg),52.09,7.0095,North-west
39,Ahausen,53.0585,9.3092,North-west
40,Ahlbeck,53.6674,14.1823,North-east
41,Ahlden-Grethem,52.7356,9.5665,North-west
42,Ahlen in Westfalen,51.7736,7.8738,North-west
43,Ahlen (Falkenberger Moor),53.7,8.7833,North-west
44,Großenkneten,52.9336,8.237,North-west
45,Ahnatal-Weimar,51.374,9.4042,North-west
46,Aholfing,48.945,12.4639,South-east
47,Ahorn-Eubigheim,49.4997,9.5439,South-west
48,Ahorntal-Kirchahorn,49.8364,11.4025,South-east
50,Ahrendsberg,51.85,10.4667,North-east
51,Ahrensbök,54.0167,10.5667,North-east
52,Ahrensburg-Wulfsdorf,53.6623,10.199,North-west
53,Ahrensfelde,52.585,13.5634,North-east
54,Ahrenshöft,54.5667,9.0667,North-west
55,"Aibling, Bad-Ellmosen",47.8778,12.024,South-east
56,Aichach,48.45,11.1333,South-east
57,Hollenbach/Bayern-Schönbach,48.4799,11.0521,South-east
58,Aichstetten,47.8922,10.0796,South-west
59,Aiglsbach,48.6929,11.7022,South-east
60,Aislingen,48.5032,10.4591,South-east
61,Aiterhofen,48.8443,12.6171,South-east
62,Aitern-Untermulten,47.8191,7.8569,South-west
63,Aitrang,47.8173,10.5376,South-east
64,Aken/Elbe,51.8488,12.0491,North-east
65,Albaching,48.1094,12.1049,South-east
66,Albersdorf,54.15,9.2833,North-west
67,Albersrieth,49.6667,12.3,South-east
68,Albrechtshain,51.3015,12.5692,North-east
69,Albstadt-Burgfelden,48.2413,8.9329,South-west
70,Albstadt-Ebingen,48.2052,9.0371,South-west
71,Albstadt-Badkap,48.2156,8.9784,South-west
72,Albstadt-Onstmettingen,48.2766,9.0001,South-west
73,Aldersbach-Kramersepp,48.6183,13.062,South-east
74,Alesheim,49.05,10.8667,South-east
75,Alfdorf,48.8412,9.7267,South-west
76,Alfdorf-Pfahlbronn,48.8354,9.6842,South-west
77,Alfeld/Leine,51.9916,9.8191,North-west
78,Alfhausen,52.4853,7.9125,North-west
79,Alfter-Volmershoven,50.6718,7.0155,South-west
80,Alheim-Heinebach,51.0518,9.6617,North-west
81,Allendorf/Eder-Osterfeld,51.059,8.6521,North-west
82,Allerdorf,53.0333,9.1833,North-west
83,Alleringersleben,52.213,11.1414,North-east
84,Allersberg,49.2507,11.243,South-east
85,Allrode,51.6765,10.9694,North-east
86,Allstedt,51.3998,11.3889,North-east
87,Alperstedt,51.095,11.0479,North-east
88,Alpirsbach,48.3226,8.3944,South-west
89,Alsenz,49.7167,7.8167,South-west
91,Alsfeld-Eifa,50.7446,9.345,North-west
92,Alsfeld-Lingelbach,50.7638,9.4031,North-west
93,Alsfeld-Reibertenrod,50.7691,9.2542,North-west
94,Alt Krenzlin-Krenzliner Hütte,53.3096,11.3133,North-east
95,Alt Madlitz,52.378,14.2317,North-east
96,Neuruppin-Alt Ruppin,52.9437,12.8518,North-east
97,Alt Zeschdorf,52.4275,14.442,North-east
98,Altastenberg,51.189,8.4671,North-west
99,Altbrandsleben,52.0728,11.2475,North-east
100,Altdöbern,51.6504,14.0318,North-east
101,Altdorf,49.3864,11.3705,South-east
103,Hagelstadt,48.896,12.217,South-east
104,Altena in Westfalen,51.2856,7.6922,North-west
105,Ahrbrück,50.4844,6.9711,South-west
106,Altenau,51.7976,10.4429,North-east
107,Altenau (A),51.8,10.4333,North-east
108,Altenau-Bastesiedlung,51.8333,10.5333,North-east
109,Altenau-Torfhaus/Harz,51.8012,10.5379,North-east
110,Altenberge,52.0487,7.4877,North-west
111,Altenbrak,51.7273,10.9362,North-east
112,Altenbrak/Rappbode,51.739,10.8965,North-east
113,Altenbrak-Todtenrode,51.7365,10.9569,North-east
115,Altenbrak-Wendefurth,51.7412,10.919,North-east
116,Altenburg,50.9833,12.4333,North-east
117,Altendambach,50.5605,10.7179,South-east
118,Altendorf,49.4053,12.2852,South-east
119,Altenhagen-Starkow,54.2756,12.7514,North-east
120,Altenhof,52.9136,13.7118,North-east
121,Neitersen,50.6654,7.5765,South-west
122,Altenmedingen-Eddelstorf,53.1471,10.6195,North-east
123,Altenparkstein,49.7667,12.0833,South-east
124,"Bibra, Bad-Altenroda",51.2388,11.577,North-east
127,Altensteig-Wart,48.6171,8.6501,South-west
128,Altenthann-Forstmühle,49.0844,12.3232,South-east
129,Altentreptow,53.6893,13.242,North-east
130,Altertheim-Oberaltertheim,49.7284,9.7692,South-west
131,Geringswalde-Altgeringswalde,51.0881,12.9326,North-east
132,Altglashütte,49.7725,12.3891,South-east
133,Althengstett-Ottenbronn,48.7359,8.7493,South-west
134,Althütte bei Waldmünchen,49.3333,12.7667,South-east
135,Altkirchen,50.9333,12.35,North-east
137,Altlohberghütte,49.1762,13.1315,South-east
138,Altmannstein-Laimerstadt,48.8821,11.7114,South-east
139,Altmannstein-Pondorf,48.9437,11.5694,South-east
140,Altmersleben,52.6861,11.4272,North-east
141,Altmörbitz/Wyhra,50.9932,12.5731,North-east
142,Altomünster-Maisbrunn,48.406,11.3117,South-east
143,Altomünster-Wollomoos,48.4012,11.1984,South-east
144,Altreetz,52.7642,14.1664,North-east
145,Altusried-Krugzell,47.7986,10.2539,South-west
146,Altusried-Muthmannshofen,47.7922,10.0988,South-west
147,Altwigshagen,53.7171,13.8351,North-east
148,Alveslohe,53.8,9.9,North-west
149,Alzenau,50.0888,9.0598,South-west
150,Alzey,49.7273,8.1164,South-west
151,Amberg-Unterammersricht,49.4691,11.8546,South-east
152,Amelinghausen,53.1268,10.2184,North-west
153,Amerang-Kammer,48.0027,12.3132,South-east
154,Amerang-Pfaffing,48.0197,12.2925,South-east
155,Amerdingen,48.7257,10.4915,South-east
156,Amesdorf-Warmsdorf,51.777,11.5744,North-east
158,Amöneburg-Rüdigheim,50.784,8.9545,North-west
159,Amorbach,49.6403,9.2295,South-west
160,Andechs-Erling,47.9636,11.1778,South-east
161,Andernach,50.4237,7.4202,South-west
162,Anger-Oberhögl,47.8013,12.8984,South-east
163,Anger-Stoißberg,47.803,12.8193,South-east
164,Angermünde,53.0316,13.9908,North-east
165,Angern,52.3611,11.7346,North-east
166,Angersdorf,51.4667,11.9,North-east
167,Anklam,53.8409,13.6854,North-east
168,Ankum,52.5461,7.8763,North-west
169,Annaberg-Buchholz,50.573,13.0053,South-east
170,Annaburg,51.7309,13.0546,North-east
172,Annaturm,52.2486,9.5056,North-west
173,Annweiler,49.2133,7.9799,South-west
174,Annweiler-Bindersbach,49.1886,7.9766,South-west
175,Ansbach,49.2964,10.5751,South-east
176,Ansbach-Claffheim,49.2475,10.5826,South-east
177,Ansbach-Hennenbach,49.3158,10.5815,South-east
178,Ansbach-Schalkhausen,49.2993,10.5354,South-east
179,Apfeldorf,47.8963,10.932,South-east
180,Apolda,51.0306,11.505,North-east
182,Arendsee-Kläden,52.8682,11.44,North-east
183,Arkona,54.6791,13.4344,North-east
184,Arneburg,52.6769,12.0077,North-east
185,Arnis,54.6289,9.9294,North-west
186,Arnsberg,51.3773,8.0713,North-west
187,Arnsberg-Holzen,51.4188,7.9126,North-west
188,Arnstadt,50.85,10.9667,North-east
189,Arnstein-Altbessingen,50.027,9.9771,South-west
190,Arnstein-Marbach,49.9745,9.9332,South-west
191,Arnstein-Müdesheim,49.9694,9.9114,South-west
192,Arnstorf,48.5565,12.8126,South-east
193,Arolsen-Neu Berich,51.3845,9.082,North-west
194,"Arolsen-Landau, Bad",51.3431,9.0763,North-west
196,Arolsen-Schmillinghausen,51.4256,9.0236,North-west
198,Artern,51.3744,11.292,North-east
199,Artlenburg,53.3752,10.4795,North-east
200,Lauperath-Scheidchen,50.085,6.3161,South-west
201,Asbach,50.6661,7.4459,South-west
202,Aschaffenburg,49.9771,9.1091,South-west
203,Aschau-Innerkoy,47.786,12.3368,South-east
204,Aschau-Sachrang,47.7002,12.2731,South-east
205,Aschau-Stein,47.7275,12.2982,South-east
206,Aschendorf,53.05,7.3333,North-west
207,Aschersleben,51.7498,11.4667,North-east
208,Aseleben,51.4887,11.6679,North-east
209,Aspach-Allmersbach am Weinberg,48.9957,9.3933,South-west
211,Aßlar Klein-Altenstädten,50.58,8.4685,South-west
213,Sargstedt,51.9375,10.9897,North-east
214,Attendorn,51.1212,7.9108,North-west
215,Attendorn (Listertalsperre),51.0998,7.8352,North-west
216,Attendorn-Neulisternohl,51.1143,7.8807,North-west
217,Attenkam,47.8774,11.3643,South-east
218,Staßfurt-Atzendorf,51.9166,11.602,North-east
219,Atzendorf (Marbeschacht),51.9167,11.5667,North-east
220,Au am Rhein,48.9501,8.2324,South-west
221,Au i.d.Hallertau-Günzenhausen,48.5515,11.7117,South-east
222,Aue,50.5908,12.7139,South-east
223,Auerbach/Oberpfalz,49.7007,11.6235,South-east
224,Auerberg,47.7333,10.7333,South-east
225,Auerstedt,51.1,11.5833,North-east
226,Aufkirchen,48.306,11.8586,South-east
227,Aufseß-Hochstahl,49.8823,11.2656,South-east
228,Augsburg (Hochablaß),48.3474,10.9351,South-east
229,Augsburg (Kläranlage),48.4,10.9,South-east
230,Augsburg (Schlachthof),48.3667,10.9167,South-east
231,Augsburg (Sankt Stephan),48.3723,10.8948,South-east
232,Augsburg,48.4253,10.9417,South-east
234,Augsdorf,51.6001,11.5689,North-east
235,Augustdorf,51.8905,8.7323,North-west
236,Augustenberg,49.0048,8.4932,South-west
237,Augustusburg,50.8124,13.1033,North-east
240,Aura im Sinngrund,50.1805,9.5743,South-west
242,Aurach-Weinberg,49.2331,10.3635,South-east
243,Aurich,53.4621,7.467,North-west
244,Aurich-Dietrichsfeld,53.5392,7.5159,North-west
245,Aurich-Wiesens,53.4551,7.5756,North-west
246,Axien,51.7015,12.8909,North-east
247,Aying-Kleinhelfendorf,47.9422,11.8103,South-east
248,Baalberge,51.7634,11.8007,North-east
249,Babenhausen-Harreshausen,49.9708,8.9862,South-west
250,Babenhausen-Hergershausen,49.9506,8.8898,South-west
251,Bachhaupten,47.9833,9.4333,South-west
252,Backnang,48.9546,9.4336,South-west
255,Badbergen,52.6346,7.9788,North-west
256,Baddeckenstedt-Wartjensstedt,52.1039,10.1938,North-west
257,Baden-Baden-Geroldsau,48.727,8.2457,South-west
259,Müllheim,47.8064,7.6387,South-west
260,Badersleben,51.9861,10.8934,North-east
262,Bärnau-Naab,49.7983,12.4288,South-east
264,Bahnsdorf,51.5793,14.1285,North-east
266,Bahrendorf,51.9978,11.5639,North-east
267,Baierbach,48.4158,12.206,South-east
268,Baiersbronn-Obertal,48.5293,8.2727,South-west
269,Baiersbronn-Mitteltal,48.5116,8.3176,South-west
270,Baiersbronn-Schönegründ,48.5699,8.4058,South-west
271,Baiersbronn-Zwickgabel,48.5879,8.3185,South-west
272,Baiersdorf-Hagenau,49.6583,11.0609,South-east
273,Baindt,47.8413,9.6606,South-west
274,Bakede,52.2167,9.55,North-west
275,Balderschwang,47.465,10.1043,South-west
276,Balgstädt,51.2073,11.7302,North-east
277,Balingen-Heselwangen,48.2772,8.883,South-west
278,Ballenstedt,51.7206,11.2478,North-east
279,Baltmannsweiler-Hohengehren,48.7574,9.4514,South-west
280,Bamberg (am Tännig),49.8667,10.9333,South-east
281,Bamberg (Greiff-Werke),49.9167,10.9333,South-east
282,Bamberg,49.8743,10.9206,South-east
283,Bamberg-Altenburg,49.8808,10.8695,South-east
284,Bamberg (Sternwarte),49.88,10.88,South-east
285,Bammental,49.36,8.7829,South-west
287,Walternienburg-Ronney,51.961,11.9159,North-east
288,Bargischow-Gnevezin,53.8409,13.7549,North-east
289,Bargteheide,53.7275,10.2514,North-west
290,Hötensleben-Barneberg,52.1175,11.0789,North-east
291,Barnin,53.5968,11.6952,North-east
292,Barnstorf,52.6965,8.487,North-west
293,Barsinghausen,52.2992,9.4675,North-west
294,Barsinghausen-Hohenbostel,52.3199,9.43,North-west
295,Barsinghausen-Stemmen,52.3461,9.5192,North-west
296,Barßel-Loher Ostmark,53.1665,7.7966,North-west
297,Bartenshagen-Parkentin,54.0809,11.9792,North-east
298,Barth,54.3405,12.7108,North-east
301,Bartholomä,48.7584,9.9855,South-west
303,Baruth,52.0613,13.4997,North-east
304,Basdahl-Volkmarst,53.4307,8.9545,North-west
306,Bassenheim,50.3574,7.4639,South-west
308,Bastheim-Simonshof,50.4113,10.1782,South-west
309,Battenberg-Berghofen,51.0028,8.6693,North-west
310,Battenberg-Hof Karlsburg,51.0662,8.5375,North-west
311,Baumannshof,48.7,11.5333,South-east
312,Baumgarten,53.8149,11.8818,North-east
313,Baumholder,49.6186,7.3348,South-west
314,"Kubschütz, Kr. Bautzen",51.1604,14.5042,North-east
315,Bayerbach-Hölskofen,48.6865,12.2893,South-east
316,Bayerfeld-Steckweiler -Schmalfelderhof,49.6957,7.8387,South-west
317,Bayerisch Eisenstein,49.1198,13.1987,South-east
318,"Bayersoien, Bad",47.6921,10.9954,South-east
319,Eggenthal-Grub,47.9209,10.5024,South-east
320,Heinersreuth-Vollhof,49.9666,11.5198,South-east
321,Bayrischzell,47.6797,12.0017,South-east
322,Bebra-Iba,50.9798,9.8657,North-west
323,Bechhofen/Voggendorf,49.1626,10.5918,South-east
324,Beckingen-Düppenweiler,49.4125,6.764,South-west
325,Beckum-Vellern,51.7948,8.0718,North-west
326,Beckum-Unterberg,51.7204,8.0577,North-west
327,Bederkesa,53.6234,8.8323,North-west
328,Beelitz,52.2372,12.9775,North-east
329,Beerfelde,52.4303,14.0443,North-east
330,Oberzent-Beerfelden,49.5617,8.9673,South-west
331,Beerfelden-Airlenbach,49.5883,8.9254,South-west
332,Beesenlaublingen,51.7073,11.6966,North-east
333,Beeskow,52.1864,14.2361,North-east
334,Beetzendorf,52.708,11.0936,North-east
335,Behrensdorf,54.3426,10.6018,North-east
336,Hörselberg-Hainich-Behringen,51.0221,10.5148,North-east
337,Beilngries,49.0334,11.4622,South-east
338,Belgern,51.4787,13.1183,North-east
339,Belgershain-Rohrbach,51.2129,12.5623,North-east
340,Belleben-Haus Zeitz,51.6948,11.6399,North-east
341,"Bellingen, Bad",47.7277,7.552,South-west
342,Belm,52.317,8.1694,North-west
343,Belrieth,50.5269,10.4956,South-east
344,Belsdorf bei Behnsdorf,52.3419,11.1514,North-east
345,"Belzig, Bad",52.1433,12.5981,North-east
346,Bendeleben,51.3765,11.0092,North-east
347,Bendorf (A),50.4199,7.5656,South-west
348,Bendorf,50.4135,7.5886,South-west
349,Benediktbeuern,47.7064,11.4137,South-east
351,Oberharz am Brocken-Sorge,51.6926,10.6978,North-east
352,Bennigsen,52.2333,9.6667,North-west
353,Bensdorf-Woltersdorf,52.4067,12.3726,North-east
354,Zella-Mehlis-Benshausen,50.646,10.5896,South-east
355,Bensheim,49.6789,8.6276,South-west
356,Benthe,52.3361,9.6288,North-west
357,"Bentheim, Bad",52.3018,7.1301,North-west
358,Benthullen,53.0491,8.133,North-west
359,Beratzhausen,49.1022,11.796,South-east
360,Berching,49.1116,11.4329,South-east
361,Berchtesgaden (KKst),47.6344,13.0109,South-east
363,Berchtesgaden-Obersalzberg,47.6327,13.0503,South-east
364,Berchtesgaden-Oberau,47.6525,13.056,South-east
365,Berg/Oberpfalz,49.3311,11.4303,South-east
366,Berga/Elster,50.7524,12.1673,North-east
369,"Bergen-Nindorf, Kreis Celle",52.8333,9.9833,North-west
371,Bergen/Rügen,54.4215,13.4379,North-east
372,Bergisch Gladbach -Refrath,50.9552,7.1018,North-west
374,Berglen-Birkenweißbuch,48.8498,9.4881,South-west
375,Bergneustadt-Hüngringhausen,51.0023,7.6711,North-west
376,Bergtheim,49.8981,10.0653,South-west
377,"Bergzabern, Bad",49.107,7.9967,South-west
378,Berka,51.6842,10.1078,North-west
379,"Berka, Bad (Flugplatz)",50.9075,11.2665,North-east
381,"Berka, Bad",50.8988,11.2739,North-east
382,Berka/Werra,50.9405,10.0746,North-west
383,Berkatal-Frankenhain,51.2373,9.8899,North-west
384,Berkheim,48.0409,10.0808,South-west
385,Berkhof,52.6,9.7667,North-west
386,"Berleburg, Bad",51.0454,8.3851,North-west
387,"Berleburg, Bad (Alte Warte)",51.0667,8.3833,North-west
388,"Berleburg, Bad-Girkhausen",51.1201,8.454,North-west
389,"Berleburg, Bad-Arfeld",51.0148,8.4318,North-west
390,"Berleburg, Bad-Stünzel",50.9837,8.3683,North-west
391,"Berleburg, Bad-Wingeshausen",51.0698,8.2888,North-west
392,"Berleburg, Bad-Wunderthausen",51.0948,8.5148,North-west
394,Berlin (Rosenthal),52.5903,13.3833,North-east
399,Berlin-Alexanderplatz,52.5198,13.4057,North-east
400,Berlin-Buch,52.631,13.5021,North-east
401,Berlin-Charlottenburg,52.5167,13.2667,North-east
402,Berlin-Dahlem (LFAG),52.4564,13.2997,North-east
403,Berlin-Dahlem (FU),52.4537,13.3017,North-east
404,Berlin-Friedrichsfelde,52.5047,13.5215,North-east
406,Berlin-Friedrichshain,52.5167,13.4167,North-east
407,Berlin-Frohnau,52.6461,13.2858,North-east
409,Berlin-Johannisthal,52.45,13.5,North-east
410,Berlin-Kaniswall,52.404,13.7309,North-east
412,Berlin-Karlshorst,52.4833,13.5167,North-east
413,Berlin-Kaulsdorf,52.5044,13.5799,North-east
414,Berlin-Köpenick,52.4753,13.5899,North-east
416,Berlin-Lichtenrade,52.4069,13.4127,North-east
417,Berlin-Lichterfelde (Süd),52.4144,13.3036,North-east
418,Berlin-Lichterfelde Ost,52.4089,13.3316,North-east
419,Berlin-Malchow,52.5753,13.4832,North-east
420,Berlin-Marzahn,52.5447,13.5598,North-east
421,"Berlin-Marzahn, Apw",52.5333,13.55,North-east
422,Berlin-Mitte,52.5333,13.3833,North-east
425,Berlin-Rudow,52.4044,13.4838,North-east
426,Berlin-Schmöckwitz,52.3823,13.6236,North-east
427,Berlin Brandenburg,52.3807,13.5306,North-east
429,Berlin-Spandau,52.5667,13.1694,North-east
430,Berlin-Tegel,52.5644,13.3088,North-east
432,Berlin-Tegeler Fliesstal,52.6044,13.2952,North-east
433,Berlin-Tempelhof,52.4676,13.402,North-east
434,Berlin-Treptow,52.4553,13.4699,North-east
435,Berlin-Zehlendorf,52.4289,13.2327,North-east
436,Berlinchen,53.216,12.5815,North-east
437,Berlingerode,51.4554,10.2357,North-west
438,Schwarzenberg-Bermsgrün,50.5241,12.7759,South-east
439,"Bernau, Kreis Rosenheim",47.823,12.3974,South-east
440,Bernau-Goldbach,47.815,8.0256,South-west
441,Bernau-Kaiserhaus,47.8,8.0333,South-west
442,Bernbeuren,47.7333,10.7833,South-east
443,Bernbeuren-Prachtsried,47.7388,10.7448,South-east
444,Bernbruch,51.1843,12.6587,North-east
445,Bernburg/Saale (Nord),51.8218,11.711,North-east
446,Berne-Katjenbüttel,53.1553,8.5395,North-west
447,"Berneck, Bad",50.0415,11.6479,South-east
448,Bernhardswald-Hauzendorf,49.1265,12.2649,South-east
449,Bernhardswald-Kürn,49.1201,12.2152,South-east
450,Bernkastel-Kues,49.9186,7.0664,South-west
451,Bernried/Niederbayern -Buchet,48.9207,12.9267,South-east
452,"Bernsdorf, Krs. Kamenz",51.3734,14.066,North-east
453,Bernsgrün,50.5667,12.05,South-east
454,Rehungen,51.3798,10.5229,North-east
455,Bersenbrück,52.55,7.9508,North-west
456,Berßel,51.9542,10.7568,North-east
457,Berthelsdorf,51.0571,14.2283,North-east
458,"Bertrich, Bad",50.0699,7.0306,South-west
459,Bertsdorf,50.8871,14.7364,North-east
460,Berus,49.2641,6.6868,South-west
461,Beschotenweg,53.1833,7.3,North-west
462,Besdorf,54.05,9.35,North-west
463,Bestwig-Nuttlar,51.3718,8.4307,North-west
464,Bethau,51.6723,13.0002,North-east
465,Rhönblick-Bettenhausen,50.5561,10.2891,South-east
466,Betzenstein,49.68,11.4172,South-east
467,Beulich,50.1833,7.45,South-west
468,Beuren (Hochwald),49.7291,6.9175,South-west
469,"Bevensen, Bad",53.0833,10.5667,North-east
470,Beverungen,51.6709,9.3756,North-west
471,Bexbach-Höchen,49.3853,7.2692,South-west
472,Beyendorf-Sohlen,52.0483,11.6413,North-east
473,Sotterhausen,51.4526,11.3969,North-east
474,Warthausen-Birkenhard,48.1252,9.7639,South-west
475,Biberbach-Markt,48.5347,10.8119,South-east
476,Biblis,49.6896,8.4179,South-west
477,"Bibra, Bad",51.2068,11.5803,North-east
478,Biebergemünd-Bieber,50.1607,9.3342,South-west
479,Wächtersbach,50.2435,9.2892,South-west
480,Biedenkopf-Wallau,50.9275,8.4937,North-west
481,Biedenkopf (Sackpfeife),50.9518,8.5321,North-west
483,Bielatal,50.8732,14.0382,North-east
484,Bielefeld (Stadtreinigungsamt ),52.0358,8.5637,North-west
485,Bielefeld-Altenhagen,52.0439,8.6368,North-west
486,Bielefeld-Brackwede,51.9833,8.5167,North-west
487,Bielefeld-Senne,51.9836,8.554,North-west
488,Bielefeld-Sennestadt,51.9394,8.5932,North-west
489,Biendorf,51.7504,11.8532,North-east
490,Bienenbüttel-Bargdorf,53.1173,10.4902,North-east
491,Bieringen,49.35,9.5333,South-west
492,Biesenrode,51.6054,11.3855,North-east
493,Billerbeck,51.9622,7.3073,North-west
494,"Bingen, Kreis Sigmaringen",48.1135,9.2756,South-west
495,Bingen-Büdesheim,49.9453,7.9019,South-west
496,Binz,54.3941,13.6045,North-east
497,Birgland-Fürnried,49.4553,11.5975,South-east
498,Ühlingen-Birkendorf,47.7452,8.3111,South-west
499,"Birnbach, Bad",48.4416,13.0951,South-east
500,Birstein-Fischborn,50.3824,9.302,South-west
501,Birx,50.5296,10.0485,South-west
502,Bischbrunn,49.8747,9.4883,South-west
503,Rosenbach-Bischdorf,51.0938,14.7442,North-east
504,Lübbenau/Spreewald-Bischdorf,51.7982,13.9716,North-east
505,Bischhagen,51.4268,10.0932,North-west
506,Bischofroda,51.0537,10.3659,North-east
507,Bischofrode,51.4876,11.5339,North-east
508,Bischofsgrün,50.0539,11.8149,South-east
509,Bischofsgrün (Hohe Reuth),50.0509,11.7936,South-east
510,Bischofsheim/Rhön,50.3988,10.0016,South-west
511,Bischofsmais,48.9184,13.0795,South-east
512,Bischofswerda,51.1346,14.1904,North-east
513,Bischofswiesen,47.6458,12.9567,South-east
514,Bischofswiesen-Engedey,47.6141,12.947,South-east
515,Bischofswiesen-Loipl,47.6523,12.9253,South-east
516,Bischofswiesen-Winkl,47.6871,12.9412,South-east
517,Bismark,52.66,11.5518,North-east
518,Bispingen-Steinbeck/Luhe,53.1158,10.0693,North-west
519,Bispingen-Wilsede,53.166,9.9638,North-west
520,Bissendorf-Holte-Sünsbeck,52.2105,8.1938,North-west
521,Bissendorf-Schledehausen,52.2834,8.251,North-west
522,Bissingen (Kläranlage),48.7092,10.6283,South-east
523,Bitburg,49.9797,6.5325,South-west
524,Bitterfeld,51.6333,12.3167,North-east
525,Bitz,48.2435,9.1007,South-west
526,"Blankenburg, Bad",50.6738,11.2805,South-east
527,Blankenburg/Harz,51.7901,10.9714,North-east
528,Blankenfelde,52.3333,13.4,North-east
529,Blankenhagen,54.1732,12.3415,North-east
530,Blankenhain,50.8599,11.3439,North-east
531,Crimmitschau-Blankenha.,50.8107,12.3082,North-east
533,Blankenheim-Ahrhütte,50.3844,6.7375,South-west
535,Blankenrath,50.0372,7.3079,South-west
536,Blankenstein,50.3991,11.6919,South-east
537,Blaubeuren-Wennenden,48.4369,9.7443,South-west
538,Blaufelden,49.3,9.9667,South-west
539,Blaufelden-Gammesfeld,49.312,10.0905,South-west
540,Blaustein-Bermaringen,48.4618,9.8361,South-west
541,Bleckede,53.2902,10.7318,North-east
542,Bleckede-Walmsburg,53.2401,10.8522,North-east
543,Bleicherode,51.4468,10.574,North-east
544,Blesendorf,53.2024,12.3345,North-east
545,Blieskastel,49.2367,7.2528,South-west
546,Blieskastel-Brenschelbach,49.1512,7.3601,South-west
547,Blindheim,48.6326,10.6218,South-east
548,Blumberg,47.8422,8.5362,South-west
549,"Blumberg, Kreis Barnim",52.6067,13.6049,North-east
550,Bobeck,50.9041,11.7985,North-east
551,Weischlitz-Heinersgrün,50.3887,11.9955,South-east
552,Bobingen,48.2638,10.8215,South-east
553,Bocholt (Marienschule),51.838,6.6107,North-west
554,Bocholt-Liedern (Wasserwerk),51.8293,6.5365,North-west
555,Bochum,51.5026,7.2289,North-west
556,Bochum-Altenbochum,51.4833,7.25,North-west
557,Bochum-Langendreer,51.4667,7.3167,North-west
558,Bochum-Weitmar,51.45,7.2,North-west
559,Bockau,50.5399,12.6853,South-east
560,Bockenem,52.0145,10.1322,North-west
561,Bockhorn-Grabstede,53.367,7.9679,North-west
562,Bockhorn/Oberbayern -Grünbach,48.3285,12.0032,South-east
563,"Bocklet, Bad",50.2649,10.0827,South-west
564,Boddin-Langnow-Heidelberg,53.0963,12.3137,North-east
565,Durach-Bodelsberg,47.6844,10.4119,South-east
566,Bodenfelde (Forsthaus Winnefeld),51.6929,9.4547,North-west
567,Bodenfelde-Amelith,51.6957,9.5135,North-west
568,Bodenhäusle,48.1833,8.1167,South-west
569,Bodenkirchen-Aich,48.4241,12.4054,South-east
570,Bodenmais-Mais,49.0768,13.0765,South-east
571,"Bodenteich, Bad",52.8473,10.6696,North-east
572,Bodenwöhr-Altenschwand,49.2986,12.24,South-east
573,Bodman-Ludwigshafen,47.7949,9.0457,South-west
574,Bodnegg-Billen,47.7167,9.6833,South-west
575,Böbing,47.753,10.9865,South-east
576,Böblingen,48.6759,8.9732,South-west
577,Böhmfeld,48.8667,11.3667,South-east
578,Böhming,48.9451,11.3667,South-east
579,Rossau-Moosheim,51.0133,13.0969,North-east
580,Boek,53.4054,12.7861,North-east
581,Groß Bölkow-Matersen,53.9853,11.9981,North-east
582,Bönnigheim,49.0368,9.0875,South-west
583,Börfink-Thranenweier,49.7067,7.0973,South-west
584,Lossatal-Voigtshain,51.4075,12.8626,North-east
585,"Börnicke, Kreis Havelland",52.6892,12.935,North-east
586,Bösleben (Ilm),50.8241,11.0589,North-east
587,Böttingen,48.1063,8.8032,South-west
