year,month,day,date,p_air,T_air,rh,sh,Tpot,Tdew,VPmax,VPact,VPdef,H2OC,rho,wv,wd,rain1,rain2,Srain1,Srain2,Tpyr,TDR,TUR,SWDR,SWUR,albedo,SDUR,SDIR,LWDR,LWUR,TRAD,PAR,Rn,SHF1,SHF2,SHF3,SHF4,SHF5,SHFM,ST002,ST004,ST008,ST016,ST032,ST064,ST128,SM008,SM016,SM032,SM064,SM128,Tlog,Heating1,Heating2
2003,1,1,2003-01-01,991.8338,-0.6272,87.2672,3.3515,273.1862,-2.5285,6.2209,5.3196,0.9009,5.3755,1265.9209,1.9479,205.2113,1.065,1.2,1.065,1.2,0.7732,317.2204,320.4128,24.3132,19.3774,78.42,1850,10.447,292.9077,301.0351,-3.4085,50.6406,-3.1923,-2.8709,-3.2455,-7.2855,-4.7381,-2.8179,-4.1913,0.5643,0.6123,0.784,1.4715,2.4206,3.6717,5.8909,35.2111,36.3998,42.4681,44.5347,40.34,1.2213,54.1849,43.0262
2003,1,2,2003-01-02,972.6427,9.6046,82.7277,6.3358,285.0177,6.7498,12.0083,9.8688,2.1396,10.1467,1193.7313,2.9008,228.9198,7.015,6.6,8.08,7.8,9.2571,332.0587,346.2283,8.4223,1.3685,17.0467,0,0.3856,323.6369,344.8604,6.0908,19.5775,-14.1704,7.4606,13.8131,20.2737,15.1331,15.6283,14.4615,5.2219,4.8429,4.0227,3.1669,2.7042,3.6729,5.9392,35.9946,37.5415,42.7746,44.8829,40.4087,10.3552,31.6438,0
2003,1,3,2003-01-03,977.2677,8.6873,78.4385,5.6304,283.7098,5.1196,11.2675,8.8156,2.4517,9.0215,1203.8275,5.9739,238.1565,1.59,2.1,9.67,9.9,7.3612,343.2619,344.9577,10.6002,1.1279,NA,0,0.1987,332.6617,343.8306,5.8883,22.9694,-1.6967,4.1317,5.4125,8.5552,6.2331,5.7471,6.0156,5.8773,5.7104,5.3031,4.7952,3.9875,3.9331,5.9681,48.0823,49.1408,43.5115,45.3544,40.6006,9.0312,12.6744,0
2003,1,4,2003-01-04,988.4079,1.396,87.9867,3.7994,274.9648,-0.3927,6.8269,6.0602,0.7667,6.0935,1259.5096,NA,NA,0,0,9.67,9.9,0.2773,314.4562,334.8348,10.4019,1.6021,11.51,0,0.3506,304.0546,333.2331,3.7104,21.6579,-20.3777,1.7315,2.1742,3.6765,2.966,2.5154,2.6121,5.6321,5.5306,5.291,5.0969,4.5944,4.3827,6.0115,50.896,51.7958,44.3427,45.686,40.63,2.1625,66.1569,5.995
2003,1,5,2003-01-05,994.5852,-2.3794,72.6217,2.3235,271.2023,-6.6785,5.134,3.7106,1.4242,3.731,1277.7794,NA,NA,0,0,9.67,9.9,-3.5131,288.2271,324.1821,29.9065,5.4602,20.6333,6810,42.8344,258.3206,318.7223,0.6385,54.5073,-35.9542,-2.5185,-4.4088,-7.1675,-4.9602,-4.5304,-4.7165,4.3079,4.3815,4.4802,4.8146,4.7556,4.7427,6.0819,50.9262,51.8919,44.4492,45.7419,40.5769,-2.1065,0,0
2003,1,6,2003-01-06,994.7017,-1.8069,80.6054,2.6983,271.7665,-4.7096,5.3646,4.3079,1.0567,4.331,1274.9748,1.5477,120.2654,0.285,0.2,9.955,10.1,-2.241,298.6477,315.9727,28.389,4.909,18.5787,7819,34.7806,270.2594,311.0633,-1.0131,50.5725,-17.3244,-4.9742,-8.8042,-13.2192,-8.86,-8.8754,-8.9467,2.4196,2.561,2.9004,3.6573,4.3792,4.9371,6.1762,50.8227,51.7837,44.4373,45.8373,40.5046,0.0771,25.6604,25.6604
2003,1,7,2003-01-07,1002.6696,-7.4575,82.1519,1.8152,265.5013,-9.9733,3.5252,2.9217,0.6029,2.9137,1313.2744,2.6021,51.929,0.025,0.1,9.98,10.2,-8.1465,279.0498,306.7185,30.0727,14.3869,47.7815,1350,6.7227,248.9769,292.3315,-5.2292,56.645,-27.6692,-4.3621,-5.8498,-8.1602,-6.6765,-7.6344,-6.5371,2.4119,2.5121,2.6996,3.2113,3.9279,4.9223,6.2654,50.5181,51.6552,44.5127,45.9369,40.3548,-4.6017,40.116,40.116
2003,1,8,2003-01-08,1003.0106,-10.1981,83.4812,1.4583,262.7362,-12.4594,2.8294,2.3492,0.4798,2.3415,1327.6698,1.3915,62.3058,0,0,9.98,10.2,-11.7012,238.0996,294.0362,32.5154,19.6644,60.4771,4180,14.5267,205.5844,274.3717,-9.4292,61.3281,-55.9371,-6.7235,-9.3173,-13.4417,-10.2115,-10.9471,-10.1285,1.2156,1.4287,1.8223,2.6321,3.6237,4.8433,6.3392,50.2775,51.6167,44.5233,45.985,39.6471,-8.684,31.7252,31.7252
2003,1,9,2003-01-09,1003.8235,-12.231,84.9765,1.2577,260.6444,-14.23,2.3933,2.0288,0.3644,2.0212,1339.2306,1.1102,115.7542,0.035,0,10.015,10.2,-11.3088,248.3733,292.5512,37.4996,24.7452,65.0357,14690,38.6452,210.8727,267.8062,-11.0179,62.9102,-44.1763,-5.9338,-8.7308,-13.6081,-10.5158,-10.2025,-9.7977,0.3012,0.5456,0.9806,1.8825,3.0946,4.6813,6.3808,50.0919,51.6533,44.58,46.07,39.0648,-9.7398,70.8917,70.8917
2003,1,10,2003-01-10,1007.1437,-6.0185,86.7496,2.1235,266.5969,-7.8592,3.9402,3.4354,0.5038,3.41,1311.7583,0.8496,190.9983,0.14,0,10.155,10.2,-5.6483,294.1106,301.7446,18.8108,12.9465,68.7733,0,0,275.2996,288.7975,-6.0273,41.6365,-7.6335,-5.1354,-7.0177,-10.5731,-8.0019,-8.8331,-7.9121,-0.0602,0.1888,0.5904,1.42,2.6556,4.4733,6.3954,49.9281,51.5152,44.6706,46.1329,38.9581,-3.8929,50.8915,50.8915
2003,1,11,2003-01-11,1016.2275,-3.5702,87.2531,2.5181,268.3519,-5.3979,4.7298,4.1069,0.6223,4.0425,1311.2638,1.0642,116.8606,0.115,0,10.27,10.2,-2.8067,293.1127,310.5404,25.7819,17.4254,67.5207,680,3.0596,267.3298,293.115,-5.0638,52.5727,-17.4288,-4.145,-5.9887,-8.0702,-6.3969,-8.206,-6.5612,-0.0723,0.1483,0.5015,1.2504,2.3844,4.2546,6.3877,49.78,51.4685,44.7869,46.274,38.9346,-0.8338,54.48,54.48
2003,1,12,2003-01-12,1015.2865,-3.4552,84.425,2.5212,268.5379,-5.7244,4.9288,4.1071,0.8217,4.046,1309.7521,1.7735,218.9142,0.01,0,10.28,10.2,-3.7963,295.8015,305.6321,16.529,10.9015,66.314,0,0,279.2729,294.7317,-4.731,35.3237,-9.8296,-4.3208,-5.6483,-8.8588,-6.5898,-7.5429,-6.5923,-0.2981,0.0431,0.3856,1.1162,2.2154,4.0723,6.3496,49.4425,51.3171,44.8281,46.32,38.9206,-1.8735,30.1042,30.1042
2003,1,13,2003-01-13,1007.0723,0.3292,84.8196,3.3079,272.9394,-1.9498,6.281,5.3446,0.9369,5.3077,1280.276,3.3392,215.9969,2.355,2.2,12.635,12.4,0.5469,310.9358,317.4983,11.7235,9.8792,83.6954,0,0,299.2123,307.6192,-1.7783,28.2046,-6.5627,-3.3469,-5.0412,-5.8579,-5.301,-7.371,-5.3833,-0.141,0.034,0.3415,1.0252,2.0683,3.9112,6.2948,49.2488,51.235,44.91,46.36,38.8823,2.105,60.741,27.6729
2003,1,14,2003-01-14,1009.6552,5.8985,83.0506,4.7648,278.2921,3.2394,9.3031,7.7121,1.5908,7.6381,1256.8029,3.9119,223.4925,0.17,0.2,12.805,12.6,5.239,341.4908,321.6829,14.8027,2.4379,16.37,0,0.3388,326.6887,319.245,0.7602,31.3723,19.8085,-3.0621,-4.6838,-4.8654,-4.8902,-7.8046,-5.0619,-0.0171,0.06,0.3665,1.0275,2.0269,3.8056,6.2333,48.745,51.1063,44.9773,46.464,38.9748,7.0019,20.7181,0
2003,1,15,2003-01-15,1009.0521,5.3667,76.1388,4.2133,277.8087,1.4937,8.9854,6.8198,2.1658,6.7571,1258.8806,3.2242,225.1977,0,0,12.805,12.6,4.0271,328.4646,320.5292,23.7798,2.5806,13.3883,4060,18.0833,304.685,317.9488,0.4806,45.0519,7.9358,-2.8831,-3.5767,-5.4321,-3.235,-6.7685,-4.379,0.0029,0.1192,0.4279,1.0744,2.024,3.7656,6.2012,48.4998,51.06,44.99,46.4906,39.0617,6.4233,2.2342,0
2003,1,16,2003-01-16,1008.3556,5.2106,74.8638,4.0929,277.7088,1.089,8.9015,6.6171,2.285,6.5627,1258.834,3.2713,228.3754,0,0,12.805,12.6,3.855,323.3498,323.044,35.7946,4.82,14.0778,7508,45.7531,287.5548,318.2238,0.5394,65.9452,0.3058,-1.7667,-0.9392,-1.6579,-1.6546,-3.4756,-1.8988,0.0885,0.324,0.6612,1.24,2.0304,3.6971,6.1438,48.5271,51.035,44.9844,46.5519,38.8992,6.1537,2.3604,0
2003,1,17,2003-01-17,1007.5321,1.9827,83.116,3.566,274.5542,-0.8083,7.1794,5.7633,1.4173,5.7194,1273.0719,1.295,214.6385,0,0,12.805,12.6,2.534,286.9952,319.8813,54.3325,11.8517,22.6675,22590,170.8762,232.6633,308.0298,-1.696,81.15,-32.8856,-3.7206,-2.6865,-2.5173,-2.1879,-4.7944,-3.1823,0.809,0.8135,0.9021,1.3956,2.0325,3.5283,6.0356,48.7088,50.9306,44.8906,46.5827,38.9031,3.499,55.8798,46.0648
2003,1,18,2003-01-18,1001.6756,1.6587,84.9679,3.644,274.6881,-0.6117,6.9294,5.8554,1.075,5.8448,1266.995,1.146,199.1227,0,0,12.805,12.6,2.1913,291.0225,311.4777,18.5823,2.7135,18.2275,2320,13.2006,272.441,308.7646,-1.5367,38.4688,-20.454,-4.2927,-5.53,-8.3708,-6.8231,-6.5906,-6.3212,0.1713,0.3008,0.4973,1.1225,1.9196,3.3748,5.8483,43.9273,47.1135,44.7919,46.5031,38.9096,2.8921,54.2823,35.1156
2003,1,19,2003-01-19,995.615,3.6904,75.8269,3.6992,277.2015,-0.4865,8.1531,5.9071,2.2458,5.9331,1250.2387,2.3452,206.2217,0,0,12.805,12.6,4.1819,320.5471,326.2408,55.8106,11.02,20.1323,23390,131.7067,264.7362,315.2206,-0.1352,91.1427,-5.6942,-3.88,-0.2988,-2.1435,0.2881,-2.1725,-1.6423,0.6106,0.5112,0.5015,0.9581,1.7575,3.2588,5.6813,39.5225,40.6656,44.6904,46.4637,38.785,5.2692,40.2888,23.1596
2003,1,20,2003-01-20,991.5717,6.936,73.3777,4.5952,280.7752,2.4721,10.0058,7.3071,2.6992,7.3683,1229.8565,3.3029,202.6821,0.045,0.1,12.85,12.7,5.8306,330.2262,335.2225,43.0531,7.301,18.145,11870,70.5115,287.1731,327.921,2.5917,71.0192,-4.9956,2.5852,6.3123,9.8088,6.6333,5.8177,6.2312,3.1056,2.8079,2.3981,2.106,2.046,3.199,5.5635,37.9415,39.1804,44.3623,46.4044,38.8054,8.0258,3.8888,0
2003,1,21,2003-01-21,981.6175,5.5996,68.5135,3.9562,280.2427,0.2352,9.1717,6.2298,2.9421,6.3454,1223.8552,2.2702,208.3429,0,0,12.85,12.7,4.3229,313.4904,327.0696,17.2008,1.8471,NA,0,0.684,296.2898,325.2229,2.0156,35.2654,-13.5794,-0.6973,-1.4667,-3.2744,-1.8171,-1.3004,-1.7108,2.695,2.7154,2.6677,2.7571,2.6852,3.3246,5.4917,36.9556,37.3506,43.6592,46.28,38.77,6.8865,0.7527,0.7527
2003,1,22,2003-01-22,981.9698,4.185,76.9777,4.0362,278.7915,0.4529,8.35,6.3588,1.9908,6.4738,1230.5187,1.7204,202.2844,0.01,0,12.86,12.7,3.3025,308.6419,323.5065,41.0121,5.831,14.2208,11540,48.2108,267.6292,317.6756,0.3917,73.3971,-14.865,-3.0579,-2.9706,-5.3575,-4.4271,-3.7373,-3.9098,1.4852,1.4754,1.5683,2.1098,2.6488,3.4981,5.4398,36.3085,36.4506,42.4438,46.2181,38.7713,4.9377,18.8194,0
2003,1,23,2003-01-23,994.9104,4.5638,92.4208,4.9275,278.1283,3.4379,8.5188,7.8612,0.655,7.8983,1244.285,1.2831,231.9398,2.895,2.7,15.755,15.4,6.0746,331.4052,323.9129,11.5688,0.314,NA,0,0.4285,319.8367,323.599,1.6663,29.2931,7.491,0.484,2.4552,3.4006,1.9294,2.2017,2.0946,2.031,1.8885,1.7583,2.0213,2.5225,3.5425,5.4204,36.8792,37.046,42.2323,45.2638,38.805,5.8342,100,0
2003,1,24,2003-01-24,1016.0708,3.641,86.5,4.2423,275.5433,1.5973,7.9621,6.909,1.0537,6.8021,1275.5554,1.5023,244.4135,2.935,2.7,18.69,18.1,4.0246,324.9854,323.5583,6.5679,0.3988,NA,0,0,318.4185,323.1598,1.5923,15.82,1.4267,-1.1085,-2.2869,-3.8475,-2.5148,-2.4004,-2.4317,2.6065,2.5948,2.5923,2.7719,2.8662,3.5829,5.4235,37.8119,38.5067,42.7873,43.991,38.8988,5.4021,62.5931,0
2003,1,25,2003-01-25,1015.8842,3.079,81.25,3.7627,274.9958,0,7.6775,6.1325,1.544,6.0356,1278.296,1.7579,208.5533,0,0,18.69,18.1,3.891,329.3819,329.0317,64.2298,10.3821,17.3271,24770,177.2054,265.1512,318.6496,0.6067,103.1006,0.3498,-2.8671,-1.0544,-2.5985,-3.5275,-3.7087,-2.7517,2.2931,2.216,2.2331,2.5681,2.9013,3.6927,5.4202,36.4533,36.9008,42.2373,43.645,38.8323,5.1717,48.5187,14.7223
2003,1,26,2003-01-26,1010.81,3.5406,82.0219,3.9779,275.8512,0.7323,7.906,6.4481,1.4579,6.3794,1269.586,2.514,226.0831,0.57,0.5,19.26,18.6,3.2517,330.371,323.8512,20.5865,2.2281,12.86,0,0,309.7835,321.6233,1.2602,41.2687,6.5185,-1.0558,-1.6256,-3.436,-2.2042,-1.9619,-2.0567,1.6154,1.6219,1.6602,2.1235,2.7746,3.7502,5.4402,36.1319,36.2467,42.13,43.3367,38.77,5.1519,32.6388,0.0923
2003,1,27,2003-01-27,1004.4483,7.8308,85.7117,5.7333,280.6365,5.5583,10.834,9.2231,1.6108,9.1846,1241.1783,3.4342,236.6119,0.885,1,20.145,19.6,7.2133,358.3319,342.4785,21.3646,1.1621,NA,0,0.3656,336.9675,341.3162,5.3408,47.0423,15.8529,6.6852,13.295,21.2725,13.9079,12.94,13.6208,4.8494,4.4258,3.776,3.2327,2.9673,3.7529,5.4569,36.4719,36.604,42.13,43.1477,38.7669,8.8092,41.9104,0
2003,1,28,2003-01-28,991.7102,7.5831,74.4635,4.98,281.411,3.2969,10.5838,7.9219,2.6627,7.9827,1226.9673,5.1077,243.2304,4.515,5.4,24.66,25,6.2654,353.1752,345.7927,45.1173,6.6929,15.0756,8820,63.8719,308.0573,339.1004,4.8977,76.971,7.3821,-0.526,-0.8896,-1.1515,-0.8662,-1.4098,-0.9685,5.4831,5.4638,5.3102,5.0052,4.1058,3.9435,5.4721,37.3404,37.7583,42.57,43.06,38.7431,9.0392,6.2958,0
2003,1,29,2003-01-29,979.621,3.2619,83.7631,4.1146,278.0544,0.7494,7.7398,6.464,1.2756,6.5985,1231.545,2.986,241.9812,4.37,4.4,29.03,29.4,2.5581,325.1602,324.6669,28.5994,3.2579,11.97,1490,7.0756,296.5604,321.4094,1.2133,58.7808,0.4933,-3.9948,-6.7306,-10.594,-8.0333,-7.556,-7.3823,2.0702,2.2252,2.4973,3.285,3.9217,4.2838,5.5031,37.9942,38.5102,42.8883,43.06,38.7367,4.7583,46.0404,0
2003,1,30,2003-01-30,981.0258,0.9292,86.7933,3.5958,275.5946,-1.089,6.5819,5.6606,0.9215,5.7696,1244.2421,1.8019,217.0721,0.515,0.5,29.545,29.9,1.6598,322.6167,321.4717,48.5913,8.6404,22.4718,5270,31.6283,274.0252,312.831,-0.6587,91.4383,1.145,-4.786,-7.0206,-10.636,-8.4948,-8.3269,-7.8527,1.4956,1.6752,1.9504,2.7056,3.4377,4.3125,5.5542,37.51,38.1925,42.966,43.1231,38.77,3.0723,71.5154,30.88
2003,1,31,2003-01-31,993.5056,-1.981,84.7752,2.8077,271.6865,-4.2048,5.2881,4.4773,0.8098,4.506,1274.1323,2.0208,243.4592,0.085,0,29.63,29.9,-2.0735,303.5669,307.949,21.3273,6.0981,34.085,0,0.3754,282.24,301.8508,-3.0538,43.2969,-4.3821,-6.011,-8.3256,-12.8004,-10.3327,-9.1594,-9.3258,0.0627,0.3219,0.7365,1.8417,2.9783,4.2162,5.6073,34.1979,35.1908,42.2181,43.0677,38.8571,-0.1235,42.0262,42.0262
2003,2,1,2003-02-01,1004.3246,-1.8998,75.5769,2.4744,270.9267,-5.7233,5.3312,3.9888,1.3427,3.9708,1287.9133,1.7271,131.0796,0.315,0.3,29.945,30.2,-2.2331,321.7325,340.3898,68.6908,46.9642,67.4688,15300,106.8102,253.0415,293.4265,-4.9642,120.3912,-18.6598,-4.3296,-6.2183,-9.009,-7.1821,-6.6652,-6.6808,0.0448,0.236,0.5231,1.4298,2.4971,4.0344,5.636,34.1696,34.7654,42.0277,42.999,38.9365,1.1606,17.1181,17.1181
2003,2,2,2003-02-02,993.8567,-0.12,71.7383,2.7783,273.5256,-4.5935,6.1571,4.4281,1.7292,4.4602,1266.0933,3.8471,203.4675,0,0,29.945,30.2,-1.1335,333.4952,327.2027,61.3206,21.5715,37.034,9660,50.8013,272.175,305.6313,-2.2427,110.7069,6.2929,-3.7998,-5.8648,-7.8677,-6.1285,-5.789,-5.8898,-0.1567,0.0777,0.381,1.2271,2.2352,3.8385,5.644,32.9983,34.0535,41.9517,42.98,38.8156,1.6071,0,0
2003,2,3,2003-02-03,977.7165,3.8102,81.6813,4.1706,278.761,0.9323,8.0492,6.539,1.5104,6.6879,1226.6717,3.0792,226.58,2.22,2.2,32.165,32.4,3.1148,338.9865,326.3048,43.1794,5.8817,13.2975,5980,34.7825,295.8073,320.4227,1.006,83.9562,12.6817,-1.04,-0.8496,-1.3383,-1.2919,-1.71,-1.2463,0.4592,0.5021,0.6585,1.3102,2.0744,3.6744,5.6267,36.5058,36.3417,42.2854,42.98,38.7433,5.3712,34.5604,0
2003,2,4,2003-02-04,975.6508,1.0429,79.3588,3.3292,276.1431,-2.186,6.6256,5.2117,1.414,5.3419,1237.0894,2.1448,234.6206,0,0,32.165,32.4,0.5329,299.2537,318.9106,60.0115,9.821,17.38,17460,124.3788,239.2423,309.089,-1.4665,108.8187,-19.6569,-4.4508,-3.7379,-7.5873,-6.521,-6.264,-5.7119,0.4735,0.5344,0.6977,1.3975,2.1073,3.5575,5.5921,36.7604,37.6788,42.755,42.98,38.7479,2.8275,27.8356,22.0023
2003,2,5,2003-02-05,983.8346,0.3854,83.7527,3.3385,274.8229,-2.0412,6.2933,5.27,1.0227,5.3569,1250.4331,1.4829,180.2402,0.265,0.2,32.43,32.6,0.3667,305.709,311.5033,28.44,2.6012,11.07,1980,11.0069,277.269,308.9023,-1.4981,57.9965,-5.7942,-3.4281,-4.3938,-7.904,-6.2521,-5.2431,-5.4446,0.0317,0.1567,0.3763,1.1531,1.989,3.4813,5.5471,34.6002,35.7577,42.2292,42.9246,38.8065,2.3646,39.4902,28.7029
2003,2,6,2003-02-06,999.3158,-0.3292,81.0648,3.0233,272.886,-3.2127,5.9721,4.8452,1.1262,4.851,1273.685,1.7692,229.8562,0.04,0,32.47,32.6,-0.1292,328.1094,325.8904,41.0717,21.0496,51.4388,3997,14.6569,287.0371,304.84,-2.3873,79.3098,2.2187,-3.0958,-3.7996,-5.356,-5.1621,-4.546,-4.3919,0.0873,0.176,0.3423,1.0835,1.8625,3.3937,5.5046,34.9038,35.5048,42.0775,42.8933,38.9429,2.0052,38.9242,38.9242
2003,2,7,2003-02-07,1005.5929,-0.8219,84.4081,3.059,271.9042,-3.1727,5.8279,4.935,0.8933,4.9073,1284.0573,0.9094,180.041,0.81,0.8,33.28,33.4,-0.2712,332.2081,320.5771,47.9113,15.9783,34.7869,1060,6.2171,284.296,304.5985,-2.4771,99.1575,11.6312,-3.1023,-3.9465,-7.3508,-4.7156,-4.5638,-4.7352,0.0485,0.1573,0.3329,0.9946,1.7983,3.3129,5.46,34.2156,35.0583,42.0277,42.8173,38.98,1.5923,42.2333,31.2256
2003,2,8,2003-02-08,1006.6192,1.3656,97.5342,4.0804,274.0065,1.0179,6.7527,6.5869,0.1652,6.5429,1274.2485,0.6477,111.8208,2.57,2.4,35.85,35.8,4.2265,327.5754,316.7838,11.614,2.1219,28.8717,0,0,315.9608,314.6619,-0.231,33.9767,10.7923,-2.3023,-3.8533,-6.8029,-4.7677,-4.2465,-4.394,0.1321,0.1933,0.3467,0.9852,1.7494,3.2477,5.416,35.8506,36.1188,42.1283,42.75,39.0092,4.1544,100,44.271
2003,2,9,2003-02-09,1007.7217,-0.8258,85.6362,3.0031,271.7358,-3.1285,5.8177,4.8573,0.9604,4.82,1286.8208,0.9729,151.2823,0,0,35.85,35.8,0.8856,325.4667,321.8377,89.76,14.139,16.5721,26670,201.1285,235.7069,307.699,-1.7952,160.9679,3.6294,-2.7338,2.7352,-3.5083,-3.3419,-1.9098,-1.7513,0.5981,0.5292,0.551,1.0708,1.7163,3.1873,5.3731,36.8323,37.6548,42.7808,42.75,39.05,2.3894,62.8473,62.8473
2003,2,10,2003-02-10,1009.2629,-3.9667,89.3912,2.515,268.4858,-5.474,4.5956,4.075,0.5194,4.0383,1304.1908,1.0279,171.359,0,0,35.85,35.8,-2.1827,298.5335,310.5133,89.5027,15.0294,18.0325,28910,177.065,209.0323,295.484,-4.5377,154.016,-11.9792,-3.2788,-3.6448,-20.869,-5.545,-5.0831,-7.6846,-0.085,0.0558,0.2662,0.9725,1.7529,3.151,5.3265,33.9221,35.5969,42.3475,42.75,39.0481,-1.2342,65.3006,65.3006
2003,2,11,2003-02-11,1013.2631,-4.6969,91.6348,2.4271,267.4531,-5.8552,4.325,3.9485,0.3773,3.8965,1312.9479,1.121,114.8021,0,0,35.85,35.8,-2.1202,298.2985,299.3248,26.9819,1.6977,8.55,0,1.1162,271.3169,297.6277,-4.0104,58.8244,-1.0267,-4.7994,-12.3665,-23.5408,-9.4723,-12.4356,-12.5231,-0.4488,-0.1702,0.101,0.7658,1.6331,3.1106,5.2777,30.7973,33.755,41.9975,42.6896,39.025,-1.6785,100,100
2003,2,12,2003-02-12,1015.0058,-2.2771,73.9923,2.3221,269.7319,-6.4094,5.231,3.7827,1.4477,3.7271,1303.6044,1.6667,71.1469,0,0,35.85,35.8,-2.9067,321.9202,318.0577,94.1425,16.9029,19.7188,30150,192.4952,227.7777,301.1552,-3.2544,159.7819,3.8627,-4.5027,-4.6194,-12.741,-6.7015,-8.4512,-7.4025,-0.4838,-0.3767,-0.0462,0.6717,1.5306,3.046,5.231,26.3579,31.9758,41.8306,42.6135,38.9606,0.2894,15.4167,15.4167
2003,2,13,2003-02-13,1013.9169,-6.6181,82.4329,1.866,265.4923,-9.2481,3.8002,3.0383,0.7621,2.9969,1323.85,1.1652,142.0863,0,0,35.85,35.8,-5.9738,284.4729,301.3163,95.261,18.3152,20.4159,30230,172.9706,189.2117,283.0019,-7.45,156.6994,-16.8438,-8.5798,-18.2956,-35.4577,-16.3473,-20.7538,-19.8865,-1.8915,-1.5502,-0.5635,0.465,1.4171,2.9725,5.1888,25.62,31.0975,41.7094,42.5271,38.8819,-4.5388,55.244,55.244
2003,2,14,2003-02-14,1013.439,-6.791,78.1012,1.7227,265.354,-10.3146,3.839,2.805,1.0337,2.7677,1324.3596,0.8617,179.1275,0,0,35.85,35.8,-5.8738,292.2538,301.6106,98.9054,19.3085,21.1865,30630,206.0979,193.3479,282.3019,-7.6823,169.23,-9.3579,-7.0519,-13.111,-28.1646,-13.365,-16.8158,-15.7015,-2.8927,-2.6206,-1.6673,0.1344,1.2298,2.891,5.1471,NA,NA,41.5773,42.44,38.84,-4.5469,52.3492,52.3492
2003,2,15,2003-02-15,1016.0963,-3.7192,89.1173,2.5948,268.2133,-5.2758,4.7869,4.2333,0.5542,4.1654,1311.9098,1.325,120.5435,0.17,0,36.02,35.8,-2.0877,285.9667,295.3283,13.9596,1.7894,16.25,0,0,272.0071,293.539,-4.9929,35.589,-9.361,-3.8471,-8.3454,-16.5208,-8.1625,-10.3467,-9.4444,-2.5365,-2.3602,-1.7877,-0.241,1.0177,2.7773,5.1067,NA,NA,41.4208,42.364,38.8467,-2.1573,89.3979,89.3979
2003,2,16,2003-02-16,1019.5885,-2.1425,81.0612,2.5815,269.5194,-4.9633,5.2223,4.2246,0.9985,4.1429,1308.5502,2.086,40.5804,0.145,0.1,36.165,35.9,-2.9094,313.8917,316.534,33.2319,20.204,60.0918,490,2.2346,280.6604,296.3302,-4.295,61.2894,-2.6437,-1.3725,-2.4106,-4.714,-2.7906,-3.3794,-2.934,-1.1879,-1.171,-1.0198,-0.2735,0.8781,2.6567,5.056,NA,NA,41.2054,42.3092,38.9085,-0.1515,25.6354,25.6354
2003,2,17,2003-02-17,1021.336,-4.6106,82.1704,2.1715,266.9325,-7.2008,4.3633,3.5602,0.8021,3.4867,1323.2127,1.6238,64.9267,0.01,0,36.175,35.9,-5.2512,301.3,306.019,46.6729,17.8285,38.7772,90,0.6362,254.6275,288.19,-6.2096,91.1606,-4.7185,-2.7054,-4.5871,-10.6733,-5.2804,-6.7185,-5.9927,-1.5075,-1.3298,-1.0075,-0.2581,0.8262,2.561,5.0083,NA,NA,40.9787,42.2221,38.9729,-2.4558,18.3452,18.3452
2003,2,18,2003-02-18,1015.5144,-5.284,86.3694,2.1792,266.7015,-7.2217,4.1392,3.5531,0.5844,3.4985,1318.9698,1.4717,114.9629,0.005,0,36.18,35.9,-4.3181,314.694,303.8235,41.9992,12.6098,30.09,0,0,272.6952,291.2129,-5.4738,84.7638,10.8702,-3.0865,-4.8579,-10.6775,-5.7696,-7.6219,-6.4019,-2.2271,-2.0625,-1.651,-0.5127,0.7477,2.4892,4.9588,NA,NA,40.7467,42.144,38.9198,-2.9715,60.1852,60.1852
2003,2,19,2003-02-19,1008.826,-2.5952,89.1785,2.7767,269.8871,-4.1363,5.0521,4.4965,0.5569,4.4575,1296.7613,1.4569,71.3134,0.02,0.2,36.2,36.1,-2.171,321.946,309.5356,33.3592,9.3467,28.2836,0,0,288.5871,300.1904,-3.4321,68.7515,12.4098,-1.561,-2.3198,-5.0219,-2.8979,-3.7679,-3.1142,-1.5465,-1.4756,-1.3008,-0.5196,0.6515,2.4102,4.9077,NA,NA,40.47,42.099,38.8954,-1.0956,79.2598,79.2598
2003,2,20,2003-02-20,1003.8985,-2.0708,90.4463,2.9454,270.7885,-3.4231,5.2538,4.746,0.5073,4.7279,1287.7929,1.494,101.4738,0.005,0,36.205,36.1,-0.52,319.8633,308.0069,27.9752,5.0235,19.3364,0,0,291.8869,302.9848,-2.8052,62.1581,11.8558,-1.1073,-1.749,-3.7448,-2.1688,-2.8312,-2.32,-1.1119,-1.1019,-0.9996,-0.3721,0.6152,2.3363,4.8567,NA,NA,40.1494,42.0221,38.8502,0.4108,96.1104,96.1104
2003,2,21,2003-02-21,1008.995,-1.9279,89.6298,2.9337,270.5383,-3.431,5.3385,4.7498,0.5888,4.7083,1293.706,1.2433,108.4517,0,0,36.205,36.1,-0.4952,334.7048,315.9004,73.2231,11.936,17.0221,13170,74.0515,261.4819,303.965,-2.6404,134.3025,18.8033,-0.9979,1.1338,0.5098,-1.149,-0.7062,-0.241,-0.6421,-0.7273,-0.731,-0.3052,0.6169,2.2844,4.8006,NA,NA,39.8815,41.9373,38.6383,0.9552,74.6298,74.6298
