year,month,day,date,p_air,T_air,rh,sh,Tpot,Tdew,VPmax,VPact,VPdef,H2OC,rho,wv,wd,rain1,rain2,Srain1,Srain2,Tpyr,TDR,TUR,SWDR,SWUR,albedo,SDUR,SDIR,LWDR,LWUR,TRAD,PAR,Rn,SHF1,SHF2,SHF3,SHF4,SHF5,SHFM,ST002,ST004,ST008,ST016,ST032,ST064,ST128,SM008,SM016,SM032,SM064,SM128,Tlog,Heating1,Heating2
2005,7,6,2005-07-06,994.0823,15.6367,71.3058,7.5738,289.289,9.5775,18.2931,12.0485,6.2435,12.1192,1193.8962,1.0954,147.6583,0.38,0.3,225.395,204,18.1425,534.0454,435.871,182.0325,34.3352,19.1708,13300,52.8152,352.0123,401.5369,16.7662,351.7331,98.1746,1.6992,2.6065,-2.9367,2.3038,0.0635,0.7479,18.8612,18.7831,18.6442,18.6062,18.3554,17.1729,13.9185,14.6742,13.2315,21.2138,26.7069,31.8588,20.4629,39.1437,0
2005,7,7,2005-07-07,994.0192,15.1229,79.8731,8.6033,288.7792,11.5529,17.3367,13.6748,3.6617,13.7581,1195.0262,2.04,214.2819,0.63,0.5,226.025,204.5,16.3806,505.7323,425.2354,153.7181,31.0446,20.5175,10490,58.2792,351.9494,394.3523,15.5579,307.8848,80.4979,-0.324,-0.1196,-7.751,-5.6,-5.8519,-3.9298,18.1667,18.2242,18.2817,18.4017,18.1098,16.9725,13.9981,14.6244,13.2208,21.1708,26.6554,31.815,19.0663,26.4923,0
2005,7,8,2005-07-08,999.356,13.33,81.999,7.6867,286.5423,9.965,15.756,12.2933,3.4633,12.3002,1209.7815,1.3215,119.2638,0.025,0,226.05,204.5,15.7417,492.5612,419.5208,164.9356,31.9667,19.9667,11080,59.325,327.6252,387.5542,14.2006,319.8373,73.0404,-2.8525,-0.3694,-7.864,0.7465,-2.131,-2.4944,16.664,16.7648,16.9217,17.2398,17.4296,16.7731,14.0462,14.5029,13.1104,21.0823,26.6246,31.81,17.7569,44.8381,0
2005,7,9,2005-07-09,1003.2173,14.945,82.5483,8.5694,287.8402,11.5594,17.7404,13.7492,3.9929,13.7035,1207.1335,1.4396,92.326,0.005,0.1,226.055,204.6,18.5448,640.1969,463.1485,300.7079,54.7185,19.1165,30844,221.8506,339.4894,408.4298,17.8156,579.0179,177.0481,9.3096,10.2365,2.2369,28.4923,9.224,11.9002,19.8473,19.4848,18.8229,18.0823,17.2448,16.4996,14.0696,14.5398,13.1015,21.0154,26.5146,31.81,20.6846,51.0881,0
2005,7,10,2005-07-10,1004.8563,19.5781,77.529,10.4558,292.3344,14.6812,23.7179,16.7862,6.9327,16.7037,1188.5833,1.9533,70.6473,10.685,10,236.74,214.6,22.0063,647.5223,477.2788,268.5465,49.5669,19.174,27360,202.8844,378.9756,427.7123,21.2952,518.15,170.2431,10.5069,11.2065,4.7481,30.7737,10.3588,13.5196,22.5244,22.0862,21.23,20.0102,18.1598,16.4681,14.0675,14.5465,13.1083,21.0392,26.3994,31.7981,24.19,55.3013,0
2005,7,11,2005-07-11,1007.914,19.8163,70.0773,9.3333,292.3165,12.9773,24.1752,15.0381,9.1348,14.9206,1192.0729,1.6302,84.0002,0.055,0,236.795,214.6,22.5696,657.3035,481.5846,309.3615,56.9663,19.8437,43580,310.4181,347.9406,424.6181,20.7977,592.7179,175.7194,7.2738,9.1512,1.9344,15.3758,6.3938,8.0254,22.8321,22.5123,21.7925,20.7225,18.8781,16.7256,14.0619,14.6379,13.1246,21.0633,26.3598,31.7606,24.8658,37.7313,0
2005,7,12,2005-07-12,1008.5127,20.4856,70.1767,9.7679,292.9358,13.6679,25.5325,15.7444,9.7894,15.6108,1189.8958,1.3508,66.6956,0.01,0,236.805,214.6,23.745,652.4131,487.7202,305.7921,58.6933,20.4883,50930,302.155,346.6219,429.0265,21.4673,586.9844,164.6942,8.5815,8.5523,2.8106,20.4133,7.121,9.4962,23.125,22.8023,22.1129,21.1129,19.3298,17.0167,14.085,14.6892,13.2031,21.0994,26.3315,31.76,25.9581,36.2848,0
2005,7,13,2005-07-13,1005.5629,20.9165,67.1733,9.4508,293.6115,13.1471,26.4827,15.1929,11.2883,15.1088,1184.9938,0.9517,118.8731,0,0,236.805,214.6,24.5806,649.7542,491.1683,298.841,57.4,20.4782,50240,266.1371,350.9138,433.769,22.2035,576.6931,158.5846,10.7283,9.0948,3.7844,24.06,8.9675,11.3265,23.5177,23.1767,22.494,21.5042,19.7065,17.2802,14.1373,14.6177,13.1588,21.0933,26.296,31.76,26.7754,33.3106,0
2005,7,14,2005-07-14,1003.7123,19.5333,74.8329,10.1654,292.384,14.2383,23.8629,16.3029,7.5615,16.2421,1187.7208,1.3977,159.489,0,0,236.805,214.6,22.6569,587.7031,470.4292,234.1867,46.3392,21.3455,34550,160.3896,353.5165,424.0898,20.6215,453.5908,117.2735,8.4304,4.6642,-1.4454,15.421,3.126,6.0398,22.6673,22.4769,22.09,21.4904,20.0002,17.5402,14.2119,14.4502,13.0352,21.0396,26.2919,31.76,24.6031,38.4833,0
2005,7,15,2005-07-15,998.7935,21.871,68.7196,10.2262,295.1356,14.1696,27.8952,16.3194,11.5756,16.3373,1172.5963,2.1535,200.3573,1.35,1.2,238.155,215.8,23.9258,634.221,487.5725,257.8598,50.6712,21.3329,33093,210.595,376.3612,436.9019,22.8192,494.5867,146.6488,16.2746,10.4117,1.536,23.89,8.9871,12.2198,23.5219,23.159,22.4898,21.6292,20.0402,17.7277,14.3035,14.3552,12.9073,20.9269,26.2717,31.7392,26.1902,36.875,0
2005,7,16,2005-07-16,997.3592,20.0681,71.1575,9.9642,293.4513,13.6944,24.1983,15.8785,8.3183,15.92,1178.0217,1.5523,191.3921,0.145,0.2,238.3,216,22.555,620.4085,477.4529,263.9602,50.2027,19.4967,34578,179.8413,356.4471,427.2496,21.2437,504.4681,142.9544,6.71,5.3335,-0.2756,16.6831,2.9329,6.2762,23.1554,22.9642,22.4994,21.7756,20.2502,17.8885,14.4015,14.2677,12.8208,20.834,26.1956,31.7,25.2512,37.8131,0
2005,7,17,2005-07-17,998.8446,17.9408,66.4327,7.9692,291.1983,10.4812,21.4415,12.735,8.7067,12.7498,1189.9169,1.4267,197.8506,0,0,238.3,216,20.4456,618.3917,473.4869,284.1942,54.2656,20.2968,39585,275.3773,334.1975,419.2212,19.7673,549.7527,144.9054,8.8208,5.6552,-3.7279,23.92,3.6196,7.6571,22.2406,22.0833,21.7558,21.2704,20.1262,18.0181,14.5019,14.126,12.6858,20.6965,26.125,31.7,22.985,30.6708,0
2005,7,18,2005-07-18,993.8656,20.3725,64.806,8.986,294.0552,12.1285,26.0481,14.2752,11.7738,14.3665,1173.9527,1.2833,131.6767,0.51,0.4,238.81,216.4,23.3469,641.9227,486.8146,288.3752,53.049,19.4552,40880,294.2435,353.5473,433.7652,22.0948,562.1196,155.1077,16.8152,11.5992,2.0677,29.4583,13.1446,14.6175,23.489,23.0615,22.3331,21.4713,20.0677,18.0575,14.6004,14.0354,12.5621,20.5417,26.0433,31.6812,25.5871,30.7419,0
2005,7,19,2005-07-19,996.2569,19.2485,71.6308,9.9171,292.7221,13.5375,22.4873,15.7758,6.7125,15.8444,1179.8585,2.8965,234.9171,0.415,0.4,239.225,216.8,20.375,505.9675,439.5019,134.0623,26.1812,19.8356,7220,43.6188,371.905,413.3204,18.984,262.3583,66.4642,0.9235,-1.911,-9.0906,-2.896,-4.5696,-3.509,21.089,21.235,21.37,21.3617,20.3854,18.151,14.6835,13.8344,12.4527,20.4479,25.964,31.64,22.3992,29.1319,0
2005,7,20,2005-07-20,1000.356,17.3535,61.3694,7.331,290.4848,9.2365,20.1865,11.739,8.4492,11.7344,1194.4013,3.5865,233.9123,11.43,11.9,250.655,228.7,17.4475,525.6365,440.3533,177.5969,36.6962,21.8667,14329,87.9456,348.0396,403.6573,17.1854,338.2852,85.2823,3.4846,-3.2802,-11.2398,-0.9404,-4.7494,-3.3448,19.0029,19.1575,19.3762,19.6881,19.5344,18.151,14.7665,13.6515,12.2652,20.2394,25.8983,31.64,20.53,14.8033,0
2005,7,21,2005-07-21,996.2633,14.8267,72.7952,7.6056,288.2975,9.7573,17.1048,12.124,4.9806,12.1704,1199.7338,3.9656,235.8244,1.32,1.2,251.975,229.9,14.575,458.0188,407.0567,105.3675,21.4365,21.3393,1000,5.3021,352.6502,385.6212,13.9608,212.3171,50.9598,-4.5821,-6.9938,-15.12,-12.8115,-10.6758,-10.0371,16.0102,16.2965,16.8313,17.73,18.4775,17.88,14.8398,13.7806,12.1383,20.0729,25.8227,31.64,16.8817,11.5854,0
2005,7,22,2005-07-22,993.6629,14.6727,83.1144,8.73,288.3573,11.809,16.7567,13.8721,2.8842,13.9602,1196.3225,3.7873,245.2273,1.08,1,253.055,230.9,14.8598,434.0158,397.8075,60.2258,10.9675,18.1737,0,0.036,373.79,386.8406,14.2229,126.9271,36.2075,-2.6208,-3.9025,-10.224,-7.1967,-5.9696,-5.9823,15.8154,15.9825,16.2933,16.8962,17.5019,17.4154,14.8802,14.0229,12.179,19.9879,25.7538,31.64,17.14,29.005,0
2005,7,23,2005-07-23,993.5712,14.1788,75.5865,7.494,287.8687,9.4475,16.3865,11.915,4.4723,11.9913,1199.2421,2.326,224.3054,1.055,0.9,254.11,231.8,15.76,524.1377,421.439,168.7381,31.4846,18.6483,9700,57.9915,355.4004,389.9538,14.7379,325.7323,102.6977,1.5123,2.3215,-6.7823,0.8283,-0.6817,-0.5604,16.6167,16.6469,16.6552,16.8069,16.9702,16.9602,14.8735,14.2638,12.2698,19.9644,25.6902,31.64,17.9325,45.2667,0
2005,7,24,2005-07-24,992.6602,18.1385,67.076,8.4362,291.9142,11.2171,21.7429,13.3929,8.3502,13.4935,1181.4706,1.5508,190.429,0,0,254.11,231.8,20.349,573.9817,453.5169,214.7681,40.665,19.7084,23783,155.8327,359.215,412.8512,18.746,412.7017,120.4673,9.9238,9.4631,5.1148,9.1633,8.1756,8.3679,19.0106,18.6954,18.0908,17.5573,16.9802,16.6425,14.8244,14.5354,12.424,19.9929,25.6667,31.64,22.5237,26.0765,0
2005,7,25,2005-07-25,989.5571,20.8762,69.1371,10.5488,294.9206,14.6167,25.0906,16.6773,8.414,16.8525,1165.0783,2.8365,227.8604,0.43,0.3,254.54,232.1,21.6494,570.7202,459.7015,191.4219,37.5412,20.3854,16844,90.9342,379.2973,422.1606,20.4933,370.1438,111.0179,7.7094,7.4123,3.1738,9.681,4.6167,6.5196,20.341,20.126,19.6204,18.9471,17.7081,16.579,14.7525,14.7212,12.6242,20.0946,25.6088,31.6275,24.2169,20.37,0
2005,7,26,2005-07-26,993.7956,19.9925,67.15,9.7273,293.6756,13.4388,23.6229,15.451,8.1721,15.5477,1174.1175,2.3721,223.2042,0,0,254.54,232.1,20.3992,530.9748,449.1988,164.2667,33.8902,21.1563,18260,96.905,366.7075,415.309,19.3092,315.7767,81.7765,3.4402,3.6971,-0.4452,6.8481,2.0948,3.1273,19.719,19.6227,19.3604,19.0102,18.0867,16.7296,14.6915,14.6748,12.6912,20.1433,25.6106,31.5812,23.6458,4.1894,0
2005,7,27,2005-07-27,996.3354,21.0717,73.396,11.0329,294.5427,15.3669,26.2894,17.5517,8.7369,17.6183,1172.2362,0.9504,148.6425,0.01,0,254.55,232.1,23.9633,576.044,465.0217,192.984,35.2938,19.2707,19370,113.0898,383.0604,429.7273,21.6642,385.1627,111.0235,9.5671,10.9233,9.6202,21.2462,11.0335,12.4788,21.6879,21.3062,20.5602,19.631,18.2552,16.8452,14.664,14.6865,12.7415,20.1581,25.5969,31.58,25.7998,38.391,0
2005,7,28,2005-07-28,995.8242,24.6604,72.6756,13.2452,298.1779,18.206,32.7215,21.0348,11.6869,21.1223,1155.9654,1.3708,156.6256,6.04,6.2,260.59,238.3,27.4248,657.8308,499.0306,271.971,48.276,17.8967,40102,266.1952,385.859,450.7552,25.2204,528.0858,158.7998,13.7321,16.3417,13.724,24.8258,14.9617,16.7175,24.5465,24.0219,22.9067,21.4421,19.1546,17.0425,14.6606,14.9273,12.8762,20.2598,25.5796,31.58,29.5808,39.6529,0
2005,7,29,2005-07-29,995.9131,24.8815,68.8379,13.3148,298.3921,18.3517,32.1515,21.1471,11.0044,21.2329,1154.9156,2.156,135.8556,15.5,19.1,276.09,257.4,25.9573,645.8406,492.9575,243.4558,44.4775,19.3672,32272,183.7731,402.3846,448.4794,24.9165,472.1369,152.8825,9.8425,10.3877,6.5481,22.8977,7.4085,11.4181,25.291,24.9325,24.0777,22.7692,20.3094,17.4715,14.6792,15.0098,13.0119,20.4115,25.6077,31.58,29.2377,12.6042,0
2005,7,30,2005-07-30,996.08,21.1415,72.9267,11.2385,294.631,15.6362,25.4044,17.8721,7.531,17.9446,1171.1642,2.429,223.0798,5.15,4.7,281.24,262.1,22.086,571.1321,460.2871,188.9794,36.0579,19.7532,17889,106.5488,382.1529,424.2292,20.8679,365.8356,110.8454,2.6206,1.7783,-5.5323,0.2602,-1.0831,-0.3908,22.3865,22.3388,22.1756,21.9381,20.6744,17.9894,14.7358,17.6125,17.341,20.6831,26.816,31.58,24.8171,27.9167,0
2005,7,31,2005-07-31,997.1512,19.6358,61.4604,8.2504,293.0352,10.9173,23.5892,13.1617,10.4287,13.1977,1180.7552,2.64,206.5173,0.005,0,281.245,262.1,21.3721,624.1125,472.446,283.5904,55.489,20.8389,40486,302.8919,340.5208,416.9567,19.506,537.3667,151.6671,5.66,-0.7094,-8.7577,1.309,-4.79,-1.4581,21.216,21.1552,21.0079,20.8917,20.1475,18.196,14.841,19.0106,18.3806,20.8948,26.9138,31.58,23.7852,21.5967,0
2005,8,1,2005-08-01,1000.8425,17.9417,67.0702,8.3952,291.0308,11.3252,20.9979,13.4402,7.5579,13.4281,1191.8196,2.0683,230.6267,0,0,281.245,262.1,19.1119,563.996,453.5508,222.024,45.7923,22.1668,28154,159.1808,341.9715,407.7594,17.9023,418.9392,110.4456,2.3633,-0.5604,-8.35,3.7283,-3.081,-1.1806,20.1448,20.1517,20.1317,20.1633,19.7071,18.1721,14.9535,18.8017,18.1019,21.0569,26.9256,31.58,22.3581,16.3306,0
2005,8,2,2005-08-02,1003.3252,16.0202,77.9452,8.6479,288.9073,11.7477,18.7327,13.8742,4.8579,13.8296,1202.6081,1.245,64.416,0.09,0,281.335,262.1,18.5796,495.7335,426.7321,145.3275,27.8269,19.2296,14620,72.3392,350.4052,398.9038,16.319,287.0381,69.0015,0.4162,-2.4781,-5.9844,0.1242,-3.9546,-2.3748,18.9885,19.0098,19.0665,19.2983,19.2015,18.0562,15.0473,18.3965,17.7494,21.166,26.8813,31.58,20.1656,42.6965,0
2005,8,3,2005-08-03,1002.4154,14.6629,95.0508,9.9204,287.6246,13.8673,16.7542,15.8912,0.8638,15.8525,1206.0408,0.7673,154.2029,14.725,13,296.06,275.1,16.9131,406.1823,392.6954,30.0752,3.8675,15.805,1830,5.7269,376.1075,388.8271,14.5846,75.4412,13.4877,-7.0169,-6.911,-9.9629,-11.8188,-8.759,-8.8931,17.8021,17.9725,18.2521,18.6744,18.7652,17.8712,15.1129,20.6775,17.584,21.255,26.7952,31.58,17.696,96.0646,0
2005,8,4,2005-08-04,1005.6492,16.1998,72.1512,8.0627,288.8938,10.7442,18.6502,12.9712,5.6779,12.8994,1204.9196,2.26,246.8144,0,0,296.06,275.1,17.6508,551.2488,438.1871,209.6862,39.985,19.9963,23125,156.4683,341.5621,398.2023,16.2442,382.1571,113.0623,3.7046,2.101,-6.2548,5.4942,0.4588,1.1002,18.0835,18.0396,17.9435,18.034,18.0581,17.606,15.1492,23.3565,18.2752,21.32,26.7246,31.58,20.2237,32.3958,0
2005,8,5,2005-08-05,1003.2365,15.7765,74.481,7.9417,288.6723,10.4662,18.6088,12.7442,5.8654,12.7058,1204.1308,1.3262,183.68,0.87,0.7,296.93,275.8,18.2092,522.3377,430.2944,175.0567,32.4756,18.9695,19960,107.64,347.2815,397.82,16.0819,326.0329,92.0433,1.9512,0.9846,-3.4042,-0.4688,-0.2385,-0.2362,18.2515,18.1588,18.0085,18.0098,17.8465,17.3273,15.1548,22.4525,18.641,21.4169,26.6429,31.58,19.9252,42.7548,0
2005,8,6,2005-08-06,998.495,14.9927,76.1956,8.0012,288.2762,10.4281,17.1983,12.7783,4.4208,12.7994,1201.379,2.7219,252.2585,6.115,5.5,303.045,281.3,16.0252,532.8356,427.1179,176.6673,33.8344,19.4825,13839,91.0483,356.1677,393.2838,15.3765,331.3558,105.7175,-1.5062,-0.8021,-9.8279,-1.0517,-3.6683,-3.3715,17.8852,17.9187,17.9367,18.0306,17.8171,17.1548,15.1306,22.991,19.1556,21.5208,26.5729,31.58,18.7594,44.3285,0
2005,8,7,2005-08-07,995.7112,12.0935,82.8173,7.2521,285.6048,9.0517,14.2673,11.5588,2.709,11.6085,1210.7738,1.5508,213.8119,12.285,11.5,315.33,292.8,13.6531,497.155,410.5623,161.5658,31.1571,19.7771,15890,110.1623,335.5885,379.4056,12.7706,311.0573,86.5923,-4.9073,-3.2921,-11.4542,-6.6938,-6.7785,-6.6246,16.575,16.6575,16.8238,17.1708,17.3952,17.0113,15.095,26.664,21.9387,21.6429,26.5077,31.58,15.929,51.4235,0
2005,8,8,2005-08-08,997.2327,12.6952,84.5333,7.7054,286.0812,9.9252,14.9508,12.2981,2.6527,12.3306,1209.7917,1.3894,217.189,1.17,1,316.5,293.8,15.0615,494.7806,410.6285,147.786,26.9283,18.689,8350,62.6235,346.9954,383.7002,13.5562,286.1356,84.154,1.3652,-0.0894,-7.1748,-2.0073,-1.1323,-1.8079,16.3385,16.3129,16.3163,16.5592,16.8523,16.7702,15.0585,27.6683,24.8992,22.5388,26.4377,31.58,16.4558,57.1646,0
2005,8,9,2005-08-09,996.5388,14.7704,72.579,7.4433,288.2162,9.409,17.0621,11.8733,5.1888,11.9127,1200.4062,2.5881,238.8667,0.04,0.1,316.54,293.9,16.0231,521.54,424.5029,184.6735,35.2565,19.3056,15144,76.2794,336.8677,389.2473,14.5998,347.3429,97.0373,-0.0575,0.1856,-8.0448,2.3769,-0.6469,-1.2373,16.8933,16.9037,16.8652,16.8912,16.7538,16.5227,15.0098,26.5681,24.815,23.2673,26.3762,31.58,18.5417,37.4771,0
2005,8,10,2005-08-10,994.9977,13.4808,75.1848,7.1788,287.0521,8.9046,15.7158,11.4329,4.2829,11.4898,1204.1498,2.7713,232.4731,0.02,0,316.56,293.9,14.585,456.6073,403.1942,118.1821,22.6025,19.0478,6850,49.9648,338.4252,380.5915,13.0042,227.2025,53.4135,-2.079,-4.8333,-12.0769,-10.1456,-5.8402,-6.995,15.3535,15.4598,15.6808,16.1435,16.515,16.3702,14.9485,25.0356,24.331,23.7452,26.3329,31.58,16.4019,31.2152,0
2005,8,11,2005-08-11,996.3919,15.7748,69.821,7.8012,289.2338,10.15,18.1273,12.4379,5.6877,12.4825,1195.7602,2.6835,245.4979,0,0,316.56,293.9,15.8833,484.9502,416.3771,125.8275,24.5844,19.5525,5790,33.4871,359.1225,391.7933,15.1021,240.4783,68.5723,1.3933,2.1354,-3.1385,3.3138,1.4117,1.0233,15.9948,15.9452,15.85,15.9475,16.1002,16.1588,14.8842,24.0581,23.7913,24.056,26.2806,31.58,18.7208,3.0444,0
2005,8,12,2005-08-12,996.4402,17.4192,78.9375,9.5708,290.8756,13.2254,20.3708,15.2417,5.1283,15.2979,1187.886,1.2256,187.6815,3.5,3.8,320.06,297.7,20.1694,560.1162,444.661,192.4127,36.0985,18.8978,20129,119.6529,367.7031,408.5627,18.0592,365.5829,115.455,8.2413,9.8152,7.804,13.5998,10.5565,10.0025,18.8081,18.5015,17.8971,17.2594,16.3856,15.9862,14.8179,23.154,23.4792,24.3308,26.2315,31.58,22.0715,50.9258,0
2005,8,13,2005-08-13,1000.51,14.2292,80.8512,8.0746,287.3467,10.6579,16.3504,12.9212,3.4288,12.9162,1206.9304,1.8521,218.2229,2.825,2.6,322.885,300.3,15.9283,454.2773,405.5158,102.4475,19.2685,18.607,1428,9.6319,351.83,386.2467,14.0923,201.619,48.7625,-3.3669,-3.516,-9.7419,-7.6912,-4.3583,-5.7352,16.8769,16.965,17.076,17.2323,16.9083,16.0646,14.7477,24.764,23.4844,24.5523,26.2096,31.58,17.6965,49.9765,0
2005,8,14,2005-08-14,996.6892,14.0231,87.5558,8.799,287.4562,11.9117,16.1808,14.0215,2.1604,14.0702,1202.7115,1.2804,209.7244,5.905,5.1,328.79,305.4,15.5423,421.5508,395.6746,66.0477,12.1202,18.6784,1730,7.1931,355.5027,383.5546,13.5856,139.5788,25.8758,-2.9,-2.7979,-5.731,-6.2298,-3.4765,-4.2269,15.8754,15.9231,16.0229,16.3113,16.465,16.0967,14.696,27.0946,24.8573,24.6171,26.1883,31.58,16.8663,51.0415,0
2005,8,15,2005-08-15,1000.1038,14.7938,88.2562,9.284,287.9452,12.7944,17.0212,14.844,2.1771,14.8427,1203.2385,1.2331,176.1721,3.11,3,331.9,308.4,17.0385,437.3488,402.0531,81.7865,14.1673,18.0358,2170,9.8712,355.5623,387.8856,14.3748,167.6765,35.2954,-0.7275,0.1131,-2.1731,-0.0252,-0.0527,-0.5731,16.3515,16.3331,16.2644,16.3035,16.2067,15.9627,14.6631,28.4265,26.2563,24.7402,26.1573,31.58,18.1094,66.0069,0
2005,8,16,2005-08-16,1004.7496,15.3298,83.4162,8.871,288.099,12.1556,18.0427,14.2517,3.7915,14.1831,1207.0758,1.4425,85.5531,0.12,0.1,332.02,308.5,17.9994,519.5221,427.42,181.3875,32.7115,18.757,22615,114.7244,338.1352,394.7083,15.5552,345.7658,92.1019,2.4375,6.039,3.544,12.384,6.5221,6.1842,17.6235,17.4325,17.0467,16.7104,16.2223,15.8494,14.6269,28.0142,26.3571,24.9527,26.1354,31.58,19.6871,48.7152,0
2005,8,17,2005-08-17,1006.034,14.9888,84.4985,8.795,287.6535,12.0806,17.5208,14.1475,3.3723,14.0635,1210.0444,0.9892,96.7371,0,0,332.02,308.5,18.3248,525.1483,429.6723,183.5898,34.1019,19.337,22290,142.1302,341.5585,395.5702,15.7042,346.7215,95.4763,-0.8954,5.7192,0.8106,9.456,5.1056,4.0398,18.0813,17.9565,17.6783,17.3517,16.6196,15.8448,14.5869,26.4958,25.8367,25.201,26.1288,31.58,19.6185,54.9069,0
2005,8,18,2005-08-18,1002.3015,17.7321,75.1648,9.024,290.7046,12.3469,21.8321,14.4594,7.3733,14.4271,1194.4556,1.3231,127.1044,0.025,0,332.045,308.5,20.9902,581.7269,452.0679,245.4006,44.7812,19.3808,37980,266.1954,336.326,407.2867,17.695,460.9094,129.6581,5.5019,7.7623,3.3571,14.596,9.7088,8.1852,19.1421,18.9281,18.4767,17.9327,16.9419,15.9385,14.5521,25.011,25.224,25.3663,26.1333,31.58,22.4396,44.5369,0
2005,8,19,2005-08-19,999.1294,18.8412,72.8333,9.1454,292.076,12.5535,23.4298,14.6106,8.8181,14.6227,1186.0392,1.0615,168.635,0,0,332.045,308.5,22.1919,577.5594,457.5115,237.9306,45.3692,19.9988,40530,257.6923,339.6281,412.1427,18.5481,445.0233,120.0477,4.1167,6.9627,2.5787,10.3621,8.4406,6.4933,19.8858,19.6908,19.2596,18.7023,17.5204,16.1146,14.53,23.486,24.4719,25.4819,26.1421,31.58,23.7675,45.3131,0
2005,8,20,2005-08-20,1000.2648,17.2258,88.5662,10.8794,290.3631,15.2008,19.9537,17.3815,2.5719,17.3762,1192.2244,1.211,205.9994,0.41,0.3,332.455,308.8,19.7071,453.3644,416.886,81.5771,15.1552,19.3014,4470,15.2823,371.7879,401.7312,16.9021,162.9698,36.4775,0.0212,-0.2777,-2.4646,-1.6154,-0.3137,-0.9302,18.6913,18.6652,18.5977,18.546,17.8588,16.3554,14.5265,22.3296,23.7396,25.5227,26.1585,31.58,20.5365,62.9167,0
2005,8,21,2005-08-21,999.7283,19.3035,81.835,11.1302,292.4873,15.554,22.9502,17.7696,5.1796,17.7725,1183.0221,1.505,89.4465,0.02,0,332.475,308.8,22.0167,522.6517,440.8483,150.0127,28.3785,21.3194,22150,140.5458,372.6396,412.4704,18.794,280.9454,81.8046,0.8715,6.2352,4.3215,11.8025,6.5754,5.96,20.199,19.9779,19.5038,18.9025,17.8277,16.5,14.5508,21.9421,23.3646,25.5129,26.1715,31.58,23.3496,62.4771,0
2005,8,22,2005-08-22,995.5015,19.4804,80.5879,11.2075,293.019,15.6375,23.1529,17.8142,5.3396,17.895,1177.2492,1.8273,79.8115,5.12,4.5,337.595,313.3,21.3467,560.7731,449.7967,175.9975,33.4527,19.5409,17280,84.2992,384.7762,416.3442,19.4669,331.1402,110.976,4.681,8.0985,6.18,15.0333,9.5723,8.7129,20.9267,20.634,20.1002,19.4438,18.1979,16.6315,14.5879,21.1577,22.8106,25.516,26.1815,31.58,23.1671,51.886,0
2005,8,23,2005-08-23,995.5446,16.8717,92.5471,11.1958,290.4031,15.6408,19.2633,17.7998,1.4642,17.8796,1187.72,1.1408,171.8546,1.19,1.1,338.785,314.4,19.4167,422.855,405.5375,37.5133,5.1935,15.7267,0,0.0813,385.3417,400.3446,16.7058,86.7267,17.3177,-2.4221,-1.8819,-4.2494,-3.6144,-2.6517,-2.964,19.0552,19.1083,19.1402,19.151,18.4733,16.8242,14.6296,21.6077,22.4071,25.5098,26.1948,31.58,20.0594,86.9569,0
2005,8,24,2005-08-24,997.3879,16.7533,82.7446,9.7246,290.13,13.4925,19.4231,15.5004,3.9204,15.5423,1191.5912,0.9238,186.59,0,0,338.785,314.4,19.9027,522.0523,433.77,165.205,29.8373,18.4462,15400,85.0817,356.8479,403.9337,17.2512,314.3969,88.2823,0.4275,4.3044,1.3475,4.0906,4.7471,2.9829,19.48,19.3621,19.0946,18.7717,18.0731,16.8948,14.6812,21.9869,22.3152,25.4398,26.2033,31.58,21.5077,50.3008,0
2005,8,25,2005-08-25,991.5521,16.3717,84.2675,9.8252,290.2362,13.5506,18.8019,15.5681,3.2325,15.7012,1186.0554,1.7517,185.5617,1.785,1.5,340.57,315.9,17.7004,440.8938,407.7985,68.8808,12.6356,18.7681,20,0.67,372.0125,395.1627,15.7408,145.7819,33.0952,-1.936,-2.7527,-6.7077,-6.8865,-4.181,-4.4923,17.7979,17.846,17.93,18.1431,17.9556,16.8756,14.7323,21.6302,22.0915,25.3935,26.1981,31.58,18.8142,42.789,0
2005,8,26,2005-08-26,999.1735,14.911,68.9381,7.0938,288.14,8.73,17.2765,11.3435,5.9338,11.3562,1203.2706,2.6063,227.2898,0.855,0.8,341.425,316.7,15.9408,501.6471,422.744,180.9733,36.9173,21.3383,23299,169.6071,320.6729,385.8275,13.9471,331.0723,78.9025,-3.1058,-6.1777,-14.2031,-9.0571,-6.1698,-7.7425,16.654,16.754,16.9267,17.2373,17.3521,16.7763,14.7733,21.6602,21.8865,25.3062,26.189,31.58,18.6423,27.465,0
2005,8,27,2005-08-27,1003.0408,14.5692,76.7671,7.6723,287.4796,9.9765,17.1094,12.315,4.7946,12.2779,1209.0458,0.7244,176.5525,0,0,341.425,316.7,17.8629,498.0629,422.714,164.3356,30.8444,19.32,18190,109.0435,333.7273,391.8694,15.0348,313.5498,75.3504,0.7275,2.0929,-0.1579,1.6769,3.1904,1.5056,16.9242,16.8225,16.7021,16.7767,16.8302,16.5538,14.7977,21.2563,21.6327,25.2154,26.1733,31.58,19.601,47.9631,0
