"station_id","year","season","n_rain","R5mm","R10mm","R20mm","SDII","PRCPTOT","Rx1day","Rx5day","n_maxdy","n_mindy","FD","TR","SU","ID","TNn","TNx","TXn","TXx","DTR","TN10p","TN90p","TX10p","TX90p"
"DUBLIN AIRPORT",1994,"Winter",90,22,4,0,5.156,278.4,11.6,31.5,90,90,11,0,0,0,-2.1,10.4,1.4,13.9,5.037,5.556,3.333,7.778,3.333
"DUBLIN AIRPORT",1994,"Spring",92,11,4,0,4.34,173.6,13.5,30.2,92,92,1,0,0,0,-0.1,12.8,5.7,19.1,6.684,8.696,7.609,17.391,10.87
"DUBLIN AIRPORT",1994,"Summer",92,11,2,0,4.652,134.9,13.6,33.4,92,92,0,0,0,0,4.2,14.6,12.5,22.1,7.753,16.304,5.435,9.783,5.435
"DUBLIN AIRPORT",1994,"Autumn",91,14,4,1,5.291,179.9,22.8,38.8,91,91,1,0,0,0,-0.8,13.5,8.5,20.2,6.218,8.791,12.088,8.791,8.791
"DUBLIN AIRPORT",1995,"Winter",90,22,9,1,5.724,280.5,27.1,50.8,90,90,14,0,0,0,-2.5,12.9,3.7,14.6,5.984,3.333,12.222,0,16.667
"DUBLIN AIRPORT",1995,"Spring",92,7,2,0,3.821,110.8,13.7,23.7,92,92,11,0,0,0,-3.3,11.4,4,22.5,8.034,28.261,13.043,14.13,21.739
"DUBLIN AIRPORT",1995,"Summer",92,5,2,1,6.858,82.3,38.8,53.9,92,92,0,0,7,0,4,17.4,12.9,27.1,9.647,16.304,21.739,2.174,39.13
"DUBLIN AIRPORT",1995,"Autumn",91,16,6,3,6.909,221.1,30.2,84.9,91,91,4,0,0,0,-3.1,14,5.3,21.1,7.347,12.088,16.484,3.297,27.473
"DUBLIN AIRPORT",1996,"Winter",91,15,5,1,4.991,214.6,20.1,40.9,91,91,24,0,0,0,-7.9,9.6,1.2,14.1,5.171,17.582,8.791,16.484,3.297
"DUBLIN AIRPORT",1996,"Spring",92,14,5,0,5.269,189.7,17.4,28.3,92,92,12,0,0,0,-2,11.4,2.4,20.6,7.29,31.522,4.348,14.13,5.435
"DUBLIN AIRPORT",1996,"Summer",92,8,5,1,5.796,150.7,34.7,63.1,92,92,0,0,0,0,4,15.7,14.7,24.3,8.763,22.826,4.348,1.087,8.696
"DUBLIN AIRPORT",1996,"Autumn",91,16,6,3,6.318,214.8,23.5,49.1,91,91,12,0,0,0,-2.8,15.1,3.6,22.8,6.82,17.582,8.791,8.791,7.692
"DUBLIN AIRPORT",1997,"Winter",90,7,1,1,3.942,122.2,20.8,29.4,90,90,24,0,0,0,-5.4,10,2.4,13.8,5.796,14.444,7.778,8.889,8.889
"DUBLIN AIRPORT",1997,"Spring",92,7,2,1,5.945,118.9,23.6,47.6,92,92,9,0,0,0,-3.1,11.3,8,20.4,8.53,16.304,15.217,7.609,34.783
"DUBLIN AIRPORT",1997,"Summer",92,15,5,2,6.456,251.8,39.6,60.9,92,92,0,0,0,0,3.9,16.4,11.4,24.1,7.712,14.13,13.043,11.957,9.783
"DUBLIN AIRPORT",1997,"Autumn",91,12,4,0,4.985,164.5,17,41.9,91,91,1,0,0,0,-0.6,15.3,8.4,20.3,6.386,7.692,13.187,4.396,10.989
"DUBLIN AIRPORT",1998,"Winter",90,10,4,1,5.528,176.9,24.8,29.1,90,90,16,0,0,0,-4.8,11.8,3.5,16.5,5.784,7.778,21.111,3.333,26.667
"DUBLIN AIRPORT",1998,"Spring",92,14,6,1,5.979,197.3,26.2,42.7,92,92,9,0,0,0,-4,11.1,6.8,22.2,7.286,13.043,19.565,5.435,18.478
"DUBLIN AIRPORT",1998,"Summer",92,15,4,1,4.7,202.1,21.4,34.2,92,92,0,0,0,0,3.3,15.3,10.4,24.1,8.038,16.304,6.522,4.348,5.435
"DUBLIN AIRPORT",1998,"Autumn",91,15,8,1,5.247,236.1,22.4,43.8,91,91,3,0,0,0,-3.2,14.9,6.9,21.4,6.514,10.989,8.791,5.495,13.187
"DUBLIN AIRPORT",1999,"Winter",90,10,2,0,4.231,165,15,37.9,90,90,16,0,0,0,-5.1,9.1,3.5,15,6.221,10,8.889,3.333,15.556
"DUBLIN AIRPORT",1999,"Spring",92,10,3,0,4.607,138.2,15.2,25.4,92,92,7,0,0,0,-3.1,12.2,5.9,20.8,7.318,9.783,28.261,5.435,22.826
"DUBLIN AIRPORT",1999,"Summer",92,10,5,1,6.42,192.6,48.4,71.1,92,92,0,0,1,0,2.4,16.7,12.9,25.6,7.986,15.217,9.783,4.348,13.043
"DUBLIN AIRPORT",1999,"Autumn",91,13,5,0,5.824,168.9,20,39.4,91,91,3,0,0,0,-2.1,17.3,6.4,22.9,6.308,6.593,16.484,3.297,13.187
"DUBLIN AIRPORT",2000,"Winter",91,8,3,0,4.192,155.1,14.3,27.1,91,91,18,0,0,0,-3.1,8.8,1.2,13.8,6.284,9.89,4.396,10.989,5.495
"DUBLIN AIRPORT",2000,"Spring",92,11,3,0,4.42,154.7,17.8,35.1,92,92,12,0,0,0,-3.5,11.3,5.8,20.1,7.825,26.087,13.043,4.348,13.043
"DUBLIN AIRPORT",2000,"Summer",92,10,2,0,4.867,131.4,14.3,35.6,92,92,0,0,1,0,4.8,16.2,11.8,25.7,8.239,19.565,7.609,5.435,9.783
"DUBLIN AIRPORT",2000,"Autumn",91,23,7,2,6.887,316.8,62.8,93,91,91,3,0,0,0,-0.8,14.4,6.2,21.5,6.94,10.989,3.297,4.396,8.791
"DUBLIN AIRPORT",2001,"Winter",90,9,3,2,5.422,195.2,42.4,54.4,90,90,31,0,0,3,-7.4,10.3,-2,13.3,5.971,24.444,3.333,10,8.889
"DUBLIN AIRPORT",2001,"Spring",92,12,5,0,4.765,176.3,18,30.7,92,92,15,0,0,0,-7.9,12.5,2.8,22.2,8.178,25,9.783,7.609,18.478
"DUBLIN AIRPORT",2001,"Summer",92,11,5,1,5.148,159.6,20.1,49.2,92,92,0,0,1,0,2.1,18.1,13.3,26.9,8.571,20.652,7.609,6.522,15.217
"DUBLIN AIRPORT",2001,"Autumn",91,7,4,1,5.025,160.8,33.3,44.9,91,91,1,0,0,0,-0.5,14.4,5.6,20,6.544,8.791,10.989,2.198,14.286
"DUBLIN AIRPORT",2002,"Winter",90,12,5,1,5.175,186.3,20.2,43.5,90,90,18,0,0,0,-6.6,8.4,1.8,13.9,6.474,8.889,11.111,4.444,21.111
"DUBLIN AIRPORT",2002,"Spring",92,14,6,2,6.638,225.7,42.1,59.4,92,92,8,0,0,0,-2.2,12.1,6.9,19.2,7.75,14.13,17.391,0,17.391
"DUBLIN AIRPORT",2002,"Summer",92,16,4,0,4.974,194,14.8,28.8,92,92,0,0,0,0,5.5,16,13.4,23.7,7.574,13.043,9.783,6.522,5.435
"DUBLIN AIRPORT",2002,"Autumn",91,22,10,5,9.841,383.8,53.2,87.6,91,91,2,0,0,0,-0.1,14.4,8.1,20.8,6.645,14.286,8.791,7.692,9.89
"DUBLIN AIRPORT",2003,"Winter",90,10,7,0,5.173,170.7,17.9,52.5,90,90,17,0,0,0,-5.1,9.3,2.6,13.4,5.007,7.778,10,4.444,7.778
"DUBLIN AIRPORT",2003,"Spring",92,10,3,0,5.053,151.6,19.3,35.9,92,92,8,0,0,0,-2.4,11.5,7,22.1,8.396,15.217,11.957,0,20.652
"DUBLIN AIRPORT",2003,"Summer",92,7,5,1,5.068,141.9,23.9,46.5,92,92,0,0,2,0,6,16.2,14.1,25.7,8.235,7.609,14.13,2.174,16.304
"DUBLIN AIRPORT",2003,"Autumn",91,13,4,3,8.257,189.9,31.3,66.4,91,91,2,0,0,0,-0.6,14.6,5.8,24.6,7.377,19.78,7.692,7.692,18.681
"DUBLIN AIRPORT",2004,"Winter",91,12,4,0,5.157,154.7,18.1,37.5,91,91,27,0,0,0,-6.4,11.9,3.1,14.8,6.807,23.077,10.989,3.297,13.187
"DUBLIN AIRPORT",2004,"Spring",92,10,1,0,4.007,116.2,14.2,26.5,92,92,5,0,0,0,-5.3,10.8,4.4,21.3,8.475,17.391,13.043,1.087,17.391
"DUBLIN AIRPORT",2004,"Summer",92,10,8,3,6.074,212.6,23,82.1,92,92,0,0,0,0,4.6,15.4,15.2,24.3,8.27,14.13,9.783,1.087,16.304
"DUBLIN AIRPORT",2004,"Autumn",91,9,7,3,6.447,193.4,22.8,46.6,91,91,2,0,0,0,-1,16.4,4.1,23.7,6.068,7.692,9.89,5.495,5.495
"DUBLIN AIRPORT",2005,"Winter",90,7,2,1,4.088,139,25.2,28.3,90,90,14,0,0,0,-1.9,9.2,2.8,13.3,5.652,7.778,6.667,3.333,13.333
"DUBLIN AIRPORT",2005,"Spring",92,7,3,1,4.709,150.7,22.8,31.5,92,92,7,0,0,0,-2.1,11.9,6.2,18.9,7.216,17.391,15.217,2.174,22.826
"DUBLIN AIRPORT",2005,"Summer",92,6,2,1,5.054,131.4,37.8,65.4,92,92,0,0,0,0,4.3,16.2,12.6,24.8,7.878,6.522,16.304,3.261,15.217
"DUBLIN AIRPORT",2005,"Autumn",91,13,5,1,6.085,200.8,28.5,53.5,91,91,9,0,0,0,-3.4,15.2,4.8,21.3,6.947,12.088,10.989,3.297,19.78
"DUBLIN AIRPORT",2006,"Winter",90,7,4,1,5.715,114.3,22.1,46.3,90,90,21,0,0,0,-3.8,9.9,4.4,13.6,5.992,13.333,11.111,1.111,10
"DUBLIN AIRPORT",2006,"Spring",92,19,4,1,5.562,216.9,22.2,41.2,92,92,12,0,0,0,-5.8,10.6,3.7,20.1,7.791,19.565,14.13,7.609,14.13
"DUBLIN AIRPORT",2006,"Summer",92,5,3,0,4.022,92.5,18.2,33.7,92,92,0,0,5,0,5.4,17.6,12.5,26.5,9.093,7.609,14.13,2.174,34.783
"DUBLIN AIRPORT",2006,"Autumn",91,15,9,2,6.992,251.7,26.9,34.7,91,91,2,0,0,0,-2.1,16.4,6.5,22.6,6.826,6.593,18.681,0,19.78
"DUBLIN AIRPORT",2007,"Winter",90,20,8,0,5.558,239,14.1,35.4,90,90,14,0,0,0,-4.8,8.8,2.8,14.3,6.049,13.333,12.222,2.222,21.111
"DUBLIN AIRPORT",2007,"Spring",92,4,3,0,3.433,82.4,11.3,28.4,92,92,2,0,0,0,-2.5,12.5,6.3,21.2,8.262,7.609,19.565,1.087,27.174
"DUBLIN AIRPORT",2007,"Summer",92,24,9,2,6.344,342.6,23.8,48.2,92,92,0,0,0,0,4.6,14.8,12.2,22.8,7.782,16.304,5.435,9.783,9.783
"DUBLIN AIRPORT",2007,"Autumn",91,7,2,1,4.37,100.5,20.9,37.6,91,91,4,0,0,0,-1.4,14.5,6.4,21.8,6.818,13.187,18.681,3.297,10.989
"DUBLIN AIRPORT",2008,"Winter",91,11,3,0,4.959,168.6,19.6,35.8,91,91,17,0,0,0,-6.7,10.3,3.5,14.7,6.9,13.187,14.286,1.099,29.67
"DUBLIN AIRPORT",2008,"Spring",92,6,2,2,4.929,152.8,35.8,46,92,92,7,0,0,0,-3.7,11.9,5.3,21.4,7.848,18.478,10.87,4.348,15.217
"DUBLIN AIRPORT",2008,"Summer",92,21,14,2,8.455,372,68.3,110.7,92,92,0,0,0,0,2.9,15.3,13.2,22.3,7.425,11.957,7.609,5.435,3.261
"DUBLIN AIRPORT",2008,"Autumn",91,16,7,1,6.714,235,40.6,60.5,91,91,4,0,0,0,-2.9,13.7,0.2,19.5,6.419,17.582,4.396,15.385,2.198
"DUBLIN AIRPORT",2009,"Winter",90,11,3,1,5.526,149.2,28.1,49.4,90,90,29,0,0,0,-4.2,9.8,1.2,12.7,5.787,17.778,6.667,16.667,4.444
"DUBLIN AIRPORT",2009,"Spring",92,13,3,0,4.703,159.9,15.4,45.6,92,92,8,0,0,0,-3.8,12.3,4.6,20.8,7.637,10.87,11.957,3.261,16.304
"DUBLIN AIRPORT",2009,"Summer",92,16,9,4,6.967,292.6,39.2,56.2,92,92,0,0,0,0,3.5,15.9,11.9,24.5,8.149,11.957,10.87,2.174,14.13
"DUBLIN AIRPORT",2009,"Autumn",91,17,8,2,6.722,248.7,28.1,41.7,91,91,5,0,0,0,-0.9,14,6.1,19,6.742,16.484,4.396,2.198,7.692
"DUBLIN AIRPORT",2010,"Winter",90,9,3,1,5.331,138.6,20.4,45.4,90,90,52,0,0,1,-9.5,7.1,-3.1,13.1,6.351,47.778,1.111,21.111,2.222
"DUBLIN AIRPORT",2010,"Spring",92,10,2,0,4.838,125.8,19.5,31.8,92,92,24,0,0,0,-7.3,13.2,4,23.5,9.577,40.217,10.87,7.609,22.826
"DUBLIN AIRPORT",2010,"Summer",92,12,5,0,6.276,156.9,19.5,33.4,92,92,0,0,0,0,2.4,15.6,15,24,8.33,13.043,8.696,1.087,11.957
"DUBLIN AIRPORT",2010,"Autumn",91,18,6,0,5.643,225.7,17.7,37.4,91,91,12,0,0,1,-8.4,14.2,-1.8,20.9,7.026,23.077,9.89,13.187,9.89
"DUBLIN AIRPORT",2011,"Winter",90,11,4,0,4.67,154.1,18.7,46.3,90,90,42,0,0,5,-12.2,10.5,-4.7,14.7,6.69,36.667,8.889,25.556,14.444
"DUBLIN AIRPORT",2011,"Spring",92,4,1,0,3.67,73.4,12.6,21.8,92,92,14,0,0,0,-5.4,12.5,7.4,20.3,8.642,19.565,20.652,0,28.261
"DUBLIN AIRPORT",2011,"Summer",92,12,1,0,4.209,134.7,10.2,26,92,92,0,0,0,0,2.1,15.3,12.7,23.3,8.583,30.435,3.261,9.783,5.435
"DUBLIN AIRPORT",2011,"Autumn",91,13,5,3,7.678,276.4,71.3,96.9,91,91,2,0,0,0,-2,15.8,8.8,24.1,6.208,5.495,25.275,1.099,25.275
"DUBLIN AIRPORT",2012,"Winter",91,8,1,0,4.155,120.5,16.2,34,91,91,12,0,0,0,-6.1,11.4,3.1,14.1,5.187,7.692,23.077,9.89,15.385
"DUBLIN AIRPORT",2012,"Spring",92,10,6,1,5.338,170.8,24.8,37.8,92,92,8,0,0,0,-3,11.9,7.2,21,7.892,20.652,17.391,13.043,20.652
"DUBLIN AIRPORT",2012,"Summer",92,21,9,2,5.937,302.8,22.5,36.9,92,92,0,0,0,0,3.8,17.2,11.8,23.7,7.147,17.391,6.522,9.783,7.609
"DUBLIN AIRPORT",2012,"Autumn",91,12,4,2,6.321,214.9,38.7,62.3,91,91,5,0,0,0,-2.4,14.9,4.7,22.2,6.705,20.879,7.692,17.582,9.89
"DUBLIN AIRPORT",2013,"Winter",90,10,4,1,4.356,187.3,21.9,44.9,90,90,27,0,0,0,-5.3,9.7,1.7,13.8,5.837,14.444,5.556,11.111,11.111
"DUBLIN AIRPORT",2013,"Spring",92,13,5,0,5.732,160.5,16.9,43.6,92,92,20,0,0,0,-5.6,11.1,1.9,19.6,7.234,31.522,7.609,23.913,8.696
"DUBLIN AIRPORT",2013,"Summer",92,12,7,0,6.642,172.7,19.5,45.6,92,92,0,0,4,0,4,16.5,14.9,26.2,9.208,16.304,7.609,0,21.739
"DUBLIN AIRPORT",2013,"Autumn",91,15,4,0,5.47,180.5,18.1,51.4,91,91,4,0,0,0,-2.9,15.9,4.9,23.3,6.251,9.89,13.187,6.593,15.385
"DUBLIN AIRPORT",2014,"Winter",90,18,4,0,5.284,264.2,19.4,36.6,90,90,3,0,0,0,-2.5,11.4,4.3,15,5.911,1.111,5.556,0,6.667
"DUBLIN AIRPORT",2014,"Spring",92,13,1,0,4.21,172.6,16.8,28,92,92,8,0,0,0,-3.3,11.9,6.9,20.3,7.733,15.217,20.652,1.087,18.478
"DUBLIN AIRPORT",2014,"Summer",92,9,7,3,8.888,231.1,50.5,109.8,92,92,0,0,0,0,3,16.1,15.3,24.1,8.753,21.739,7.609,2.174,11.957
"DUBLIN AIRPORT",2014,"Autumn",91,16,8,3,9.523,247.6,33.8,68.7,91,91,2,0,0,0,-2.4,14.9,5.8,22,7.391,16.484,8.791,0,16.484
"DUBLIN AIRPORT",2015,"Winter",90,7,3,0,4.091,130.9,14,18.1,90,90,22,0,0,0,-7.9,10.5,3.4,14.4,6.203,15.556,5.556,8.889,8.889
"DUBLIN AIRPORT",2015,"Spring",92,14,4,1,5.576,184,28.2,54.6,92,92,14,0,0,0,-4,10.8,4.9,18.4,8.817,26.087,5.435,6.522,17.391
"DUBLIN AIRPORT",2015,"Summer",92,13,5,1,5.665,175.6,23.5,53.4,92,92,0,0,0,0,0.7,15.3,12.3,24.7,8.496,26.087,8.696,7.609,6.522
"DUBLIN AIRPORT",2015,"Autumn",91,17,5,1,6.576,223.6,22.1,40.3,91,91,2,0,0,0,-1.7,12.9,4.7,17.7,7.096,14.286,6.593,7.692,16.484
"DUBLIN AIRPORT",2016,"Winter",91,24,13,4,6.849,363,30.8,56.7,91,91,18,0,0,0,-5.5,11.9,3.8,15.5,6.069,6.593,20.879,0,24.176
"DUBLIN AIRPORT",2016,"Spring",92,5,3,2,4.833,159.5,37,43.8,92,92,11,0,0,0,-4,11.5,5.7,20.5,7.842,22.826,10.87,3.261,9.783
"DUBLIN AIRPORT",2016,"Summer",92,11,5,0,4.562,155.1,17.5,44.7,92,92,0,0,2,0,2.5,17.1,13.1,26.3,7.885,11.957,16.304,4.348,13.043
"DUBLIN AIRPORT",2016,"Autumn",91,11,5,0,5.876,146.9,13.7,43.7,91,91,7,0,1,0,-2.6,19.1,3.1,25.1,6.571,12.088,12.088,6.593,8.791
"DUBLIN AIRPORT",2017,"Winter",90,7,1,0,3.965,103.1,11.3,23,90,90,17,0,0,0,-4.8,10.3,2.9,15.3,5.926,11.111,24.444,0,18.889
"DUBLIN AIRPORT",2017,"Spring",92,7,3,0,4.385,114,18.8,33.1,92,92,4,0,0,0,-1.7,14.6,6.7,23.2,7.871,11.957,25,0,26.087
"DUBLIN AIRPORT",2017,"Summer",92,12,5,1,5.861,193.4,36.3,50.1,92,92,0,0,2,0,3.7,15,12.7,26.3,8.19,8.696,6.522,7.609,11.957
"DUBLIN AIRPORT",2017,"Autumn",91,11,6,1,5.921,201.3,38.9,55.4,91,91,2,0,0,0,-0.4,14.2,4.2,19.5,6.543,9.89,7.692,4.396,7.692
"DUBLIN AIRPORT",2018,"Winter",90,11,6,1,5.463,191.2,21.2,44.8,90,90,31,0,0,1,-4.8,10,-0.5,13.6,6.178,16.667,6.667,11.111,7.778
"DUBLIN AIRPORT",2018,"Spring",92,12,3,1,4.384,166.6,21.5,40.5,92,92,14,0,0,1,-5.1,11.8,-0.5,22.2,7.937,25,15.217,14.13,20.652
"DUBLIN AIRPORT",2018,"Summer",92,6,3,0,4.656,83.8,15.2,27.5,92,92,0,0,8,0,3.8,17.1,15.2,26.7,10.088,19.565,13.043,2.174,32.609
"DUBLIN AIRPORT",2018,"Autumn",91,13,9,2,6.826,211.6,22.3,45.3,91,91,4,0,0,0,-4.7,14.6,6.6,23,7.09,21.978,9.89,8.791,13.187
"DUBLIN AIRPORT",2019,"Spring",92,15,5,1,5.991,191.7,22.3,45.5,92,92,7,0,0,0,-2.1,14.1,6.8,21.7,7.927,18.478,13.043,3.261,20.652
"DUBLIN AIRPORT",2019,"Summer",92,11,6,1,5.951,208.3,24.2,47.1,92,92,0,0,0,0,2,17.2,11.1,24.9,8.001,15.217,13.043,5.435,16.304
"DUBLIN AIRPORT",2019,"Autumn",91,27,10,3,8.171,343.2,25.1,52.2,91,91,5,0,0,0,-2.4,14.2,3.9,20.9,6.862,16.484,2.198,8.791,5.495
"DUBLIN AIRPORT",2020,"Winter",91,12,5,1,5.541,216.1,24.7,43.5,91,91,10,0,0,0,-2.9,8.7,4.3,14.2,6.147,7.692,6.593,1.099,20.879
"DUBLIN AIRPORT",2020,"Spring",92,3,0,0,3.107,46.6,10,20.5,92,92,16,0,0,0,-3.9,12.5,6.4,21.5,9.134,27.174,13.043,3.261,31.522
"DUBLIN AIRPORT",2020,"Summer",92,16,10,0,5.484,246.8,19.9,39.9,92,92,0,0,0,0,3.8,16.4,12,25,7.59,14.13,10.87,11.957,11.957
"DUBLIN AIRPORT",2020,"Autumn",91,12,4,0,5.109,178.8,18.7,35.7,91,91,2,0,0,0,-1.2,14.7,7.5,22.7,6.645,8.791,6.593,5.495,12.088
"DUBLIN AIRPORT",2021,"Winter",90,17,7,0,6.141,239.5,20,52.9,90,90,25,0,0,0,-5.9,9.3,1,14.2,5.488,15.556,12.222,13.333,14.444
"DUBLIN AIRPORT",2021,"Spring",92,8,2,0,4.01,116.3,19.8,28.9,92,92,20,0,0,0,-4.7,11.6,5.1,20.4,8.721,38.043,7.609,3.261,14.13
"DUBLIN AIRPORT",2021,"Summer",92,11,4,1,7.145,142.9,26.1,40,92,92,0,0,3,0,2.9,15.1,13.8,26.8,8.686,13.043,6.522,3.261,17.391
"DUBLIN AIRPORT",2021,"Autumn",91,7,3,0,4.681,126.4,16.8,38.5,91,91,2,0,0,0,-1.2,15.8,4.8,22.9,6.321,2.198,23.077,0,27.473
"DUBLIN AIRPORT",2022,"Winter",90,13,6,0,5.415,178.7,17.9,42.3,90,90,8,0,0,0,-4,11.3,3.8,14.8,5.907,3.333,16.667,1.111,17.778
"DUBLIN AIRPORT",2022,"Spring",92,7,3,0,4.632,115.8,16.2,37.1,92,92,15,0,0,0,-4.4,12.3,6.4,19.9,9.009,22.826,16.304,0,25
"DUBLIN AIRPORT",2022,"Summer",92,5,2,1,4.505,99.1,23.9,27.9,92,92,0,0,8,0,2.3,18.2,12.7,29.1,8.98,7.609,16.304,1.087,26.087
"DUBLIN AIRPORT",2022,"Autumn",91,18,6,1,5.928,272.7,40.8,69.1,91,91,1,0,0,0,-0.8,14.9,7.1,20.1,6.801,6.593,17.582,1.099,20.879
"DUBLIN AIRPORT",2023,"Winter",90,11,2,0,4.481,121,11.2,32.6,90,90,20,0,0,1,-4.8,9.5,-0.3,14.7,5.787,17.778,18.889,13.333,21.111
"DUBLIN AIRPORT",2023,"Spring",92,17,5,1,6.103,225.8,33.4,52.4,92,92,8,0,0,0,-4.3,12.2,3.2,19.9,7.808,15.217,20.652,6.522,29.348
"DUBLIN AIRPORT",2023,"Summer",92,19,8,4,7.347,315.9,52.4,74.1,92,92,0,0,0,0,3.5,17.6,14.5,24.6,7.72,4.348,21.739,2.174,16.304
"DUBLIN AIRPORT",2023,"Autumn",91,23,11,2,6.913,311.1,30.6,72.1,91,91,4,0,3,0,-2.6,17.2,5.3,26.1,6.767,10.989,18.681,1.099,21.978
"DUBLIN AIRPORT",2024,"Winter",91,15,4,0,5.222,214.1,18.6,41.8,91,91,14,0,0,0,-5.1,10.6,2,14.4,5.625,9.89,24.176,6.593,28.571
"DUBLIN AIRPORT",2024,"Spring",92,15,3,1,5.408,194.7,26.8,51.6,92,92,7,0,0,0,-1.5,12.1,4.4,21.4,7.277,10.87,28.261,2.174,28.261
"DUNSANY",1941,"Spring",92,18,6,1,6.691,227.5,22.1,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1941,"Summer",92,10,3,0,5.032,156,18.3,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1943,"Spring",92,11,5,1,7.04,140.8,20.3,49.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1943,"Summer",92,15,3,1,4.692,225.2,21.6,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1943,"Autumn",91,15,2,0,4.87,180.2,12.2,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1944,"Winter",91,10,2,0,4.518,153.6,17.3,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1944,"Spring",92,6,2,0,4.65,74.4,11.9,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1944,"Summer",92,20,6,2,6.349,222.2,23.6,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1944,"Autumn",91,23,14,6,8.564,385.4,29.5,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1945,"Winter",90,13,5,0,5.566,178.1,16.8,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1945,"Spring",92,12,3,0,4.544,145.4,16,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1945,"Summer",92,17,7,3,6.344,247.4,31.8,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1945,"Autumn",91,10,5,1,5.95,142.8,20.8,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1946,"Winter",90,19,8,2,7.135,242.6,25.1,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1946,"Spring",92,7,2,1,4.821,115.7,22.1,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1946,"Summer",92,19,9,0,5.264,263.2,17.3,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1946,"Autumn",91,19,10,4,7.198,316.7,41.4,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1947,"Winter",90,18,5,0,5.219,245.3,17.3,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1947,"Spring",92,22,13,5,9.735,360.2,34.5,88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1947,"Summer",92,12,6,1,6.159,166.3,22.9,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1947,"Autumn",91,13,6,2,5.914,212.9,22.9,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1948,"Spring",92,12,9,1,6.817,204.5,31.5,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1948,"Summer",91,18,7,0,6.729,228.8,19.6,77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1948,"Autumn",91,14,4,0,5.294,180,18,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1949,"Winter",90,18,5,0,5.809,203.3,19.3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1949,"Spring",92,9,3,0,4.696,131.5,13.2,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1949,"Summer",92,8,3,1,6.005,132.1,29.2,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1949,"Autumn",91,7,4,1,5.514,159.9,34.8,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1950,"Spring",92,10,1,0,3.99,119.7,11.7,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUNSANY",1950,"Summer",92,17,7,0,5.174,274.2,19.6,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
